,B,Epithelial,Macrophages,Mast,NK,Plasma,T,mDC,pDC
ZBED3,0.0,0.07692307692307693,0.14964964964964966,0.0,0.0,0.0,0.01907356948228883,0.0970873786407767,0.0
BLCAP,0.2222222222222222,0.15384615384615385,0.4794794794794795,0.0,0.08064516129032258,0.0,0.12806539509536785,0.27184466019417475,0.16666666666666666
ARNT,0.1111111111111111,0.0,0.21271271271271272,0.0,0.06451612903225806,0.5,0.07629427792915532,0.11650485436893204,0.3333333333333333
MED22,0.0,0.0,0.0945945945945946,0.16666666666666666,0.06451612903225806,0.0,0.027247956403269755,0.11650485436893204,0.0
EIF4B,0.2222222222222222,0.5384615384615384,0.8398398398398398,0.3333333333333333,0.3225806451612903,0.5,0.37329700272479566,0.7572815533980582,0.6666666666666666
RBM42,0.0,0.0,0.45645645645645644,0.16666666666666666,0.1774193548387097,0.5,0.11989100817438691,0.3592233009708738,0.0
NDUFA4,0.3333333333333333,0.6153846153846154,0.9469469469469469,1.0,0.5645161290322581,0.5,0.6348773841961853,0.8737864077669902,0.8333333333333334
ZFP41,0.0,0.0,0.023523523523523524,0.0,0.0,0.0,0.008174386920980926,0.019417475728155338,0.0
TRIM27,0.2222222222222222,0.07692307692307693,0.47897897897897895,0.5,0.06451612903225806,0.5,0.11444141689373297,0.36893203883495146,0.3333333333333333
PLPP5,0.0,0.0,0.3053053053053053,0.16666666666666666,0.08064516129032258,0.5,0.0653950953678474,0.1553398058252427,0.0
PCYT1A,0.0,0.07692307692307693,0.4194194194194194,0.0,0.04838709677419355,0.0,0.09536784741144415,0.24271844660194175,0.3333333333333333
TUT1,0.0,0.0,0.07757757757757758,0.0,0.016129032258064516,1.0,0.021798365122615803,0.02912621359223301,0.0
LINC01504,0.0,0.07692307692307693,0.2092092092092092,0.0,0.0,0.0,0.008174386920980926,0.02912621359223301,0.0
TRIM21,0.1111111111111111,0.0,0.24724724724724725,0.0,0.04838709677419355,0.0,0.05449591280653951,0.1262135922330097,0.0
NAMPT,0.2222222222222222,0.3076923076923077,0.8338338338338338,0.0,0.0967741935483871,0.5,0.16621253405994552,0.33980582524271846,0.16666666666666666
CAMTA2,0.0,0.0,0.14214214214214213,0.0,0.016129032258064516,0.0,0.0681198910081744,0.1262135922330097,0.0
C2ORF74,0.0,0.0,0.19369369369369369,0.0,0.03225806451612903,0.0,0.021798365122615803,0.05825242718446602,0.0
FAM13B,0.1111111111111111,0.15384615384615385,0.2707707707707708,0.0,0.04838709677419355,0.0,0.08991825613079019,0.2815533980582524,0.16666666666666666
LINC00324,0.1111111111111111,0.07692307692307693,0.08308308308308308,0.16666666666666666,0.04838709677419355,0.0,0.03814713896457766,0.05825242718446602,0.0
NCDN,0.0,0.0,0.04854854854854855,0.0,0.016129032258064516,0.0,0.008174386920980926,0.009708737864077669,0.0
AFTPH,0.1111111111111111,0.23076923076923078,0.456956956956957,0.3333333333333333,0.12903225806451613,0.0,0.1226158038147139,0.3883495145631068,0.16666666666666666
GFPT1,0.0,0.07692307692307693,0.24974974974974976,0.16666666666666666,0.0,0.0,0.10626702997275204,0.24271844660194175,0.16666666666666666
FUT8,0.2222222222222222,0.07692307692307693,0.07907907907907907,0.0,0.04838709677419355,0.5,0.10899182561307902,0.0970873786407767,0.0
MIR155HG,0.0,0.07692307692307693,0.1881881881881882,0.0,0.12903225806451613,0.0,0.17983651226158037,0.04854368932038835,0.0
ZCCHC10,0.0,0.07692307692307693,0.36486486486486486,0.16666666666666666,0.03225806451612903,0.0,0.11989100817438691,0.30097087378640774,0.5
EXD3,0.0,0.0,0.08858858858858859,0.3333333333333333,0.04838709677419355,0.0,0.013623978201634877,0.04854368932038835,0.16666666666666666
ARHGAP4,0.2222222222222222,0.07692307692307693,0.3663663663663664,0.16666666666666666,0.12903225806451613,1.0,0.23433242506811988,0.36893203883495146,0.6666666666666666
LGALS8,0.0,0.15384615384615385,0.3738738738738739,0.3333333333333333,0.0967741935483871,0.0,0.10626702997275204,0.2524271844660194,0.0
AC017083.1,0.0,0.0,0.014514514514514515,0.16666666666666666,0.0,0.0,0.01907356948228883,0.009708737864077669,0.0
ABHD6,0.0,0.07692307692307693,0.07307307307307308,0.3333333333333333,0.0,0.0,0.01634877384196185,0.038834951456310676,0.0
BX537318.1,0.0,0.07692307692307693,0.02702702702702703,0.0,0.0,0.0,0.0027247956403269754,0.009708737864077669,0.0
RPL17,0.7777777777777778,0.6153846153846154,0.91991991991992,0.8333333333333334,0.6451612903225806,0.0,0.7138964577656676,0.8640776699029126,1.0
FNTA,0.2222222222222222,0.3076923076923077,0.534034034034034,0.16666666666666666,0.20967741935483872,0.0,0.1771117166212534,0.4174757281553398,0.5
TFDP2,0.0,0.0,0.14264264264264265,0.0,0.12903225806451613,0.0,0.04087193460490463,0.11650485436893204,0.16666666666666666
C19ORF24,0.2222222222222222,0.15384615384615385,0.6686686686686687,0.0,0.12903225806451613,0.0,0.21525885558583105,0.3883495145631068,0.3333333333333333
LILRA2,0.0,0.07692307692307693,0.24024024024024024,0.0,0.0,0.0,0.01907356948228883,0.1941747572815534,0.0
ZEB2-AS1,0.0,0.0,0.12712712712712712,0.0,0.0,0.0,0.0027247956403269754,0.02912621359223301,0.16666666666666666
ZNF701,0.1111111111111111,0.0,0.16616616616616617,0.0,0.04838709677419355,0.0,0.051771117166212535,0.13592233009708737,0.0
LRIG2,0.0,0.07692307692307693,0.11711711711711711,0.0,0.03225806451612903,0.0,0.06267029972752043,0.14563106796116504,0.16666666666666666
PEF1,0.0,0.0,0.29679679679679677,0.8333333333333334,0.03225806451612903,0.5,0.09809264305177112,0.1650485436893204,0.0
SKA3,0.0,0.0,0.014014014014014014,0.0,0.0,0.0,0.027247956403269755,0.019417475728155338,0.0
ZBED5,0.1111111111111111,0.07692307692307693,0.24774774774774774,0.0,0.11290322580645161,0.0,0.08446866485013624,0.23300970873786409,0.0
GPATCH8,0.1111111111111111,0.15384615384615385,0.3838838838838839,0.0,0.0967741935483871,1.0,0.17438692098092642,0.33980582524271846,0.16666666666666666
ZNF333,0.0,0.15384615384615385,0.14764764764764765,0.3333333333333333,0.016129032258064516,0.0,0.027247956403269755,0.08737864077669903,0.0
RCC1L,0.0,0.0,0.2007007007007007,0.16666666666666666,0.06451612903225806,0.0,0.07084468664850137,0.08737864077669903,0.0
SPRYD3,0.0,0.07692307692307693,0.15415415415415415,0.0,0.0967741935483871,0.0,0.05449591280653951,0.1262135922330097,0.0
CASP9,0.0,0.0,0.08458458458458458,0.0,0.0,0.0,0.010899182561307902,0.04854368932038835,0.3333333333333333
CD27,0.2222222222222222,0.0,0.003003003003003003,0.0,0.016129032258064516,0.5,0.2125340599455041,0.0,0.0
PITHD1,0.1111111111111111,0.3076923076923077,0.3533533533533533,0.16666666666666666,0.0967741935483871,0.0,0.15258855585831063,0.18446601941747573,0.16666666666666666
HIST1H2AJ,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.010899182561307902,0.0,0.0
REEP6,0.0,0.0,0.042042042042042045,0.0,0.016129032258064516,0.0,0.010899182561307902,0.019417475728155338,0.0
ZNF407,0.0,0.07692307692307693,0.10960960960960961,0.16666666666666666,0.08064516129032258,0.0,0.051771117166212535,0.08737864077669903,0.0
SULT1A1,0.0,0.15384615384615385,0.36486486486486486,0.0,0.016129032258064516,0.0,0.05722070844686648,0.06796116504854369,0.0
MIEN1,0.1111111111111111,0.38461538461538464,0.522022022022022,0.16666666666666666,0.14516129032258066,0.5,0.1907356948228883,0.24271844660194175,0.6666666666666666
ADAP2,0.0,0.07692307692307693,0.44794794794794796,0.0,0.0,0.0,0.0326975476839237,0.4854368932038835,0.0
HACD4,0.2222222222222222,0.15384615384615385,0.6641641641641641,0.0,0.24193548387096775,0.0,0.1907356948228883,0.6213592233009708,0.0
MPHOSPH8,0.5555555555555556,0.46153846153846156,0.6956956956956957,0.6666666666666666,0.45161290322580644,0.0,0.4550408719346049,0.4563106796116505,0.3333333333333333
VMO1,0.0,0.15384615384615385,0.7262262262262262,0.0,0.0,0.0,0.04632152588555858,0.18446601941747573,0.0
DHRS4L2,0.0,0.0,0.4034034034034034,0.16666666666666666,0.04838709677419355,0.0,0.0681198910081744,0.11650485436893204,0.0
LRRC57,0.0,0.15384615384615385,0.25725725725725723,0.16666666666666666,0.03225806451612903,0.0,0.05449591280653951,0.2912621359223301,0.0
ITGAM,0.0,0.07692307692307693,0.5420420420420421,0.0,0.016129032258064516,0.0,0.051771117166212535,0.3300970873786408,0.0
ZNF512,0.0,0.07692307692307693,0.18218218218218218,0.16666666666666666,0.04838709677419355,0.0,0.07356948228882834,0.1262135922330097,0.0
LY6E,0.3333333333333333,0.38461538461538464,0.9519519519519519,0.16666666666666666,0.5645161290322581,0.5,0.5803814713896458,0.8252427184466019,0.16666666666666666
PDCD4-AS1,0.0,0.07692307692307693,0.03053053053053053,0.0,0.0,0.0,0.0027247956403269754,0.04854368932038835,0.16666666666666666
MBD4,0.1111111111111111,0.38461538461538464,0.47597597597597596,0.16666666666666666,0.03225806451612903,0.0,0.1553133514986376,0.22330097087378642,0.3333333333333333
WASHC1,0.0,0.0,0.24574574574574576,0.0,0.06451612903225806,0.5,0.05722070844686648,0.14563106796116504,0.0
PLEKHM1,0.0,0.07692307692307693,0.13013013013013014,0.16666666666666666,0.016129032258064516,0.0,0.027247956403269755,0.14563106796116504,0.0
IL1R1,0.0,0.15384615384615385,0.059559559559559556,0.0,0.04838709677419355,0.5,0.035422343324250684,0.6116504854368932,0.0
CLSTN1,0.1111111111111111,0.23076923076923078,0.16566566566566568,0.16666666666666666,0.0967741935483871,0.0,0.1008174386920981,0.1941747572815534,0.0
TUSC1,0.0,0.0,0.08008008008008008,0.0,0.0,0.0,0.01634877384196185,0.019417475728155338,0.0
TMEM267,0.0,0.07692307692307693,0.15365365365365366,0.0,0.03225806451612903,0.0,0.05994550408719346,0.07766990291262135,0.16666666666666666
ARAF,0.0,0.23076923076923078,0.28128128128128127,0.3333333333333333,0.08064516129032258,0.5,0.07629427792915532,0.20388349514563106,0.16666666666666666
ACBD4,0.0,0.0,0.05205205205205205,0.0,0.04838709677419355,0.0,0.02997275204359673,0.04854368932038835,0.0
PSMB4,0.1111111111111111,0.46153846153846156,0.6386386386386387,0.0,0.14516129032258066,0.0,0.21798365122615804,0.49514563106796117,0.5
NDUFA2,0.4444444444444444,0.38461538461538464,0.8153153153153153,0.5,0.14516129032258066,0.5,0.3133514986376022,0.6601941747572816,0.3333333333333333
ZBP1,0.1111111111111111,0.0,0.07807807807807808,0.0,0.12903225806451613,0.0,0.09536784741144415,0.1262135922330097,0.0
FOSL2,0.0,0.15384615384615385,0.2977977977977978,0.3333333333333333,0.04838709677419355,0.0,0.1008174386920981,0.0970873786407767,0.0
CD37,0.7777777777777778,0.6153846153846154,0.9384384384384384,1.0,0.43548387096774194,0.5,0.5994550408719346,0.8446601941747572,0.6666666666666666
RPS4X,1.0,0.6153846153846154,0.975975975975976,1.0,0.9838709677419355,0.5,0.9673024523160763,0.9902912621359223,0.8333333333333334
NT5C3B,0.0,0.0,0.1941941941941942,0.0,0.016129032258064516,0.0,0.05449591280653951,0.06796116504854369,0.0
MRPL20,0.2222222222222222,0.3076923076923077,0.7617617617617618,0.3333333333333333,0.22580645161290322,0.5,0.29427792915531337,0.5728155339805825,0.16666666666666666
RSL1D1,0.3333333333333333,0.3076923076923077,0.7907907907907908,0.16666666666666666,0.11290322580645161,0.5,0.22343324250681199,0.5728155339805825,0.6666666666666666
PKP4,0.0,0.0,0.04954954954954955,0.16666666666666666,0.0,0.0,0.035422343324250684,0.05825242718446602,0.0
MARVELD1,0.0,0.07692307692307693,0.3563563563563564,0.16666666666666666,0.0,0.5,0.010899182561307902,0.1650485436893204,0.0
GTF3C6,0.1111111111111111,0.23076923076923078,0.5370370370370371,0.0,0.06451612903225806,0.0,0.1307901907356948,0.2621359223300971,0.3333333333333333
SC5D,0.2222222222222222,0.07692307692307693,0.25975975975975973,0.0,0.08064516129032258,0.0,0.05994550408719346,0.13592233009708737,0.16666666666666666
RAD50,0.0,0.07692307692307693,0.04854854854854855,0.0,0.0,0.0,0.02997275204359673,0.038834951456310676,0.0
SMAD5,0.1111111111111111,0.15384615384615385,0.3613613613613614,0.0,0.12903225806451613,0.0,0.0681198910081744,0.22330097087378642,0.3333333333333333
DLD,0.1111111111111111,0.07692307692307693,0.5620620620620621,0.16666666666666666,0.06451612903225806,0.0,0.11171662125340599,0.20388349514563106,0.3333333333333333
IL9R,0.0,0.0,0.01001001001001001,0.16666666666666666,0.0,0.0,0.008174386920980926,0.0,0.0
IL2RA,0.0,0.0,0.0005005005005005005,0.0,0.03225806451612903,0.0,0.0653950953678474,0.0,0.0
SIKE1,0.2222222222222222,0.3076923076923077,0.23323323323323322,0.16666666666666666,0.0967741935483871,0.0,0.07629427792915532,0.21359223300970873,0.16666666666666666
CAPRIN1,0.2222222222222222,0.23076923076923078,0.6311311311311312,0.5,0.08064516129032258,0.0,0.14713896457765668,0.42718446601941745,0.5
LMBR1L,0.1111111111111111,0.07692307692307693,0.16566566566566568,0.0,0.04838709677419355,0.5,0.04087193460490463,0.3300970873786408,0.16666666666666666
RNF41,0.2222222222222222,0.07692307692307693,0.32982982982982983,0.0,0.016129032258064516,0.0,0.07901907356948229,0.2912621359223301,0.16666666666666666
WDR81,0.0,0.0,0.24524524524524524,0.0,0.03225806451612903,0.0,0.04632152588555858,0.13592233009708737,0.16666666666666666
THUMPD3-AS1,0.1111111111111111,0.15384615384615385,0.4444444444444444,0.3333333333333333,0.3064516129032258,0.5,0.335149863760218,0.4563106796116505,0.6666666666666666
TJP2,0.0,0.07692307692307693,0.05905905905905906,0.0,0.0,0.0,0.005449591280653951,0.0,0.0
DHRS12,0.1111111111111111,0.0,0.15315315315315314,0.0,0.08064516129032258,0.0,0.043596730245231606,0.11650485436893204,0.0
LAMTOR2,0.0,0.07692307692307693,0.8258258258258259,0.16666666666666666,0.11290322580645161,0.0,0.1880108991825613,0.7475728155339806,0.6666666666666666
CMC1,0.0,0.15384615384615385,0.46046046046046046,0.16666666666666666,0.16129032258064516,0.0,0.1226158038147139,0.1650485436893204,0.16666666666666666
FAM102B,0.1111111111111111,0.23076923076923078,0.36436436436436437,0.16666666666666666,0.03225806451612903,0.0,0.0681198910081744,0.2912621359223301,0.0
PDE6B,0.0,0.0,0.04854854854854855,0.0,0.016129032258064516,0.5,0.0027247956403269754,0.02912621359223301,0.0
CSE1L,0.1111111111111111,0.15384615384615385,0.28178178178178176,0.0,0.03225806451612903,0.0,0.11171662125340599,0.23300970873786409,0.3333333333333333
EIF4EBP1,0.1111111111111111,0.23076923076923078,0.7467467467467468,0.3333333333333333,0.06451612903225806,1.0,0.08174386920980926,0.5825242718446602,0.0
PBX2,0.0,0.15384615384615385,0.15815815815815815,0.16666666666666666,0.04838709677419355,0.0,0.043596730245231606,0.18446601941747573,0.3333333333333333
KDM5B,0.0,0.07692307692307693,0.12112112112112113,0.16666666666666666,0.06451612903225806,0.5,0.03814713896457766,0.11650485436893204,0.0
DZIP3,0.0,0.07692307692307693,0.0945945945945946,0.0,0.12903225806451613,0.0,0.1307901907356948,0.038834951456310676,0.0
ACRBP,0.0,0.0,0.04104104104104104,0.0,0.0,0.0,0.0027247956403269754,0.02912621359223301,0.0
EBLN2,0.0,0.0,0.07607607607607608,0.0,0.0,0.0,0.0326975476839237,0.06796116504854369,0.16666666666666666
CRYBG1,0.2222222222222222,0.38461538461538464,0.4874874874874875,0.0,0.12903225806451613,0.0,0.14713896457765668,0.39805825242718446,0.0
FEZ2,0.0,0.07692307692307693,0.6516516516516516,0.0,0.0967741935483871,0.0,0.10626702997275204,0.39805825242718446,0.16666666666666666
PFDN1,0.2222222222222222,0.07692307692307693,0.5075075075075075,0.16666666666666666,0.06451612903225806,0.0,0.15258855585831063,0.22330097087378642,0.3333333333333333
MRPS15,0.1111111111111111,0.3076923076923077,0.6576576576576577,0.3333333333333333,0.08064516129032258,0.0,0.15803814713896458,0.34951456310679613,0.16666666666666666
EEF1B2,0.5555555555555556,0.46153846153846156,0.9459459459459459,1.0,0.7258064516129032,0.5,0.6975476839237057,0.9514563106796117,0.8333333333333334
PEX26,0.2222222222222222,0.0,0.17767767767767767,0.16666666666666666,0.06451612903225806,0.5,0.07901907356948229,0.21359223300970873,0.16666666666666666
CCDC171,0.0,0.15384615384615385,0.03853853853853854,0.0,0.0,0.0,0.013623978201634877,0.019417475728155338,0.0
AC078846.1,0.0,0.0,0.06356356356356356,0.0,0.016129032258064516,0.0,0.02452316076294278,0.10679611650485436,0.0
RHOBTB2,0.1111111111111111,0.0,0.12112112112112113,0.0,0.0,0.0,0.005449591280653951,0.019417475728155338,0.0
PTCRA,0.0,0.0,0.2752752752752753,0.0,0.0,0.0,0.01907356948228883,0.0,0.6666666666666666
LAPTM5,0.7777777777777778,0.46153846153846156,0.9744744744744744,1.0,0.41935483870967744,0.5,0.662125340599455,0.9320388349514563,1.0
ZWILCH,0.0,0.0,0.06256256256256257,0.0,0.016129032258064516,0.0,0.05722070844686648,0.05825242718446602,0.0
GALM,0.0,0.0,0.12662662662662663,0.3333333333333333,0.06451612903225806,0.0,0.11716621253405994,0.3300970873786408,0.0
MINCR,0.0,0.15384615384615385,0.06606606606606606,0.0,0.0,0.0,0.01634877384196185,0.05825242718446602,0.16666666666666666
GRN,0.4444444444444444,0.38461538461538464,0.974974974974975,0.16666666666666666,0.11290322580645161,0.0,0.23705722070844687,0.9514563106796117,0.8333333333333334
SERBP1,0.1111111111111111,0.38461538461538464,0.8553553553553553,0.6666666666666666,0.4032258064516129,1.0,0.4032697547683924,0.7572815533980582,0.3333333333333333
ERRFI1,0.0,0.15384615384615385,0.06256256256256257,0.0,0.0,0.0,0.013623978201634877,0.009708737864077669,0.0
FBXO10,0.0,0.0,0.047547547547547545,0.0,0.0,0.5,0.0027247956403269754,0.0,0.0
BROX,0.1111111111111111,0.07692307692307693,0.5445445445445446,0.16666666666666666,0.11290322580645161,0.5,0.17983651226158037,0.5339805825242718,0.6666666666666666
ARIH2,0.1111111111111111,0.23076923076923078,0.2832832832832833,0.0,0.06451612903225806,0.0,0.11716621253405994,0.22330097087378642,0.16666666666666666
CDKL3,0.0,0.0,0.04854854854854855,0.0,0.0,0.0,0.0,0.019417475728155338,0.0
STIM1,0.1111111111111111,0.0,0.27927927927927926,0.0,0.06451612903225806,0.0,0.08991825613079019,0.07766990291262135,0.16666666666666666
ANAPC7,0.0,0.15384615384615385,0.4049049049049049,0.0,0.06451612903225806,0.0,0.1008174386920981,0.13592233009708737,0.3333333333333333
HMGN1,0.6666666666666666,0.6923076923076923,0.9004004004004004,0.5,0.5806451612903226,0.5,0.5231607629427792,0.9223300970873787,0.6666666666666666
RBMXL1,0.0,0.0,0.24124124124124124,0.16666666666666666,0.04838709677419355,0.0,0.0653950953678474,0.1262135922330097,0.0
SMUG1,0.0,0.15384615384615385,0.2072072072072072,0.0,0.016129032258064516,0.0,0.04904632152588556,0.07766990291262135,0.0
ASCL2,0.0,0.0,0.07057057057057058,0.0,0.0,0.0,0.008174386920980926,0.04854368932038835,0.0
ITPR2,0.0,0.23076923076923078,0.5155155155155156,0.5,0.06451612903225806,0.5,0.11989100817438691,0.47572815533980584,0.6666666666666666
YPEL1,0.0,0.07692307692307693,0.016516516516516516,0.0,0.0967741935483871,0.0,0.043596730245231606,0.02912621359223301,0.0
ANAPC13,0.1111111111111111,0.23076923076923078,0.506006006006006,0.16666666666666666,0.08064516129032258,0.5,0.1335149863760218,0.30097087378640774,0.5
VSIG4,0.0,0.15384615384615385,0.9084084084084084,0.0,0.0967741935483871,0.0,0.11444141689373297,0.6796116504854369,0.0
CD55,0.2222222222222222,0.23076923076923078,0.4854854854854855,0.3333333333333333,0.11290322580645161,0.5,0.12534059945504086,0.4368932038834951,0.3333333333333333
PPAN,0.0,0.07692307692307693,0.17517517517517517,0.0,0.0967741935483871,0.0,0.10899182561307902,0.038834951456310676,0.0
BCL2L11,0.1111111111111111,0.07692307692307693,0.1011011011011011,0.0,0.06451612903225806,0.5,0.05722070844686648,0.5145631067961165,0.3333333333333333
TAF2,0.1111111111111111,0.23076923076923078,0.2132132132132132,0.16666666666666666,0.03225806451612903,0.0,0.05994550408719346,0.18446601941747573,0.3333333333333333
MTHFD2,0.0,0.15384615384615385,0.44394394394394393,0.16666666666666666,0.06451612903225806,0.0,0.11444141689373297,0.4563106796116505,0.16666666666666666
ICAM3,0.2222222222222222,0.07692307692307693,0.2527527527527528,0.0,0.4838709677419355,0.0,0.35149863760217986,0.5048543689320388,0.0
MED25,0.2222222222222222,0.0,0.3233233233233233,0.3333333333333333,0.04838709677419355,0.0,0.07901907356948229,0.1553398058252427,0.16666666666666666
FBXO45,0.0,0.07692307692307693,0.17867867867867868,0.0,0.03225806451612903,0.0,0.043596730245231606,0.11650485436893204,0.0
RAB10,0.0,0.23076923076923078,0.7822822822822822,0.0,0.08064516129032258,0.0,0.18528610354223432,0.5631067961165048,0.0
TTLL10,0.0,0.0,0.004004004004004004,0.0,0.04838709677419355,0.0,0.005449591280653951,0.0,0.0
LRGUK,0.0,0.0,0.004004004004004004,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
KLF2,0.7777777777777778,0.15384615384615385,0.37787787787787785,0.0,0.03225806451612903,0.0,0.20708446866485014,0.07766990291262135,0.16666666666666666
CALHM2,0.2222222222222222,0.0,0.23173173173173173,0.16666666666666666,0.11290322580645161,0.0,0.12534059945504086,0.11650485436893204,0.0
ZBTB41,0.0,0.15384615384615385,0.16266266266266266,0.16666666666666666,0.016129032258064516,0.0,0.04904632152588556,0.1553398058252427,0.0
TMEM79,0.0,0.0,0.04004004004004004,0.0,0.03225806451612903,0.0,0.010899182561307902,0.019417475728155338,0.0
HNRNPA1,0.8888888888888888,0.38461538461538464,0.9084084084084084,0.8333333333333334,0.43548387096774194,1.0,0.547683923705722,0.8640776699029126,0.8333333333333334
MUTYH,0.0,0.07692307692307693,0.0960960960960961,0.0,0.016129032258064516,0.0,0.035422343324250684,0.10679611650485436,0.0
SERPINF2,0.0,0.07692307692307693,0.07257257257257257,0.0,0.0,0.0,0.0027247956403269754,0.24271844660194175,0.16666666666666666
AC062017.1,0.0,0.0,0.06756756756756757,0.0,0.016129032258064516,0.0,0.013623978201634877,0.038834951456310676,0.0
UBE2E1,0.1111111111111111,0.07692307692307693,0.4069069069069069,0.0,0.03225806451612903,0.0,0.07901907356948229,0.5242718446601942,0.3333333333333333
APPL1,0.0,0.23076923076923078,0.6241241241241241,0.0,0.04838709677419355,0.0,0.1335149863760218,0.5825242718446602,0.3333333333333333
FAM107B,0.6666666666666666,0.5384615384615384,0.7042042042042042,0.6666666666666666,0.24193548387096775,0.0,0.43869209809264303,0.27184466019417475,0.3333333333333333
MCEE,0.1111111111111111,0.0,0.13413413413413414,0.0,0.0,0.5,0.0326975476839237,0.06796116504854369,0.0
EBP,0.0,0.15384615384615385,0.3038038038038038,0.5,0.03225806451612903,0.0,0.18256130790190736,0.2815533980582524,0.0
CRLF3,0.3333333333333333,0.07692307692307693,0.33783783783783783,0.16666666666666666,0.16129032258064516,0.0,0.13896457765667575,0.36893203883495146,0.16666666666666666
SNN,0.0,0.07692307692307693,0.10260260260260261,0.0,0.0,0.0,0.010899182561307902,0.0970873786407767,0.16666666666666666
DTWD1,0.0,0.15384615384615385,0.28678678678678676,0.3333333333333333,0.06451612903225806,0.0,0.0653950953678474,0.24271844660194175,0.16666666666666666
SIK2,0.0,0.07692307692307693,0.17167167167167166,0.0,0.0,0.0,0.01907356948228883,0.10679611650485436,0.16666666666666666
CCNT1,0.1111111111111111,0.3076923076923077,0.22772772772772773,0.3333333333333333,0.08064516129032258,0.0,0.11171662125340599,0.1941747572815534,0.16666666666666666
PACS1,0.3333333333333333,0.0,0.22422422422422422,0.16666666666666666,0.12903225806451613,0.0,0.14168937329700274,0.24271844660194175,0.0
AP003392.6,0.0,0.0,0.02902902902902903,0.0,0.0,0.0,0.0027247956403269754,0.038834951456310676,0.0
IL1RN,0.0,0.07692307692307693,0.3983983983983984,0.0,0.0,0.0,0.021798365122615803,0.038834951456310676,0.0
H2AFX,0.0,0.07692307692307693,0.09059059059059059,0.0,0.06451612903225806,0.0,0.08719346049046321,0.1262135922330097,0.0
GLUL,0.0,0.5384615384615384,0.9734734734734735,0.6666666666666666,0.16129032258064516,0.0,0.20708446866485014,0.5048543689320388,0.16666666666666666
ADPRM,0.0,0.0,0.1046046046046046,0.0,0.0,0.0,0.05449591280653951,0.06796116504854369,0.0
RND3,0.0,0.15384615384615385,0.15415415415415415,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
FGD5-AS1,0.1111111111111111,0.23076923076923078,0.555055055055055,0.3333333333333333,0.0967741935483871,0.5,0.14168937329700274,0.34951456310679613,0.3333333333333333
EXD2,0.0,0.07692307692307693,0.15965965965965967,0.16666666666666666,0.016129032258064516,0.0,0.013623978201634877,0.05825242718446602,0.0
RRP8,0.0,0.0,0.17517517517517517,0.0,0.06451612903225806,0.0,0.05449591280653951,0.13592233009708737,0.0
PTMS,0.1111111111111111,0.23076923076923078,0.9154154154154154,0.3333333333333333,0.14516129032258066,0.0,0.2561307901907357,0.6407766990291263,0.6666666666666666
ATP5IF1,0.2222222222222222,0.5384615384615384,0.8158158158158159,0.16666666666666666,0.3387096774193548,0.0,0.3814713896457766,0.5533980582524272,0.16666666666666666
SNHG15,0.0,0.15384615384615385,0.17217217217217218,0.0,0.1774193548387097,0.0,0.09809264305177112,0.1553398058252427,0.3333333333333333
SCAMP1,0.1111111111111111,0.07692307692307693,0.4159159159159159,0.16666666666666666,0.08064516129032258,0.0,0.0681198910081744,0.2524271844660194,0.16666666666666666
NME7,0.0,0.0,0.12262262262262262,0.0,0.11290322580645161,0.0,0.0653950953678474,0.02912621359223301,0.0
NUP62,0.1111111111111111,0.0,0.2097097097097097,0.0,0.11290322580645161,0.5,0.1226158038147139,0.2524271844660194,0.16666666666666666
BBS5,0.0,0.07692307692307693,0.05455455455455455,0.0,0.0,0.0,0.0027247956403269754,0.009708737864077669,0.0
KLHDC1,0.0,0.0,0.06906906906906907,0.0,0.0,0.0,0.013623978201634877,0.038834951456310676,0.0
VPS37B,0.0,0.15384615384615385,0.14964964964964966,0.16666666666666666,0.03225806451612903,0.0,0.05994550408719346,0.02912621359223301,0.0
CCDC113,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0
DCPS,0.0,0.07692307692307693,0.13913913913913914,0.0,0.03225806451612903,0.5,0.03814713896457766,0.1262135922330097,0.0
FLVCR1-DT,0.0,0.07692307692307693,0.044044044044044044,0.0,0.0,0.0,0.03814713896457766,0.05825242718446602,0.0
PDCD10,0.2222222222222222,0.3076923076923077,0.7347347347347347,0.16666666666666666,0.1935483870967742,0.0,0.28065395095367845,0.4854368932038835,0.16666666666666666
ATP6V0D2,0.0,0.0,0.16166166166166165,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
PSMC3,0.1111111111111111,0.3076923076923077,0.512012012012012,0.3333333333333333,0.12903225806451613,0.5,0.21798365122615804,0.30097087378640774,0.5
BCORL1,0.0,0.0,0.022022022022022022,0.0,0.0,0.0,0.010899182561307902,0.019417475728155338,0.0
HLA-C,0.8888888888888888,0.8461538461538461,0.9819819819819819,0.8333333333333334,1.0,0.5,0.9782016348773842,0.9611650485436893,0.8333333333333334
LINC00623,0.0,0.0,0.23023023023023023,0.0,0.12903225806451613,0.0,0.14713896457765668,0.08737864077669903,0.0
TSPYL5,0.0,0.0,0.06456456456456457,0.0,0.0,0.0,0.008174386920980926,0.10679611650485436,0.16666666666666666
