,B,Epithelial,Macrophages,NK,Plasma,T,mDC,pDC
PLA2G7,0.0,0.0,0.016171825647504738,0.0,0.0,0.003676470588235294,0.0,0.0
ABCC1,0.0,0.0,0.026531901452937462,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
PTGES3,0.3333333333333333,0.9230769230769231,0.5094125078963992,0.0,0.0,0.46691176470588236,0.3173913043478261,0.3333333333333333
ZNF630,0.0,0.0,0.0018951358180669614,0.0,0.0,0.0,0.0,0.0
SPSB2,0.0,0.0,0.03929248262792167,0.0,0.0,0.03308823529411765,0.013043478260869565,0.3333333333333333
ARHGAP24,0.06666666666666667,0.0,0.11711939355653822,0.0,0.0,0.04411764705882353,0.06521739130434782,0.0
ATP5MC2,0.6666666666666666,1.0,0.9374605180037903,0.6,0.0,0.7536764705882353,0.7391304347826086,0.6666666666666666
IFI30,0.26666666666666666,0.07692307692307693,0.6768161718256475,0.2,0.0,0.2757352941176471,0.20434782608695654,0.3333333333333333
PILRB,0.0,0.07692307692307693,0.017814276689829437,0.0,0.0,0.04411764705882353,0.008695652173913044,0.0
IKBKB,0.06666666666666667,0.07692307692307693,0.05609602021478206,0.0,0.0,0.04779411764705882,0.043478260869565216,0.0
MTR,0.0,0.15384615384615385,0.06329753632343652,0.0,0.0,0.0625,0.034782608695652174,0.0
C6ORF120,0.0,0.07692307692307693,0.042451042324699935,0.0,0.0,0.03676470588235294,0.021739130434782608,0.0
EDC4,0.0,0.0,0.0006317119393556538,0.0,0.0,0.0,0.0,0.0
COX10,0.0,0.0,0.013518635502210993,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
NDUFA8,0.13333333333333333,0.5384615384615384,0.2798483891345546,0.0,0.0,0.20220588235294118,0.1,0.3333333333333333
LZTS3,0.0,0.07692307692307693,0.0013897662665824384,0.0,0.0,0.0,0.0,0.0
LINC01871,0.0,0.0,0.011876184459886292,0.6,0.0,0.11029411764705882,0.008695652173913044,0.0
TPMT,0.0,0.07692307692307693,0.12406822488945041,0.0,0.0,0.06985294117647059,0.04782608695652174,0.0
SAMD8,0.0,0.07692307692307693,0.06531901452937461,0.0,0.0,0.04411764705882353,0.034782608695652174,0.0
ARFGAP1,0.0,0.15384615384615385,0.03487049905243209,0.0,0.0,0.014705882352941176,0.021739130434782608,0.0
COG6,0.0,0.0,0.02969046114971573,0.0,0.0,0.022058823529411766,0.008695652173913044,0.0
PPP1R3E,0.06666666666666667,0.07692307692307693,0.0459886291850916,0.2,0.0,0.04044117647058824,0.04782608695652174,0.0
COX7A2L,0.2,0.6153846153846154,0.5143398610233734,0.4,0.0,0.4117647058823529,0.2956521739130435,0.3333333333333333
TMEM54,0.0,0.23076923076923078,0.0008843967150979153,0.0,0.0,0.0,0.0,0.0
PUDP,0.0,0.07692307692307693,0.022488945041061276,0.0,0.0,0.007352941176470588,0.013043478260869565,0.0
TBC1D14,0.0,0.23076923076923078,0.02817435249526216,0.0,0.0,0.01838235294117647,0.021739130434782608,0.3333333333333333
APOBR,0.0,0.07692307692307693,0.18445988629185092,0.0,0.0,0.08823529411764706,0.05652173913043478,0.0
JUND,0.26666666666666666,0.38461538461538464,0.40884396715097915,0.2,0.0,0.2610294117647059,0.2217391304347826,0.0
TSTD1,0.4,1.0,0.2838913455464308,0.2,0.0,0.2977941176470588,0.16956521739130434,0.0
TPX2,0.0,0.0,0.0024005053695514847,0.0,0.0,0.17279411764705882,0.0,0.0
C1ORF74,0.0,0.0,0.005180037902716361,0.0,0.0,0.003676470588235294,0.0,0.0
FBXO32,0.0,0.23076923076923078,0.01794061907770057,0.0,0.0,0.014705882352941176,0.0,0.0
TEAD1,0.0,0.5384615384615384,0.0006317119393556538,0.0,0.0,0.003676470588235294,0.0,0.0
SLPI,0.0,1.0,0.010486418193303853,0.0,0.0,0.014705882352941176,0.0,0.0
NFKBIA,0.13333333333333333,0.07692307692307693,0.3167403663929248,0.0,1.0,0.2426470588235294,0.23478260869565218,0.0
LILRA5,0.06666666666666667,0.0,0.038660770688566014,0.0,0.0,0.025735294117647058,0.017391304347826087,0.3333333333333333
WDR83,0.0,0.0,0.02640555906506633,0.0,0.0,0.025735294117647058,0.034782608695652174,0.0
ARMCX4,0.06666666666666667,0.23076923076923078,0.01301326595072647,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
PTGR1,0.06666666666666667,0.3076923076923077,0.10726468730259002,0.0,0.0,0.1323529411764706,0.021739130434782608,0.0
EIF3F,0.2,0.7692307692307693,0.5286165508528111,0.2,0.0,0.4264705882352941,0.40869565217391307,0.3333333333333333
YWHAE,0.26666666666666666,1.0,0.629943145925458,0.4,0.0,0.40441176470588236,0.36086956521739133,0.6666666666666666
CUEDC1,0.0,0.07692307692307693,0.0344914718888187,0.0,0.0,0.029411764705882353,0.0,0.0
HECTD1,0.0,0.6153846153846154,0.1195198989260897,0.0,0.0,0.05514705882352941,0.06521739130434782,0.0
CCDC69,0.0,0.38461538461538464,0.051926721415034745,0.2,0.0,0.022058823529411766,0.030434782608695653,0.0
MEF2A,0.26666666666666666,0.07692307692307693,0.16159191408717624,0.0,0.0,0.11397058823529412,0.15217391304347827,0.0
AC092279.1,0.0,0.07692307692307693,0.039039797852179405,0.2,0.0,0.022058823529411766,0.008695652173913044,0.0
DNAJC5B,0.0,0.0,0.15413771320277952,0.0,0.0,0.03676470588235294,0.004347826086956522,0.0
PTRH1,0.0,0.38461538461538464,0.11307643714466203,0.0,1.0,0.08823529411764706,0.034782608695652174,0.0
TMEM177,0.0,0.0,0.01301326595072647,0.0,0.0,0.011029411764705883,0.0,0.0
COMMD7,0.13333333333333333,0.0,0.14794693619709412,0.0,0.0,0.16544117647058823,0.07391304347826087,0.3333333333333333
ABCB8,0.0,0.0,0.03815540113708149,0.0,0.0,0.025735294117647058,0.034782608695652174,0.0
CBWD5,0.06666666666666667,0.07692307692307693,0.12773215413771322,0.0,0.0,0.11397058823529412,0.08260869565217391,0.0
PAK4,0.0,0.0,0.01503474415666456,0.2,0.0,0.014705882352941176,0.0,0.0
RALB,0.06666666666666667,0.07692307692307693,0.14061907770056853,0.0,0.0,0.09191176470588236,0.05217391304347826,0.0
MALSU1,0.06666666666666667,0.38461538461538464,0.14327226784586228,0.2,0.0,0.09926470588235294,0.06086956521739131,0.0
ZNF649,0.0,0.0,0.017182564750473785,0.0,0.0,0.014705882352941176,0.008695652173913044,0.0
DLEU2,0.0,0.07692307692307693,0.02804801010739103,0.2,0.0,0.04411764705882353,0.02608695652173913,0.0
SUPV3L1,0.0,0.0,0.022362602653190147,0.0,0.0,0.022058823529411766,0.004347826086956522,0.0
CNOT10,0.0,0.0,0.05445356917245736,0.0,0.0,0.04779411764705882,0.05652173913043478,0.0
ENOX2,0.0,0.15384615384615385,0.04194567277321541,0.0,0.0,0.03676470588235294,0.017391304347826087,0.0
PXMP4,0.06666666666666667,0.0,0.04156664560960202,0.0,0.0,0.04411764705882353,0.004347826086956522,0.3333333333333333
PLA2G4A,0.0,0.0,0.017308907138344914,0.0,0.0,0.01838235294117647,0.013043478260869565,0.0
NUP210,0.13333333333333333,0.0,0.040176879343019584,0.0,0.0,0.0661764705882353,0.008695652173913044,0.0
WNK1,0.13333333333333333,0.6153846153846154,0.21958307012002526,0.0,0.0,0.14338235294117646,0.07391304347826087,0.0
DAPL1,0.0,0.07692307692307693,0.031964624131396085,0.0,0.0,0.014705882352941176,0.013043478260869565,0.0
CTF1,0.0,0.07692307692307693,0.005685407454200884,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
SNRPE,0.26666666666666666,0.3076923076923077,0.49513581806696144,0.2,0.0,0.3713235294117647,0.24347826086956523,0.0
PPRC1,0.0,0.0,0.021983575489576752,0.0,0.0,0.014705882352941176,0.021739130434782608,0.0
TEPSIN,0.0,0.0,0.013897662665824383,0.0,0.0,0.011029411764705883,0.017391304347826087,0.0
PPP1R13L,0.0,0.0,0.005685407454200884,0.0,0.0,0.003676470588235294,0.013043478260869565,0.0
ZNF880,0.0,0.07692307692307693,0.04750473783954517,0.0,0.0,0.04044117647058824,0.02608695652173913,0.0
FAM89B,0.06666666666666667,0.23076923076923078,0.15009475679090334,0.2,0.0,0.1213235294117647,0.06086956521739131,0.0
SLC25A28,0.06666666666666667,0.15384615384615385,0.03739734680985471,0.0,0.0,0.04411764705882353,0.017391304347826087,0.0
AC026785.2,0.0,0.0,0.007201516108654453,0.0,0.0,0.007352941176470588,0.008695652173913044,0.0
PPM1B,0.0,0.0,0.13506001263423878,0.0,0.0,0.11397058823529412,0.0391304347826087,0.3333333333333333
BAIAP2,0.0,0.38461538461538464,0.03828174352495262,0.0,0.0,0.01838235294117647,0.043478260869565216,0.0
PFDN5,0.8666666666666667,1.0,0.9901452937460518,0.4,1.0,0.8933823529411765,0.8956521739130435,1.0
EIF2AK4,0.06666666666666667,0.23076923076923078,0.0919772583701832,0.0,0.0,0.04779411764705882,0.08260869565217391,0.3333333333333333
NUF2,0.0,0.0,0.0013897662665824384,0.0,0.0,0.15073529411764705,0.004347826086956522,0.0
GFOD2,0.0,0.23076923076923078,0.025015792798483892,0.0,0.0,0.03308823529411765,0.013043478260869565,0.0
CCDC167,0.13333333333333333,0.23076923076923078,0.12204674668351231,0.0,0.0,0.21323529411764705,0.05217391304347826,0.0
RNF44,0.13333333333333333,0.07692307692307693,0.06443461781427669,0.0,1.0,0.04411764705882353,0.017391304347826087,0.3333333333333333
MYO7A,0.0,0.0,0.003158559696778269,0.0,0.0,0.0,0.0,0.0
MAFF,0.0,0.0,0.07428932406822489,0.0,0.0,0.04044117647058824,0.013043478260869565,0.3333333333333333
INO80D,0.0,0.15384615384615385,0.059128237523689196,0.0,0.0,0.04411764705882353,0.05652173913043478,0.0
SPTAN1,0.13333333333333333,0.23076923076923078,0.09500947567909034,0.0,0.0,0.10661764705882353,0.030434782608695653,0.3333333333333333
TREM1,0.3333333333333333,0.46153846153846156,0.8069488313329122,0.0,0.0,0.43014705882352944,0.13043478260869565,0.3333333333333333
DXO,0.0,0.0,0.017435249526216046,0.0,0.0,0.014705882352941176,0.008695652173913044,0.0
STRIP1,0.0,0.0,0.029564118761844598,0.0,0.0,0.03308823529411765,0.013043478260869565,0.0
UBE2C,0.0,0.0,0.007959570435881238,0.0,0.0,0.2610294117647059,0.004347826086956522,0.0
SFXN1,0.0,0.0,0.016929879974731523,0.0,0.0,0.11029411764705882,0.0391304347826087,0.0
PSMB1,0.26666666666666666,0.8461538461538461,0.6114971572962729,0.2,0.0,0.40808823529411764,0.26956521739130435,0.3333333333333333
AURKAIP1,0.26666666666666666,0.46153846153846156,0.46923562855337964,0.0,0.0,0.35661764705882354,0.20434782608695654,0.3333333333333333
NOL4L,0.0,0.15384615384615385,0.029943145925457992,0.0,0.0,0.025735294117647058,0.008695652173913044,0.0
PPIL1,0.0,0.0,0.025394819962097283,0.0,0.0,0.011029411764705883,0.017391304347826087,0.0
SLC38A7,0.0,0.0,0.024005053695514846,0.0,0.0,0.007352941176470588,0.013043478260869565,0.0
PLEKHG2,0.0,0.0,0.0020214782059380923,0.0,0.0,0.003676470588235294,0.0,0.0
CLASP1,0.0,0.07692307692307693,0.024131396083385975,0.0,0.0,0.029411764705882353,0.013043478260869565,0.0
FBXO48,0.06666666666666667,0.0,0.026910928616550853,0.0,0.0,0.04779411764705882,0.030434782608695653,0.0
ABHD17B,0.0,0.23076923076923078,0.014782059380922299,0.0,0.0,0.022058823529411766,0.008695652173913044,0.0
LYZ,0.8,0.9230769230769231,0.9993682880606444,1.0,1.0,0.9044117647058824,0.9173913043478261,0.6666666666666666
IFT52,0.0,0.3076923076923077,0.0558433354390398,0.0,0.0,0.058823529411764705,0.021739130434782608,0.0
AC012360.3,0.06666666666666667,0.0,0.005432722678458623,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
NAPRT,0.0,0.07692307692307693,0.1868603916614024,0.0,0.0,0.16544117647058823,0.06086956521739131,0.3333333333333333
LZIC,0.06666666666666667,0.07692307692307693,0.11080227416298168,0.0,0.0,0.125,0.034782608695652174,0.3333333333333333
MRPS33,0.06666666666666667,0.3076923076923077,0.30195830701200255,0.0,0.0,0.22426470588235295,0.13478260869565217,0.0
RARS2,0.06666666666666667,0.07692307692307693,0.05394819962097284,0.0,0.0,0.04779411764705882,0.030434782608695653,0.0
SF3A1,0.0,0.15384615384615385,0.08629185091598231,0.2,0.0,0.11029411764705882,0.017391304347826087,0.0
MTRNR2L1,0.0,0.0,0.0008843967150979153,0.0,0.0,0.003676470588235294,0.0,0.0
HGH1,0.0,0.0,0.01819330385344283,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
FAM117B,0.0,0.0,0.0279216677195199,0.0,0.0,0.011029411764705883,0.034782608695652174,0.0
CORO1C,0.06666666666666667,0.07692307692307693,0.45192672141503476,0.0,0.0,0.2757352941176471,0.09130434782608696,0.3333333333333333
GZMB,0.0,0.0,0.0040429564118761845,0.2,0.0,0.025735294117647058,0.004347826086956522,1.0
ZNF514,0.0,0.07692307692307693,0.02830069488313329,0.0,0.0,0.022058823529411766,0.008695652173913044,0.0
FAM104B,0.0,0.38461538461538464,0.06835123183828175,0.0,0.0,0.0625,0.0391304347826087,0.3333333333333333
RASSF8,0.0,0.0,0.03979785217940619,0.0,0.0,0.014705882352941176,0.008695652173913044,0.0
PPID,0.06666666666666667,0.23076923076923078,0.10499052432090966,0.4,0.0,0.07352941176470588,0.043478260869565216,0.0
F13A1,0.0,0.0,0.002147820593809223,0.0,0.0,0.0,0.013043478260869565,0.0
EP400,0.0,0.3076923076923077,0.038408085912823756,0.0,0.0,0.04779411764705882,0.021739130434782608,0.0
LINC00472,0.0,0.0,0.005685407454200884,0.0,0.0,0.003676470588235294,0.0,0.0
ADPGK-AS1,0.0,0.0,0.0034112444725205304,0.0,0.0,0.0,0.0,0.0
TIMM29,0.0,0.0,0.056475047378395454,0.0,0.0,0.051470588235294115,0.017391304347826087,0.0
SOX13,0.0,0.0,0.015413771320277953,0.0,0.0,0.014705882352941176,0.0,0.0
MFSD14C,0.0,0.07692307692307693,0.08060644346178143,0.2,0.0,0.11029411764705882,0.043478260869565216,0.0
FNIP1,0.0,0.07692307692307693,0.13038534428300694,0.0,0.0,0.10661764705882353,0.06956521739130435,0.0
RUBCN,0.0,0.15384615384615385,0.04687302590018951,0.0,0.0,0.05514705882352941,0.02608695652173913,0.3333333333333333
GTF2H5,0.13333333333333333,0.7692307692307693,0.4472520530638029,0.0,0.0,0.29044117647058826,0.14347826086956522,0.0
AC034236.2,0.0,0.0,0.005685407454200884,0.0,0.0,0.0,0.004347826086956522,0.0
SH2D3C,0.0,0.0,0.029311433986102337,0.0,0.0,0.051470588235294115,0.008695652173913044,0.0
YIPF1,0.0,0.07692307692307693,0.06039166140240051,0.0,0.0,0.051470588235294115,0.017391304347826087,0.0
ZNF844,0.0,0.15384615384615385,0.014024005053695514,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
ADGRE1,0.06666666666666667,0.07692307692307693,0.18332280480101074,0.0,0.0,0.0661764705882353,0.008695652173913044,0.0
CD2,0.06666666666666667,0.0,0.034996841440303225,0.8,0.0,0.39338235294117646,0.05217391304347826,0.0
BLOC1S6,0.06666666666666667,0.23076923076923078,0.13354390397978522,0.0,0.0,0.09926470588235294,0.16521739130434782,0.3333333333333333
DHX38,0.0,0.07692307692307693,0.04333543903979785,0.0,0.0,0.03308823529411765,0.02608695652173913,0.0
PNO1,0.06666666666666667,0.0,0.08932406822488945,0.0,0.0,0.03676470588235294,0.043478260869565216,0.0
EGFL7,0.0,0.0,0.02943777637397347,0.0,0.0,0.022058823529411766,0.004347826086956522,0.0
PHF7,0.0,0.0,0.0114971572962729,0.0,0.0,0.03308823529411765,0.013043478260869565,0.0
SBNO1,0.13333333333333333,0.23076923076923078,0.09349336702463676,0.0,0.0,0.0625,0.06521739130434782,0.0
CCHCR1,0.06666666666666667,0.15384615384615385,0.016298168035375867,0.0,0.0,0.029411764705882353,0.008695652173913044,0.0
SCAMP4,0.13333333333333333,0.3076923076923077,0.04952621604548326,0.0,0.0,0.051470588235294115,0.021739130434782608,0.0
SLC17A9,0.0,0.0,0.007959570435881238,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
TIMP4,0.0,0.15384615384615385,0.002147820593809223,0.0,0.0,0.003676470588235294,0.0,0.0
DTWD2,0.0,0.0,0.011118130132659507,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
TMEM80,0.0,0.15384615384615385,0.0636765634870499,0.0,0.0,0.051470588235294115,0.013043478260869565,0.3333333333333333
TCTEX1D4,0.0,0.8461538461538461,0.0035375868603916612,0.0,0.0,0.0,0.0,0.0
LINC02166,0.0,0.46153846153846156,0.0008843967150979153,0.0,0.0,0.0,0.0,0.0
GNAS,0.3333333333333333,0.9230769230769231,0.628048010107391,0.2,0.0,0.45588235294117646,0.4260869565217391,0.6666666666666666
NCBP2-AS2,0.0,0.23076923076923078,0.07883765003158559,0.2,0.0,0.04044117647058824,0.05652173913043478,0.0
YIF1A,0.2,0.15384615384615385,0.23360707517372079,0.0,0.0,0.125,0.09130434782608696,0.3333333333333333
SIGMAR1,0.0,0.15384615384615385,0.04801010739102969,0.0,0.0,0.03676470588235294,0.017391304347826087,0.0
RPL7L1,0.06666666666666667,0.15384615384615385,0.13910296904611497,0.0,0.0,0.1323529411764706,0.09565217391304348,0.0
THEMIS2,0.0,0.15384615384615385,0.3638660770688566,0.0,0.0,0.16544117647058823,0.06521739130434782,0.6666666666666666
DEFB1,0.13333333333333333,0.07692307692307693,0.32950094756790904,0.0,0.0,0.11397058823529412,0.021739130434782608,0.3333333333333333
FAM98A,0.06666666666666667,0.07692307692307693,0.0472520530638029,0.0,0.0,0.03308823529411765,0.034782608695652174,0.0
LPCAT3,0.0,0.15384615384615385,0.06974099810486419,0.0,0.0,0.04044117647058824,0.013043478260869565,0.0
DAZAP1,0.06666666666666667,0.07692307692307693,0.104358812381554,0.2,0.0,0.13970588235294118,0.07391304347826087,0.0
SLC9A3R1,0.0,0.46153846153846156,0.0903348073278585,0.4,0.0,0.125,0.0391304347826087,0.3333333333333333
MINK1,0.0,0.07692307692307693,0.21263423878711307,0.0,0.0,0.10661764705882353,0.04782608695652174,0.0
BNIP2,0.13333333333333333,0.07692307692307693,0.3605811749842072,0.0,0.0,0.21323529411764705,0.12608695652173912,0.0
RPS3A,1.0,1.0,0.9767530006317119,1.0,1.0,0.9117647058823529,0.9695652173913043,1.0
LONRF1,0.06666666666666667,0.07692307692307693,0.02817435249526216,0.0,0.0,0.03308823529411765,0.008695652173913044,0.0
LYSMD3,0.0,0.07692307692307693,0.04485154769425142,0.0,0.0,0.04779411764705882,0.02608695652173913,0.0
SIGLEC1,0.06666666666666667,0.23076923076923078,0.19797852179406192,0.0,0.0,0.10661764705882353,0.034782608695652174,0.0
ARHGAP30,0.2,0.07692307692307693,0.3030953885028427,0.0,0.0,0.2647058823529412,0.17391304347826086,0.3333333333333333
TAF1B,0.0,0.0,0.0735312697409981,0.0,0.0,0.05514705882352941,0.02608695652173913,0.0
SASH3,0.13333333333333333,0.07692307692307693,0.1720783322804801,0.2,0.0,0.12867647058823528,0.043478260869565216,0.0
CHERP,0.0,0.15384615384615385,0.027163613392293114,0.0,0.0,0.01838235294117647,0.0,0.0
MOCS2,0.0,0.15384615384615385,0.17624763108022742,0.0,0.0,0.1213235294117647,0.05652173913043478,0.3333333333333333
ZNF449,0.0,0.07692307692307693,0.014529374605180037,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
ERCC6L2,0.0,0.07692307692307693,0.03360707517372078,0.0,0.0,0.03308823529411765,0.013043478260869565,0.0
IL10RB-DT,0.0,0.0,0.08641819330385345,0.0,0.0,0.051470588235294115,0.017391304347826087,0.0
MBOAT2,0.06666666666666667,0.15384615384615385,0.0003790271636133923,0.0,0.0,0.0,0.004347826086956522,0.0
HACD2,0.0,0.0,0.041692987997473153,0.2,0.0,0.0625,0.04782608695652174,0.0
INTS6-AS1,0.0,0.38461538461538464,0.0082122552116235,0.0,0.0,0.007352941176470588,0.013043478260869565,0.0
CCDC32,0.06666666666666667,0.3076923076923077,0.11181301326595072,0.0,0.0,0.09558823529411764,0.02608695652173913,0.0
MYL12A,0.6666666666666666,0.8461538461538461,0.9229311433986103,0.8,1.0,0.8125,0.6826086956521739,1.0
ARVCF,0.0,0.0,0.002526847757422615,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
ZFP90,0.0,0.0,0.031206569804169297,0.0,0.0,0.01838235294117647,0.021739130434782608,0.0
CFAP53,0.0,1.0,0.004927353126974099,0.0,0.0,0.007352941176470588,0.0,0.0
PTER,0.0,0.15384615384615385,0.0459886291850916,0.0,0.0,0.01838235294117647,0.008695652173913044,0.0
SIDT2,0.2,0.07692307692307693,0.2007580543272268,0.0,0.0,0.11397058823529412,0.030434782608695653,0.0
BTBD10,0.0,0.07692307692307693,0.04421983575489577,0.0,0.0,0.04779411764705882,0.017391304347826087,0.0
IGHA1,0.2,0.0,0.0007580543272267846,0.0,0.0,0.0,0.0,0.0
KAZN,0.0,0.15384615384615385,0.02943777637397347,0.0,0.0,0.003676470588235294,0.008695652173913044,0.0
PDIA6,0.06666666666666667,0.07692307692307693,0.3387239418825016,0.4,0.0,0.3272058823529412,0.13043478260869565,0.3333333333333333
SHISA5,0.06666666666666667,0.15384615384615385,0.28768161718256474,0.2,0.0,0.20220588235294118,0.10434782608695652,0.0
GID4,0.0,0.0,0.02312065698041693,0.0,0.0,0.022058823529411766,0.008695652173913044,0.0
BAX,0.3333333333333333,0.23076923076923078,0.575868603916614,0.0,0.0,0.3897058823529412,0.21304347826086956,0.0
HS1BP3,0.0,0.3076923076923077,0.05028427037271004,0.0,0.0,0.04044117647058824,0.008695652173913044,0.0
SOAT1,0.06666666666666667,0.3076923076923077,0.2525584333543904,0.0,0.0,0.17647058823529413,0.08260869565217391,0.0
CPEB3,0.0,0.23076923076923078,0.031080227416298168,0.0,0.0,0.01838235294117647,0.004347826086956522,0.0
SIPA1,0.06666666666666667,0.0,0.07744788376500315,0.0,0.0,0.07720588235294118,0.034782608695652174,0.0
ZNF442,0.0,0.0,0.006064434617814277,0.0,0.0,0.0,0.0,0.0
URM1,0.06666666666666667,0.07692307692307693,0.13291219204042956,0.0,0.0,0.125,0.05217391304347826,0.0
SFMBT1,0.0,0.15384615384615385,0.024636765634870498,0.0,0.0,0.04779411764705882,0.013043478260869565,0.0
G6PD,0.06666666666666667,0.38461538461538464,0.26367656348704993,0.2,0.0,0.1213235294117647,0.04782608695652174,0.0
FADD,0.06666666666666667,0.0,0.06531901452937461,0.0,0.0,0.058823529411764705,0.013043478260869565,0.3333333333333333
HIST1H2BN,0.0,0.0,0.0015161086544535692,0.0,0.0,0.025735294117647058,0.004347826086956522,0.0
PRKAR1B,0.0,0.0,0.013897662665824383,0.0,0.0,0.011029411764705883,0.0,0.0
UGCG,0.06666666666666667,0.6153846153846154,0.134301958307012,0.0,0.0,0.06985294117647059,0.09565217391304348,0.3333333333333333
IL17RC,0.0,0.0,0.03310170562223626,0.0,0.0,0.014705882352941176,0.017391304347826087,0.3333333333333333
FBLIM1,0.0,0.0,0.0027795325331648768,0.0,0.0,0.0,0.0,0.0
ZNF721,0.0,0.3076923076923077,0.05432722678458623,0.0,0.0,0.04044117647058824,0.034782608695652174,0.0
TPD52,0.0,0.07692307692307693,0.024257738471257107,0.0,0.0,0.029411764705882353,0.034782608695652174,0.0
RHBDD2,0.06666666666666667,0.6923076923076923,0.42539481996209727,0.2,0.0,0.26838235294117646,0.06086956521739131,0.3333333333333333
IRF7,0.06666666666666667,0.07692307692307693,0.1749842072015161,0.0,0.0,0.16176470588235295,0.09565217391304348,0.6666666666666666
UBL3,0.06666666666666667,0.5384615384615384,0.183575489576753,0.0,0.0,0.08455882352941177,0.13478260869565217,0.3333333333333333
ACP5,0.4,0.6923076923076923,0.9574226152874289,0.4,0.0,0.5882352941176471,0.3347826086956522,1.0
TECPR1,0.0,0.23076923076923078,0.04080859128237524,0.0,0.0,0.022058823529411766,0.021739130434782608,0.0
RPS6KB1,0.0,0.0,0.034112444725205304,0.0,0.0,0.04044117647058824,0.017391304347826087,0.0
SRXN1,0.0,0.0,0.010360075805432722,0.0,0.0,0.007352941176470588,0.0,0.0
C12ORF75,0.06666666666666667,0.7692307692307693,0.0065698041692988,0.0,0.0,0.1323529411764706,0.04782608695652174,0.6666666666666666
PDPR,0.0,0.07692307692307693,0.05609602021478206,0.0,0.0,0.022058823529411766,0.034782608695652174,0.0
ARFGAP2,0.13333333333333333,0.15384615384615385,0.07327858496525584,0.0,0.0,0.03676470588235294,0.034782608695652174,0.3333333333333333
SPCS2,0.2,0.38461538461538464,0.5655085281111814,0.2,0.0,0.4264705882352941,0.2217391304347826,0.3333333333333333
TRAPPC12,0.06666666666666667,0.3076923076923077,0.09084017687934302,0.0,0.0,0.08455882352941177,0.034782608695652174,0.0
CENPA,0.0,0.0,0.002147820593809223,0.0,0.0,0.15441176470588236,0.0,0.0
C1ORF216,0.0,0.0,0.023499684144030322,0.0,0.0,0.01838235294117647,0.021739130434782608,0.0
EXOSC3,0.0,0.07692307692307693,0.08919772583701832,0.0,0.0,0.07720588235294118,0.021739130434782608,0.0
CP,0.0,0.3076923076923077,0.00012634238787113077,0.0,0.0,0.0,0.0,0.0
TBC1D32,0.0,0.0,0.007706885660138977,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
OAT,0.0,0.3076923076923077,0.14946304485154768,0.0,0.0,0.12867647058823528,0.030434782608695653,0.0
RSBN1,0.06666666666666667,0.15384615384615385,0.1001895135818067,0.0,0.0,0.08088235294117647,0.043478260869565216,0.0
ANKRD40,0.0,0.23076923076923078,0.11484523057485786,0.2,1.0,0.09191176470588236,0.06956521739130435,0.0
GPBP1,0.2,0.46153846153846156,0.2213518635502211,0.2,0.0,0.2426470588235294,0.2217391304347826,0.0
KYAT3,0.06666666666666667,0.07692307692307693,0.07416298168035376,0.0,0.0,0.06985294117647059,0.034782608695652174,0.0
ST3GAL4,0.0,0.0,0.006317119393556538,0.0,0.0,0.007352941176470588,0.008695652173913044,0.3333333333333333
EXOSC9,0.0,0.0,0.07593177511054959,0.0,0.0,0.09558823529411764,0.030434782608695653,0.3333333333333333
POLDIP2,0.06666666666666667,0.0,0.09993682880606443,0.0,0.0,0.08088235294117647,0.034782608695652174,0.0
DENR,0.0,0.23076923076923078,0.18408085912823752,0.0,0.0,0.15073529411764705,0.10869565217391304,0.0
LMO7,0.0,0.3076923076923077,0.0029058749210360076,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
RASA3,0.0,0.0,0.0180669614655717,0.2,0.0,0.022058823529411766,0.004347826086956522,0.0
SHCBP1,0.0,0.0,0.0035375868603916612,0.0,0.0,0.09926470588235294,0.0,0.0
CEACAM3,0.0,0.0,0.008970309538850285,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
SKIV2L,0.13333333333333333,0.38461538461538464,0.0361339229311434,0.0,0.0,0.03308823529411765,0.004347826086956522,0.0
ACP2,0.0,0.07692307692307693,0.16247631080227418,0.0,0.0,0.04044117647058824,0.02608695652173913,0.0
LAMTOR5,0.3333333333333333,0.8461538461538461,0.7264687302590019,0.2,0.0,0.4522058823529412,0.3565217391304348,0.3333333333333333
STAC,0.06666666666666667,0.15384615384615385,0.1569172457359444,0.0,0.0,0.08088235294117647,0.030434782608695653,0.0
UBXN2B,0.0,0.07692307692307693,0.1051168667087808,0.0,0.0,0.05514705882352941,0.013043478260869565,0.0
SMYD2,0.0,0.3076923076923077,0.08022741629816804,0.0,0.0,0.0625,0.004347826086956522,0.0
