,B,Epithelial,Macrophages,NK,Plasma,T,mDC,pDC
EGR3,0.0,0.0,0.0030322173089071384,0.0,0.0,0.003676470588235294,0.013043478260869565,0.0
GZMH,0.0,0.0,0.004421983575489577,0.0,0.0,0.04779411764705882,0.0,0.0
ENDOV,0.0,0.0,0.04384080859128237,0.0,0.0,0.04779411764705882,0.0391304347826087,0.0
RPL13,1.0,1.0,0.9967150979153506,1.0,1.0,0.9926470588235294,1.0,1.0
ZYG11B,0.0,0.07692307692307693,0.1399873657612129,0.0,0.0,0.07352941176470588,0.0391304347826087,0.0
MCRIP1,0.06666666666666667,0.07692307692307693,0.23765003158559697,0.0,0.0,0.19852941176470587,0.12173913043478261,0.6666666666666666
MDM1,0.0,0.07692307692307693,0.023752368919772584,0.0,0.0,0.058823529411764705,0.008695652173913044,0.0
CEP44,0.0,0.07692307692307693,0.045104232469993684,0.0,0.0,0.04044117647058824,0.004347826086956522,0.0
SUMO2,0.4,0.8461538461538461,0.8162981680353759,0.2,0.0,0.6176470588235294,0.508695652173913,0.6666666666666666
IRAK2,0.0,0.07692307692307693,0.003663929248262792,0.0,0.0,0.0,0.008695652173913044,0.0
PRR5,0.0,0.0,0.0020214782059380923,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
GPRIN3,0.2,0.15384615384615385,0.2967782691092862,0.2,0.0,0.14338235294117646,0.12173913043478261,0.0
GID8,0.0,0.07692307692307693,0.12457359444093494,0.2,0.0,0.12867647058823528,0.06086956521739131,0.0
DDX60,0.0,0.07692307692307693,0.06746683512318383,0.0,0.0,0.04411764705882353,0.030434782608695653,0.0
LLGL1,0.0,0.07692307692307693,0.011749842072015161,0.0,0.0,0.007352941176470588,0.0,0.0
ISG20L2,0.0,0.0,0.06468730259001895,0.0,0.0,0.05514705882352941,0.0391304347826087,0.0
PDE1B,0.0,0.0,0.06039166140240051,0.0,0.0,0.03308823529411765,0.008695652173913044,0.0
ANKFY1,0.06666666666666667,0.0,0.06102337334175616,0.2,0.0,0.04411764705882353,0.013043478260869565,0.0
PDCD4,0.06666666666666667,0.23076923076923078,0.23790271636133922,0.0,0.0,0.2647058823529412,0.11304347826086956,0.3333333333333333
POLR1E,0.0,0.0,0.03802905874921036,0.0,0.0,0.051470588235294115,0.0,0.0
AP3M1,0.0,0.07692307692307693,0.06923562855337966,0.0,0.0,0.05514705882352941,0.021739130434782608,0.0
AC002310.1,0.0,0.0,0.010865445356917245,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
ZNF383,0.0,0.07692307692307693,0.020341124447252053,0.0,0.0,0.007352941176470588,0.008695652173913044,0.3333333333333333
NDUFA9,0.06666666666666667,0.07692307692307693,0.23385975994946304,0.0,0.0,0.1801470588235294,0.05217391304347826,0.3333333333333333
SLC30A4,0.0,0.0,0.0027795325331648768,0.0,0.0,0.011029411764705883,0.017391304347826087,0.0
HNRNPF,0.2,0.6923076923076923,0.3317751105495894,0.2,0.0,0.35661764705882354,0.1565217391304348,0.3333333333333333
NEDD8,0.4666666666666667,0.7692307692307693,0.8370183196462413,0.4,0.0,0.625,0.4,0.6666666666666666
CXCL9,0.0,0.0,0.027542640555906505,0.0,0.0,0.011029411764705883,0.04782608695652174,0.0
HCAR3,0.0,0.0,0.08199620972836387,0.0,0.0,0.014705882352941176,0.0,0.0
DENND4C,0.0,0.15384615384615385,0.10739102969046115,0.0,0.0,0.09191176470588236,0.017391304347826087,0.0
NUBPL,0.0,0.0,0.019330385344283007,0.0,0.0,0.011029411764705883,0.034782608695652174,0.0
DOK2,0.26666666666666666,0.5384615384615384,0.6236260265319015,0.2,0.0,0.36764705882352944,0.2,0.3333333333333333
VSIR,0.06666666666666667,0.07692307692307693,0.15085281111813012,0.0,0.0,0.125,0.10434782608695652,0.0
TP53INP1,0.0,0.5384615384615384,0.034112444725205304,0.0,0.0,0.014705882352941176,0.017391304347826087,0.0
ZFC3H1,0.0,0.07692307692307693,0.08856601389766267,0.2,0.0,0.06985294117647059,0.043478260869565216,0.0
NXT1,0.0,0.07692307692307693,0.08780795957043588,0.2,0.0,0.10661764705882353,0.04782608695652174,0.0
NHLRC4,0.0,0.15384615384615385,0.0013897662665824384,0.0,0.0,0.007352941176470588,0.0,0.0
PRAG1,0.0,0.0,0.0702463676563487,0.0,0.0,0.03308823529411765,0.030434782608695653,0.0
PPP4C,0.2,0.38461538461538464,0.30739102969046117,0.0,0.0,0.25735294117647056,0.1391304347826087,0.6666666666666666
LARS2,0.0,0.0,0.00998104864181933,0.0,0.0,0.014705882352941176,0.0,0.0
SAMSN1,0.26666666666666666,0.07692307692307693,0.1387239418825016,0.2,1.0,0.16176470588235295,0.1,0.0
C4ORF48,0.2,0.46153846153846156,0.6812381554011371,0.4,0.0,0.4007352941176471,0.23043478260869565,0.6666666666666666
ST3GAL6,0.0,0.46153846153846156,0.11231838281743525,0.0,0.0,0.03676470588235294,0.02608695652173913,0.0
TRIM14,0.2,0.15384615384615385,0.2184459886291851,0.2,0.0,0.13602941176470587,0.05217391304347826,0.3333333333333333
STARD3,0.0,0.23076923076923078,0.07113076437144662,0.0,0.0,0.04779411764705882,0.030434782608695653,0.0
GIT2,0.0,0.07692307692307693,0.16247631080227418,0.0,0.0,0.15808823529411764,0.06956521739130435,0.0
ZNF564,0.0,0.0,0.0055590650663297535,0.0,0.0,0.0,0.008695652173913044,0.0
TNFRSF10D,0.0,0.0,0.009096651926721416,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
SERPINH1,0.0,0.23076923076923078,0.027795325331648767,0.0,1.0,0.01838235294117647,0.017391304347826087,0.0
SBF1,0.0,0.15384615384615385,0.02830069488313329,0.0,0.0,0.029411764705882353,0.030434782608695653,0.0
ALS2,0.0,0.15384615384615385,0.013265950726468731,0.0,0.0,0.011029411764705883,0.0,0.0
APBB3,0.0,0.0,0.012002526847757423,0.0,0.0,0.01838235294117647,0.004347826086956522,0.0
CEP170B,0.0,0.07692307692307693,0.010991787744788376,0.0,0.0,0.0,0.0,0.0
MXD4,0.13333333333333333,0.23076923076923078,0.08085912823752368,0.0,0.0,0.05514705882352941,0.0391304347826087,0.3333333333333333
SAT2,0.2,0.38461538461538464,0.3385975994946305,0.0,0.0,0.22058823529411764,0.16521739130434782,0.0
FZR1,0.0,0.0,0.03171193935565382,0.0,0.0,0.05514705882352941,0.008695652173913044,0.0
TCF20,0.06666666666666667,0.07692307692307693,0.022488945041061276,0.0,0.0,0.01838235294117647,0.008695652173913044,0.0
MIATNB,0.0,0.0,0.011244472520530638,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
CARMIL2,0.0,0.0,0.0010107391029690461,0.0,0.0,0.003676470588235294,0.0,0.0
IAH1,0.2,0.15384615384615385,0.3054958938723942,0.0,0.0,0.20955882352941177,0.13043478260869565,0.0
KIAA1958,0.0,0.0,0.007580543272267846,0.0,0.0,0.011029411764705883,0.0,0.0
KRT19,0.0,0.8461538461538461,0.0012634238787113076,0.0,0.0,0.0,0.004347826086956522,0.0
SNAPC2,0.0,0.07692307692307693,0.09147188881869868,0.2,0.0,0.051470588235294115,0.05217391304347826,0.0
DOLPP1,0.0,0.0,0.010612760581174984,0.0,0.0,0.022058823529411766,0.004347826086956522,0.0
TMED1,0.0,0.3076923076923077,0.11206569804169299,0.0,0.0,0.11029411764705882,0.02608695652173913,0.0
CCL13,0.0,0.0,0.002653190145293746,0.0,0.0,0.0,0.0,0.0
NUP205,0.0,0.07692307692307693,0.03765003158559697,0.0,0.0,0.05514705882352941,0.013043478260869565,0.0
TPRG1-AS1,0.0,0.0,0.03954516740366393,0.0,0.0,0.01838235294117647,0.004347826086956522,0.0
ITFG2,0.06666666666666667,0.0,0.053442830069488315,0.2,0.0,0.04411764705882353,0.034782608695652174,0.0
ATE1,0.0,0.07692307692307693,0.03461781427668983,0.0,0.0,0.01838235294117647,0.017391304347826087,0.0
DNAJC3,0.2,0.5384615384615384,0.3186355022109918,0.0,0.0,0.22058823529411764,0.08695652173913043,0.0
STX6,0.13333333333333333,0.07692307692307693,0.1704358812381554,0.0,0.0,0.10661764705882353,0.05652173913043478,0.0
ZFYVE21,0.0,0.15384615384615385,0.14718888186986734,0.0,0.0,0.10661764705882353,0.043478260869565216,0.0
PTPN9,0.0,0.07692307692307693,0.08717624763108023,0.0,0.0,0.07352941176470588,0.04782608695652174,0.0
SH3D21,0.0,0.07692307692307693,0.05407454200884397,0.0,0.0,0.029411764705882353,0.021739130434782608,0.0
DHX29,0.0,0.15384615384615385,0.16816171825647505,0.0,0.0,0.1213235294117647,0.07391304347826087,0.3333333333333333
RMDN3,0.0,0.38461538461538464,0.41781427668982946,0.0,0.0,0.17279411764705882,0.034782608695652174,0.0
AL161457.2,0.0,0.0,0.012634238787113077,0.0,0.0,0.007352941176470588,0.013043478260869565,0.0
TMEM255A,0.0,0.0,0.017814276689829437,0.0,0.0,0.014705882352941176,0.0,0.0
ZNF134,0.0,0.0,0.02476310802274163,0.2,0.0,0.003676470588235294,0.021739130434782608,0.0
SSB,0.13333333333333333,0.6923076923076923,0.5116866708780796,0.0,0.0,0.3272058823529412,0.2608695652173913,0.3333333333333333
THUMPD1,0.06666666666666667,0.3076923076923077,0.12823752368919772,0.2,0.0,0.08455882352941177,0.04782608695652174,0.3333333333333333
INTS1,0.0,0.0,0.045230574857864816,0.0,0.0,0.025735294117647058,0.021739130434782608,0.0
POMC,0.0,0.0,0.05849652558433354,0.0,0.0,0.04044117647058824,0.021739130434782608,0.3333333333333333
FUZ,0.06666666666666667,0.3076923076923077,0.038408085912823756,0.0,0.0,0.04044117647058824,0.030434782608695653,0.0
KNSTRN,0.0,0.0,0.02943777637397347,0.0,0.0,0.09558823529411764,0.0,0.0
ZNF668,0.0,0.07692307692307693,0.025773847125710677,0.0,0.0,0.029411764705882353,0.004347826086956522,0.0
AC073611.1,0.0,0.0,0.013518635502210993,0.0,0.0,0.007352941176470588,0.0,0.0
DOPEY1,0.0,0.15384615384615385,0.03790271636133923,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
GIT1,0.0,0.07692307692307693,0.03423878711307644,0.0,0.0,0.03676470588235294,0.021739130434782608,0.0
DYNLL1,0.5333333333333333,1.0,0.8819962097283639,0.4,0.0,0.6617647058823529,0.6434782608695652,0.3333333333333333
OSBP,0.0,0.0,0.04864181933038535,0.0,0.0,0.04044117647058824,0.021739130434782608,0.0
PECR,0.0,0.15384615384615385,0.05331648768161718,0.0,0.0,0.04044117647058824,0.02608695652173913,0.0
PINK1,0.0,0.0,0.08085912823752368,0.0,0.0,0.011029411764705883,0.013043478260869565,0.0
CEBPB,0.26666666666666666,0.6153846153846154,0.9063802905874921,0.2,0.0,0.5330882352941176,0.22608695652173913,0.3333333333333333
PLEKHA7,0.0,0.0,0.0082122552116235,0.0,0.0,0.007352941176470588,0.013043478260869565,0.0
COPG2,0.0,0.07692307692307693,0.012634238787113077,0.0,0.0,0.014705882352941176,0.0,0.0
AIFM2,0.0,0.0,0.02021478205938092,0.0,0.0,0.003676470588235294,0.008695652173913044,0.0
FMNL1,0.2,0.0,0.2775742261528743,0.0,0.0,0.27205882352941174,0.1826086956521739,0.3333333333333333
TMEM185A,0.0,0.0,0.0229943145925458,0.0,0.0,0.025735294117647058,0.008695652173913044,0.0
FXYD1,0.0,0.6153846153846154,0.0027795325331648768,0.0,0.0,0.01838235294117647,0.030434782608695653,0.0
SLC35A1,0.0,0.23076923076923078,0.10890713834491472,0.0,0.0,0.058823529411764705,0.021739130434782608,0.0
NUDT4,0.13333333333333333,0.5384615384615384,0.0952621604548326,0.2,0.0,0.1213235294117647,0.02608695652173913,0.3333333333333333
NUP58,0.0,0.23076923076923078,0.12368919772583702,0.0,0.0,0.09558823529411764,0.017391304347826087,0.0
HLA-DPB1,0.9333333333333333,0.8461538461538461,0.9963360707517372,0.8,0.0,0.8161764705882353,0.991304347826087,1.0
AL356417.3,0.0,0.0,0.024257738471257107,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
SERINC5,0.0,0.23076923076923078,0.09286165508528112,0.0,0.0,0.09191176470588236,0.043478260869565216,0.0
TRBC2,0.13333333333333333,0.0,0.031080227416298168,0.0,0.0,0.29044117647058826,0.0391304347826087,0.3333333333333333
PCSK1N,0.0,0.15384615384615385,0.0015161086544535692,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
NFKB1,0.0,0.15384615384615385,0.12078332280480102,0.0,0.0,0.09926470588235294,0.2,0.0
PLEKHO2,0.0,0.15384615384615385,0.1914087176247631,0.0,0.0,0.07352941176470588,0.06521739130434782,0.0
TBC1D22B,0.0,0.0,0.018698673404927355,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
AP2A1,0.06666666666666667,0.0,0.0718888186986734,0.0,0.0,0.07352941176470588,0.034782608695652174,0.0
ZCCHC8,0.0,0.15384615384615385,0.05596967782691093,0.0,0.0,0.09926470588235294,0.02608695652173913,0.0
ALOX5,0.4,0.3076923076923077,0.7550221099178774,0.0,0.0,0.4007352941176471,0.2608695652173913,0.3333333333333333
PTCD1,0.0,0.07692307692307693,0.014276689829437776,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
HECTD4,0.13333333333333333,0.07692307692307693,0.020593809222994315,0.0,0.0,0.014705882352941176,0.0,0.0
KHSRP,0.0,0.07692307692307693,0.07934301958307012,0.0,0.0,0.08088235294117647,0.021739130434782608,0.0
TP53BP2,0.0,0.15384615384615385,0.020720151610865444,0.0,0.0,0.014705882352941176,0.021739130434782608,0.0
SFXN4,0.0,0.0,0.032343651295009476,0.0,0.0,0.03676470588235294,0.030434782608695653,0.0
CDC7,0.0,0.0,0.0040429564118761845,0.0,0.0,0.014705882352941176,0.004347826086956522,0.0
MTMR10,0.0,0.07692307692307693,0.048515476942514214,0.0,0.0,0.022058823529411766,0.017391304347826087,0.0
IRAK4,0.0,0.0,0.04750473783954517,0.0,0.0,0.051470588235294115,0.05652173913043478,0.0
CDK9,0.0,0.15384615384615385,0.06468730259001895,0.0,0.0,0.022058823529411766,0.02608695652173913,0.0
THAP1,0.0,0.15384615384615385,0.04674668351231838,0.0,0.0,0.04411764705882353,0.05217391304347826,0.3333333333333333
IGBP1,0.0,0.3076923076923077,0.2941250789639924,0.0,0.0,0.15441176470588236,0.14782608695652175,0.3333333333333333
COQ10A,0.0,0.07692307692307693,0.015287428932406822,0.0,0.0,0.029411764705882353,0.008695652173913044,0.0
KLK10,0.0,0.0,0.0013897662665824384,0.0,0.0,0.0,0.0,0.0
PPP1R9B,0.06666666666666667,0.0,0.09842072015161087,0.0,0.0,0.051470588235294115,0.05217391304347826,0.3333333333333333
ARL5A,0.13333333333333333,0.38461538461538464,0.15653821857233102,0.0,0.0,0.16911764705882354,0.08260869565217391,0.0
ZC4H2,0.0,0.0,0.008717624763108023,0.0,0.0,0.0,0.0,0.0
SENP3,0.13333333333333333,0.07692307692307693,0.028679722046746684,0.0,0.0,0.025735294117647058,0.013043478260869565,0.0
TULP4,0.06666666666666667,0.07692307692307693,0.104358812381554,0.0,0.0,0.0625,0.030434782608695653,0.0
QSER1,0.06666666666666667,0.0,0.0571067593177511,0.0,0.0,0.08088235294117647,0.021739130434782608,0.3333333333333333
UBAP1L,0.0,0.0,0.003790271636133923,0.0,0.0,0.003676470588235294,0.0,0.0
CDC37,0.26666666666666666,0.38461538461538464,0.5006948831332912,0.0,0.0,0.33455882352941174,0.1565217391304348,0.6666666666666666
EFCAB14,0.06666666666666667,0.07692307692307693,0.21655085281111813,0.0,0.0,0.1323529411764706,0.09130434782608696,0.0
HSF2,0.0,0.23076923076923078,0.015540113708149084,0.0,0.0,0.022058823529411766,0.013043478260869565,0.0
RPUSD1,0.0,0.0,0.026152874289324068,0.0,0.0,0.025735294117647058,0.0,0.0
APLF,0.0,0.0,0.005306380290587492,0.0,0.0,0.007352941176470588,0.008695652173913044,0.0
ILVBL,0.0,0.0,0.08755527479469362,0.0,0.0,0.0625,0.0391304347826087,0.3333333333333333
RNF125,0.06666666666666667,0.0,0.020720151610865444,0.0,0.0,0.04044117647058824,0.0391304347826087,0.3333333333333333
KIF1BP,0.0,0.0,0.04421983575489577,0.0,0.0,0.03308823529411765,0.004347826086956522,0.0
SFXN3,0.0,0.38461538461538464,0.11560328490208464,0.0,0.0,0.06985294117647059,0.021739130434782608,0.0
PAFAH1B3,0.0,0.23076923076923078,0.060644346178142766,0.4,0.0,0.13602941176470587,0.06086956521739131,0.3333333333333333
CUTA,0.3333333333333333,0.6923076923076923,0.5562855337965887,0.4,0.0,0.4117647058823529,0.23043478260869565,0.3333333333333333
DOT1L,0.0,0.0,0.017435249526216046,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
EDEM1,0.0,0.0,0.0899557801642451,0.0,0.0,0.058823529411764705,0.08260869565217391,0.0
GLT1D1,0.0,0.0,0.002526847757422615,0.0,0.0,0.0,0.0,0.0
MOSMO,0.0,0.15384615384615385,0.03626026531901453,0.0,0.0,0.03308823529411765,0.017391304347826087,0.0
PLA1A,0.0,0.23076923076923078,0.010486418193303853,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
PNP,0.0,0.15384615384615385,0.1457991156032849,0.0,0.0,0.14338235294117646,0.06086956521739131,0.0
AC139530.1,0.0,0.0,0.005811749842072015,0.0,0.0,0.003676470588235294,0.008695652173913044,0.0
MMD,0.06666666666666667,0.07692307692307693,0.21389766266582438,0.0,0.0,0.16176470588235295,0.06086956521739131,0.3333333333333333
ZNF48,0.0,0.0,0.006822488945041061,0.0,0.0,0.01838235294117647,0.0,0.0
ITPRIP,0.0,0.07692307692307693,0.03550221099178774,0.0,0.0,0.025735294117647058,0.013043478260869565,0.0
ASB13,0.06666666666666667,0.07692307692307693,0.037523689197725835,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
ROMO1,0.3333333333333333,1.0,0.7432722678458623,0.0,1.0,0.4963235294117647,0.3391304347826087,0.6666666666666666
VASP,0.06666666666666667,0.07692307692307693,0.5054958938723942,0.2,0.0,0.2536764705882353,0.2,0.0
CREB3L4,0.06666666666666667,0.07692307692307693,0.012634238787113077,0.0,0.0,0.01838235294117647,0.004347826086956522,0.0
SHMT2,0.0,0.0,0.05950726468730259,0.0,0.0,0.08455882352941177,0.06086956521739131,0.0
MORC4,0.0,0.0,0.013897662665824383,0.0,0.0,0.01838235294117647,0.008695652173913044,0.0
DCUN1D4,0.0,0.0,0.05205306380290588,0.0,0.0,0.025735294117647058,0.017391304347826087,0.0
UNC5B,0.13333333333333333,0.07692307692307693,0.13177511054958937,0.0,0.0,0.04779411764705882,0.017391304347826087,0.0
RCC1,0.0,0.07692307692307693,0.01831964624131396,0.2,0.0,0.058823529411764705,0.004347826086956522,0.0
SEC24A,0.0,0.15384615384615385,0.034112444725205304,0.0,0.0,0.025735294117647058,0.013043478260869565,0.0
TRAK2,0.0,0.07692307692307693,0.04295641187618446,0.0,0.0,0.03308823529411765,0.021739130434782608,0.0
PRR15,0.06666666666666667,0.23076923076923078,0.020846493998736577,0.0,0.0,0.025735294117647058,0.004347826086956522,0.0
SLC37A2,0.0,0.0,0.027163613392293114,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
DNAJA1,0.26666666666666666,0.9230769230769231,0.6683512318382817,0.4,0.0,0.40441176470588236,0.23043478260869565,0.3333333333333333
ATP5MD,0.4666666666666667,0.9230769230769231,0.889829437776374,0.8,1.0,0.6544117647058824,0.5478260869565217,0.6666666666666666
NAA25,0.0,0.23076923076923078,0.037144662034112444,0.0,0.0,0.029411764705882353,0.034782608695652174,0.0
TRAF3IP2-AS1,0.0,0.0,0.011370814908401769,0.0,0.0,0.01838235294117647,0.0,0.0
SPIN1,0.0,0.15384615384615385,0.1531269740998105,0.0,0.0,0.09191176470588236,0.06521739130434782,0.0
SPRTN,0.0,0.15384615384615385,0.03461781427668983,0.0,0.0,0.03676470588235294,0.008695652173913044,0.0
DNAAF1,0.0,0.9230769230769231,0.002274162981680354,0.0,0.0,0.0,0.0,0.0
ADHFE1,0.0,0.0,0.001137081490840177,0.0,0.0,0.0,0.004347826086956522,0.0
TMEM135,0.0,0.0,0.015540113708149084,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
MGAT5,0.2,0.15384615384615385,0.0981680353758686,0.2,0.0,0.08455882352941177,0.021739130434782608,0.0
TGFA,0.0,0.0,0.0032849020846494,0.0,0.0,0.0,0.004347826086956522,0.0
IKZF5,0.0,0.07692307692307693,0.026910928616550853,0.0,0.0,0.029411764705882353,0.013043478260869565,0.0
KCNMB1,0.0,0.07692307692307693,0.020846493998736577,0.0,0.0,0.007352941176470588,0.05217391304347826,0.0
ACSF2,0.0,0.15384615384615385,0.08439671509791535,0.0,0.0,0.04779411764705882,0.021739130434782608,0.0
IBA57,0.0,0.0,0.017182564750473785,0.0,0.0,0.007352941176470588,0.0,0.0
RAD51D,0.0,0.0,0.017687934301958308,0.2,0.0,0.04411764705882353,0.008695652173913044,0.0
CYP20A1,0.0,0.07692307692307693,0.06392924826279217,0.2,0.0,0.07720588235294118,0.030434782608695653,0.0
PPP5C,0.0,0.23076923076923078,0.03979785217940619,0.0,0.0,0.07352941176470588,0.021739130434782608,0.0
GPR137,0.0,0.23076923076923078,0.05015792798483892,0.0,0.0,0.05514705882352941,0.04782608695652174,0.0
ING3,0.0,0.15384615384615385,0.07277321541377132,0.0,0.0,0.09191176470588236,0.06521739130434782,0.3333333333333333
MYB,0.0,0.23076923076923078,0.11408717624763108,0.0,0.0,0.03676470588235294,0.008695652173913044,0.0
PPL,0.0,0.07692307692307693,0.0015161086544535692,0.0,0.0,0.0,0.0,0.0
CDCA4,0.0,0.07692307692307693,0.01680353758686039,0.0,0.0,0.0625,0.008695652173913044,0.0
RELT,0.0,0.0,0.05066329753632343,0.0,0.0,0.03308823529411765,0.05217391304347826,0.3333333333333333
MICALL1,0.0,0.0,0.014655716993051168,0.0,0.0,0.01838235294117647,0.004347826086956522,0.0
OTUD3,0.0,0.0,0.0065698041692988,0.0,0.0,0.007352941176470588,0.008695652173913044,0.0
WASHC2A,0.0,0.23076923076923078,0.06114971572962729,0.0,0.0,0.029411764705882353,0.013043478260869565,0.0
ZNF805,0.0,0.0,0.0027795325331648768,0.0,0.0,0.003676470588235294,0.0,0.0
SHMT1,0.0,0.0,0.009222994314592546,0.0,0.0,0.0625,0.0,0.0
YTHDC1,0.0,0.46153846153846156,0.18016424510423246,0.0,0.0,0.17647058823529413,0.13478260869565217,0.3333333333333333
GAPVD1,0.0,0.38461538461538464,0.07668982943777637,0.0,0.0,0.08088235294117647,0.0391304347826087,0.0
TPP2,0.0,0.23076923076923078,0.06873025900189514,0.0,0.0,0.05514705882352941,0.0391304347826087,0.0
SLC35E1,0.0,0.15384615384615385,0.05622236260265319,0.0,1.0,0.04411764705882353,0.043478260869565216,0.0
PPM1L,0.0,0.07692307692307693,0.008085912823752369,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
PPP2CA,0.26666666666666666,0.38461538461538464,0.23183828174352494,0.0,0.0,0.20588235294117646,0.08260869565217391,0.3333333333333333
PTPN7,0.3333333333333333,0.07692307692307693,0.014655716993051168,0.0,1.0,0.1323529411764706,0.06086956521739131,0.3333333333333333
MVK,0.0,0.0,0.02021478205938092,0.0,0.0,0.025735294117647058,0.008695652173913044,0.0
UBE2G2,0.0,0.38461538461538464,0.14175615919140871,0.0,0.0,0.1213235294117647,0.06521739130434782,0.0
ITM2B,0.4,0.9230769230769231,0.9778900821225521,0.2,1.0,0.7573529411764706,0.6608695652173913,0.3333333333333333
VPS4A,0.0,0.0,0.09109286165508527,0.0,0.0,0.07720588235294118,0.034782608695652174,0.0
STAT2,0.0,0.23076923076923078,0.17157296272899558,0.0,0.0,0.13970588235294118,0.08695652173913043,0.3333333333333333
CLECL1,0.06666666666666667,0.07692307692307693,0.12343651295009475,0.0,0.0,0.11397058823529412,0.1956521739130435,0.0
CPPED1,0.0,0.07692307692307693,0.17005685407454202,0.0,0.0,0.1213235294117647,0.06521739130434782,0.0
PLEKHG3,0.0,0.0,0.02324699936828806,0.0,0.0,0.025735294117647058,0.004347826086956522,0.0
ZNF282,0.0,0.0,0.014782059380922299,0.0,0.0,0.029411764705882353,0.008695652173913044,0.0
SRPK1,0.06666666666666667,0.15384615384615385,0.06114971572962729,0.0,0.0,0.09926470588235294,0.02608695652173913,0.0
APEH,0.0,0.38461538461538464,0.11231838281743525,0.0,0.0,0.058823529411764705,0.02608695652173913,0.0
TMEM41B,0.26666666666666666,0.3076923076923077,0.0854074542008844,0.0,0.0,0.09558823529411764,0.030434782608695653,0.3333333333333333
BICDL1,0.0,0.07692307692307693,0.0015161086544535692,0.0,0.0,0.0,0.008695652173913044,0.0
DDO,0.0,0.0,0.03828174352495262,0.0,0.0,0.01838235294117647,0.008695652173913044,0.0
INSR,0.0,0.46153846153846156,0.08692356285533796,0.0,0.0,0.0661764705882353,0.021739130434782608,0.0
PPM1G,0.13333333333333333,0.07692307692307693,0.20543272267845863,0.6,0.0,0.2536764705882353,0.10434782608695652,0.3333333333333333
COQ7,0.0,0.07692307692307693,0.04257738471257107,0.0,0.0,0.04411764705882353,0.004347826086956522,0.0
RAB3GAP1,0.0,0.15384615384615385,0.10334807327858496,0.0,0.0,0.08455882352941177,0.09130434782608696,0.0
HYAL2,0.0,0.0,0.05104232469993683,0.0,0.0,0.029411764705882353,0.017391304347826087,0.0
MLX,0.0,0.0,0.19317751105495895,0.0,0.0,0.125,0.07391304347826087,0.0
POM121,0.0,0.07692307692307693,0.05319014529374605,0.0,0.0,0.058823529411764705,0.013043478260869565,0.0
TMEM52B,0.0,0.0,0.04573594440934934,0.0,0.0,0.0625,0.021739130434782608,0.0
INTS14,0.0,0.15384615384615385,0.031964624131396085,0.0,0.0,0.03676470588235294,0.017391304347826087,0.0
TRUB1,0.0,0.07692307692307693,0.0279216677195199,0.0,0.0,0.01838235294117647,0.02608695652173913,0.0
LCOR,0.06666666666666667,0.46153846153846156,0.0870499052432091,0.0,1.0,0.09558823529411764,0.06956521739130435,0.3333333333333333
UBA1,0.06666666666666667,0.38461538461538464,0.14339861023373343,0.0,0.0,0.11029411764705882,0.043478260869565216,0.0
MAPKAPK3,0.06666666666666667,0.07692307692307693,0.18660770688566014,0.0,0.0,0.09191176470588236,0.0782608695652174,0.0
NRF1,0.06666666666666667,0.07692307692307693,0.01301326595072647,0.0,0.0,0.01838235294117647,0.017391304347826087,0.0
SNX11,0.0,0.0,0.05369551484523057,0.0,0.0,0.03308823529411765,0.013043478260869565,0.0
TOR1AIP1,0.13333333333333333,0.3076923076923077,0.13644977890082122,0.0,0.0,0.11764705882352941,0.07391304347826087,0.0
ZCRB1,0.13333333333333333,0.3076923076923077,0.3298799747315224,0.0,0.0,0.3014705882352941,0.1565217391304348,0.0
SMARCD1,0.06666666666666667,0.15384615384615385,0.07542640555906506,0.0,0.0,0.058823529411764705,0.05217391304347826,0.0
OMA1,0.06666666666666667,0.15384615384615385,0.07530006317119393,0.0,0.0,0.025735294117647058,0.034782608695652174,0.0
ATF6,0.13333333333333333,0.0,0.12545799115603284,0.0,0.0,0.08088235294117647,0.05217391304347826,0.0
ENDOD1,0.0,0.07692307692307693,0.01503474415666456,0.0,0.0,0.003676470588235294,0.008695652173913044,0.0
H1FX,0.06666666666666667,0.23076923076923078,0.10777005685407454,0.0,0.0,0.19852941176470587,0.13043478260869565,0.0
IDUA,0.0,0.07692307692307693,0.04801010739102969,0.0,0.0,0.04779411764705882,0.017391304347826087,0.0
LRMP,0.06666666666666667,0.0,0.014782059380922299,0.0,0.0,0.011029411764705883,0.013043478260869565,0.0
MFSD14B,0.13333333333333333,0.15384615384615385,0.2603916614024005,0.0,0.0,0.17647058823529413,0.05217391304347826,0.3333333333333333
