,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
PPID,0.17857142857142858,0.4,0.21657250470809794,0.25,0.1375,0.1,0.0,0.15203761755485892,0.14285714285714285
F13A1,0.0,0.0,0.027306967984934087,0.0,0.0,0.0,0.0,0.0,0.0
EP400,0.14285714285714285,0.25405405405405407,0.07627118644067797,0.0,0.0625,0.04,0.0,0.09090909090909091,0.0
LINC00472,0.0,0.16756756756756758,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
ADPGK-AS1,0.0,0.005405405405405406,0.017890772128060263,0.0,0.0125,0.0,0.0,0.003134796238244514,0.14285714285714285
TIMM29,0.17857142857142858,0.1783783783783784,0.06308851224105462,0.0,0.05,0.02,0.25,0.0768025078369906,0.07142857142857142
SOX13,0.0,0.08648648648648649,0.003766478342749529,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MFSD14C,0.10714285714285714,0.2810810810810811,0.051789077212806026,0.25,0.075,0.0,0.0,0.05799373040752351,0.14285714285714285
FNIP1,0.14285714285714285,0.2756756756756757,0.2062146892655367,0.0,0.05,0.1,0.0,0.054858934169279,0.14285714285714285
RUBCN,0.32142857142857145,0.3027027027027027,0.2608286252354049,0.125,0.0875,0.1,0.25,0.07836990595611286,0.07142857142857142
GTF2H5,0.25,0.5081081081081081,0.243879472693032,0.0,0.0375,0.08,0.0,0.10031347962382445,0.14285714285714285
AC034236.2,0.0,0.010810810810810811,0.006591337099811676,0.0,0.0125,0.0,0.0,0.012539184952978056,0.0
SH2D3C,0.14285714285714285,0.016216216216216217,0.026365348399246705,0.0,0.0,0.06,0.0,0.05172413793103448,0.07142857142857142
YIPF1,0.03571428571428571,0.4594594594594595,0.1271186440677966,0.125,0.025,0.04,0.0,0.061128526645768025,0.07142857142857142
ZNF844,0.07142857142857142,0.15135135135135136,0.07062146892655367,0.125,0.025,0.06,0.0,0.009404388714733543,0.0
ADGRE1,0.03571428571428571,0.0,0.0160075329566855,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
CD2,0.0,0.02702702702702703,0.0160075329566855,0.0,0.6,0.02,0.25,0.7225705329153606,0.07142857142857142
BLOC1S6,0.17857142857142858,0.24324324324324326,0.1657250470809793,0.125,0.075,0.08,0.0,0.08934169278996865,0.2857142857142857
DHX38,0.07142857142857142,0.2864864864864865,0.07721280602636535,0.0,0.1125,0.0,0.0,0.07210031347962383,0.07142857142857142
PNO1,0.14285714285714285,0.1783783783783784,0.0903954802259887,0.25,0.0375,0.02,0.0,0.03761755485893417,0.14285714285714285
EGFL7,0.0,0.05405405405405406,0.02919020715630885,0.125,0.0,0.02,0.0,0.006269592476489028,0.0
PHF7,0.03571428571428571,0.043243243243243246,0.014124293785310734,0.0,0.0,0.02,0.0,0.02037617554858934,0.0
SBNO1,0.17857142857142858,0.22162162162162163,0.08192090395480225,0.0,0.075,0.02,0.0,0.08463949843260188,0.07142857142857142
CCHCR1,0.03571428571428571,0.14594594594594595,0.018832391713747645,0.0,0.05,0.0,0.5,0.023510971786833857,0.0
SCAMP4,0.14285714285714285,0.41081081081081083,0.16666666666666666,0.125,0.0875,0.08,0.0,0.047021943573667714,0.14285714285714285
SLC17A9,0.03571428571428571,0.010810810810810811,0.04896421845574388,0.125,0.05,0.0,0.0,0.017241379310344827,0.0
TIMP4,0.0,0.04864864864864865,0.2175141242937853,0.0,0.0,0.08,0.0,0.004702194357366771,0.07142857142857142
DTWD2,0.0,0.05945945945945946,0.009416195856873822,0.0,0.0,0.02,0.0,0.0,0.0
TMEM80,0.07142857142857142,0.21081081081081082,0.03766478342749529,0.0,0.075,0.0,0.0,0.045454545454545456,0.14285714285714285
TCTEX1D4,0.0,0.08108108108108109,0.006591337099811676,0.0,0.0,0.0,0.0,0.0,0.0
LINC02166,0.0,0.10270270270270271,0.0,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
GNAS,0.6428571428571429,0.9027027027027027,0.4943502824858757,0.625,0.3,0.28,0.0,0.4263322884012539,0.42857142857142855
NCBP2-AS2,0.21428571428571427,0.2864864864864865,0.1120527306967985,0.125,0.1125,0.06,0.0,0.17711598746081506,0.21428571428571427
YIF1A,0.25,0.6162162162162163,0.24105461393596986,0.25,0.075,0.04,0.0,0.1206896551724138,0.2857142857142857
SIGMAR1,0.0,0.21621621621621623,0.07062146892655367,0.125,0.05,0.0,0.0,0.10188087774294671,0.07142857142857142
RPL7L1,0.17857142857142858,0.41081081081081083,0.12429378531073447,0.125,0.0375,0.04,0.0,0.15673981191222572,0.35714285714285715
THEMIS2,0.4642857142857143,0.32432432432432434,0.532015065913371,0.375,0.0875,0.22,0.25,0.07053291536050156,0.42857142857142855
DEFB1,0.0,0.43783783783783786,0.6657250470809792,0.0,0.0125,0.36,0.0,0.003134796238244514,0.07142857142857142
FAM98A,0.07142857142857142,0.2810810810810811,0.06308851224105462,0.0,0.075,0.0,0.25,0.03605015673981191,0.0
LPCAT3,0.10714285714285714,0.23783783783783785,0.09133709981167608,0.125,0.05,0.04,0.0,0.06269592476489028,0.14285714285714285
DAZAP1,0.25,0.572972972972973,0.24764595103578155,0.125,0.15,0.12,0.25,0.19122257053291536,0.21428571428571427
SLC9A3R1,0.21428571428571427,0.7675675675675676,0.13465160075329566,0.125,0.4,0.02,0.25,0.4231974921630094,0.07142857142857142
MINK1,0.03571428571428571,0.3891891891891892,0.05367231638418079,0.0,0.1625,0.04,0.25,0.10501567398119123,0.07142857142857142
BNIP2,0.39285714285714285,0.5135135135135135,0.3126177024482109,0.625,0.15,0.26,0.25,0.22884012539184953,0.14285714285714285
RPS3A,1.0,0.9513513513513514,0.8851224105461394,1.0,1.0,0.52,1.0,0.9796238244514106,0.9285714285714286
LONRF1,0.07142857142857142,0.13513513513513514,0.04896421845574388,0.0,0.0,0.02,0.0,0.014106583072100314,0.0
LYSMD3,0.03571428571428571,0.24864864864864866,0.11299435028248588,0.0,0.0125,0.06,0.0,0.04075235109717868,0.0
SIGLEC1,0.0,0.04864864864864865,0.8022598870056498,0.125,0.0,0.44,0.0,0.006269592476489028,0.07142857142857142
ARHGAP30,0.39285714285714285,0.15135135135135136,0.3154425612052731,0.125,0.25,0.16,0.0,0.28996865203761757,0.2857142857142857
TAF1B,0.03571428571428571,0.10270270270270271,0.08662900188323917,0.125,0.025,0.0,0.0,0.07210031347962383,0.0
SASH3,0.25,0.010810810810810811,0.3606403013182674,0.125,0.2125,0.1,0.0,0.22727272727272727,0.21428571428571427
CHERP,0.14285714285714285,0.2648648648648649,0.0847457627118644,0.0,0.0875,0.04,0.0,0.06583072100313479,0.14285714285714285
MOCS2,0.14285714285714285,0.25405405405405407,0.060263653483992465,0.125,0.0875,0.02,0.0,0.09247648902821316,0.14285714285714285
ZNF449,0.0,0.03783783783783784,0.021657250470809793,0.0,0.0125,0.0,0.0,0.003134796238244514,0.0
ERCC6L2,0.07142857142857142,0.10270270270270271,0.02824858757062147,0.0,0.0125,0.0,0.0,0.06426332288401254,0.0
IL10RB-DT,0.0,0.016216216216216217,0.12429378531073447,0.0,0.0,0.08,0.0,0.001567398119122257,0.07142857142857142
MBOAT2,0.0,0.42162162162162165,0.00847457627118644,0.0,0.0,0.02,0.0,0.003134796238244514,0.0
HACD2,0.07142857142857142,0.22162162162162163,0.03295668549905838,0.125,0.0625,0.0,0.0,0.0438871473354232,0.0
INTS6-AS1,0.0,0.07567567567567568,0.01224105461393597,0.0,0.0125,0.0,0.0,0.023510971786833857,0.07142857142857142
CCDC32,0.25,0.2648648648648649,0.18832391713747645,0.0,0.0875,0.08,0.0,0.08620689655172414,0.14285714285714285
MYL12A,0.9642857142857143,0.9675675675675676,0.9858757062146892,1.0,0.9625,0.96,1.0,0.9843260188087775,0.8571428571428571
ARVCF,0.0,0.1783783783783784,0.005649717514124294,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
ZFP90,0.03571428571428571,0.16756756756756758,0.023540489642184557,0.0,0.0375,0.0,0.0,0.06583072100313479,0.07142857142857142
CFAP53,0.03571428571428571,0.15135135135135136,0.0,0.0,0.0,0.0,0.0,0.004702194357366771,0.07142857142857142
PTER,0.03571428571428571,0.23783783783783785,0.022598870056497175,0.0,0.025,0.0,0.25,0.02821316614420063,0.0
SIDT2,0.21428571428571427,0.15135135135135136,0.4661016949152542,0.25,0.025,0.1,0.0,0.0219435736677116,0.0
BTBD10,0.03571428571428571,0.32432432432432434,0.0480225988700565,0.375,0.0875,0.0,0.0,0.05329153605015674,0.07142857142857142
IGHA1,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
KAZN,0.0,0.35135135135135137,0.0,0.0,0.0,0.02,0.0,0.001567398119122257,0.0
PDIA6,0.5357142857142857,0.772972972972973,0.6506591337099812,0.5,0.3625,0.24,0.5,0.4122257053291536,0.35714285714285715
SHISA5,0.4642857142857143,0.7675675675675676,0.5386064030131826,0.25,0.7,0.38,0.25,0.6379310344827587,0.2857142857142857
GID4,0.07142857142857142,0.15675675675675677,0.0423728813559322,0.0,0.0375,0.04,0.0,0.03918495297805643,0.21428571428571427
BAX,0.6071428571428571,0.6270270270270271,0.7721280602636534,0.375,0.4625,0.26,0.25,0.5062695924764891,0.5
HS1BP3,0.03571428571428571,0.21621621621621623,0.1487758945386064,0.0,0.0375,0.02,0.0,0.05172413793103448,0.0
SOAT1,0.14285714285714285,0.2756756756756757,0.5677966101694916,0.125,0.0625,0.16,0.0,0.0877742946708464,0.21428571428571427
CPEB3,0.0,0.17297297297297298,0.051789077212806026,0.0,0.0125,0.02,0.0,0.032915360501567396,0.07142857142857142
SIPA1,0.32142857142857145,0.23243243243243245,0.11770244821092278,0.0,0.125,0.12,0.25,0.12852664576802508,0.21428571428571427
ZNF442,0.0,0.04864864864864865,0.03295668549905838,0.0,0.0125,0.02,0.0,0.009404388714733543,0.14285714285714285
URM1,0.32142857142857145,0.3945945945945946,0.15725047080979285,0.125,0.1125,0.02,0.0,0.18808777429467086,0.21428571428571427
SFMBT1,0.07142857142857142,0.15675675675675677,0.03389830508474576,0.0,0.05,0.02,0.0,0.047021943573667714,0.0
G6PD,0.21428571428571427,0.42702702702702705,0.3192090395480226,0.125,0.125,0.16,0.0,0.0768025078369906,0.14285714285714285
FADD,0.07142857142857142,0.23783783783783785,0.1337099811676083,0.0,0.05,0.02,0.0,0.109717868338558,0.14285714285714285
HIST1H2BN,0.07142857142857142,0.11891891891891893,0.022598870056497175,0.0,0.0125,0.0,0.0,0.023510971786833857,0.0
PRKAR1B,0.07142857142857142,0.08108108108108109,0.03954802259887006,0.125,0.0,0.02,0.0,0.05172413793103448,0.0
UGCG,0.17857142857142858,0.772972972972973,0.1271186440677966,0.0,0.0625,0.06,0.0,0.1786833855799373,0.35714285714285715
IL17RC,0.0,0.1945945945945946,0.04143126177024482,0.0,0.0,0.04,0.0,0.009404388714733543,0.0
FBLIM1,0.0,0.34594594594594597,0.003766478342749529,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
ZNF721,0.10714285714285714,0.3837837837837838,0.062146892655367235,0.0,0.075,0.0,0.0,0.11912225705329153,0.14285714285714285
TPD52,0.35714285714285715,0.5027027027027027,0.023540489642184557,0.0,0.1,0.0,0.0,0.07053291536050156,0.14285714285714285
RHBDD2,0.14285714285714285,0.6756756756756757,0.3248587570621469,0.75,0.125,0.08,0.0,0.1974921630094044,0.14285714285714285
IRF7,0.8571428571428571,0.8972972972972973,0.8888888888888888,0.875,0.8625,0.62,0.25,0.8871473354231975,0.6428571428571429
UBL3,0.10714285714285714,0.6054054054054054,0.1224105461393597,0.0,0.15,0.02,0.25,0.11755485893416928,0.07142857142857142
ACP5,0.6785714285714286,0.13513513513513514,0.5725047080979284,0.125,0.1,0.28,0.25,0.16300940438871472,0.42857142857142855
TECPR1,0.0,0.20540540540540542,0.05743879472693032,0.0,0.0625,0.04,0.0,0.06269592476489028,0.0
RPS6KB1,0.17857142857142858,0.2918918918918919,0.05367231638418079,0.125,0.1,0.04,0.0,0.09561128526645768,0.21428571428571427
SRXN1,0.0,0.05945945945945946,0.023540489642184557,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
C12ORF75,0.25,0.23243243243243245,0.007532956685499058,0.0,0.2875,0.02,0.25,0.3181818181818182,0.07142857142857142
PDPR,0.10714285714285714,0.07567567567567568,0.02919020715630885,0.125,0.075,0.02,0.0,0.023510971786833857,0.0
ARFGAP2,0.17857142857142858,0.34594594594594597,0.11864406779661017,0.25,0.175,0.02,0.0,0.09404388714733543,0.07142857142857142
SPCS2,0.42857142857142855,0.772972972972973,0.6694915254237288,0.5,0.5375,0.36,0.25,0.5768025078369906,0.5714285714285714
TRAPPC12,0.17857142857142858,0.32972972972972975,0.0800376647834275,0.375,0.0375,0.02,0.25,0.08934169278996865,0.21428571428571427
CENPA,0.03571428571428571,0.016216216216216217,0.007532956685499058,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
C1ORF216,0.0,0.005405405405405406,0.0423728813559322,0.0,0.0125,0.0,0.25,0.01567398119122257,0.0
EXOSC3,0.0,0.21621621621621623,0.14500941619585686,0.125,0.05,0.06,0.0,0.09090909090909091,0.2857142857142857
CP,0.0,0.2756756756756757,0.0018832391713747645,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
TBC1D32,0.10714285714285714,0.04864864864864865,0.0009416195856873823,0.125,0.025,0.0,0.0,0.009404388714733543,0.0
OAT,0.03571428571428571,0.5675675675675675,0.06591337099811675,0.125,0.0625,0.02,0.0,0.07366771159874608,0.0
RSBN1,0.14285714285714285,0.21081081081081082,0.05367231638418079,0.25,0.175,0.02,0.0,0.17398119122257052,0.21428571428571427
ANKRD40,0.07142857142857142,0.2,0.07156308851224105,0.0,0.025,0.0,0.0,0.017241379310344827,0.0
GPBP1,0.5357142857142857,0.745945945945946,0.3248587570621469,0.625,0.3375,0.32,0.5,0.48119122257053293,0.6428571428571429
KYAT3,0.17857142857142858,0.2810810810810811,0.060263653483992465,0.125,0.0625,0.02,0.0,0.08150470219435736,0.14285714285714285
ST3GAL4,0.0,0.16216216216216217,0.03389830508474576,0.375,0.0625,0.06,0.0,0.012539184952978056,0.0
EXOSC9,0.17857142857142858,0.16216216216216217,0.17231638418079095,0.375,0.0875,0.06,0.0,0.12852664576802508,0.21428571428571427
POLDIP2,0.32142857142857145,0.5297297297297298,0.20998116760828625,0.375,0.075,0.02,0.25,0.09561128526645768,0.14285714285714285
DENR,0.32142857142857145,0.6216216216216216,0.1647834274952919,0.125,0.2125,0.02,0.25,0.24294670846394983,0.2857142857142857
LMO7,0.0,0.918918918918919,0.005649717514124294,0.0,0.05,0.0,0.0,0.0219435736677116,0.0
RASA3,0.14285714285714285,0.07027027027027027,0.0696798493408663,0.125,0.2625,0.02,0.0,0.1974921630094044,0.0
SHCBP1,0.07142857142857142,0.0,0.004708097928436911,0.0,0.0,0.0,0.0,0.009404388714733543,0.0
CEACAM3,0.0,0.08108108108108109,0.018832391713747645,0.0,0.0,0.04,0.0,0.001567398119122257,0.07142857142857142
SKIV2L,0.07142857142857142,0.2,0.047080979284369114,0.125,0.0625,0.02,0.0,0.05172413793103448,0.14285714285714285
ACP2,0.03571428571428571,0.3675675675675676,0.2674199623352166,0.125,0.025,0.04,0.0,0.018808777429467086,0.07142857142857142
LAMTOR5,0.6785714285714286,0.8594594594594595,0.5979284369114878,0.5,0.2625,0.3,0.0,0.30094043887147337,0.5
STAC,0.0,0.0,0.04896421845574388,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
UBXN2B,0.07142857142857142,0.13513513513513514,0.17796610169491525,0.0,0.0125,0.08,0.0,0.029780564263322883,0.0
SMYD2,0.32142857142857145,0.2,0.12617702448210924,0.0,0.1875,0.02,0.25,0.17084639498432602,0.07142857142857142
ZNF276,0.0,0.15135135135135136,0.05084745762711865,0.0,0.1,0.04,0.25,0.11442006269592477,0.07142857142857142
TUBA4A,0.42857142857142855,0.32972972972972975,0.16290018832391714,0.0,0.425,0.1,0.0,0.4216300940438871,0.14285714285714285
LINC00467,0.03571428571428571,0.2864864864864865,0.03954802259887006,0.125,0.025,0.0,0.0,0.004702194357366771,0.0
PAK2,0.5,0.6702702702702703,0.5338983050847458,0.375,0.35,0.2,0.0,0.4012539184952978,0.6428571428571429
AP1B1,0.14285714285714285,0.3675675675675676,0.1817325800376648,0.0,0.05,0.04,0.0,0.050156739811912224,0.2857142857142857
UBE2L3,0.39285714285714285,0.7675675675675676,0.6073446327683616,0.25,0.3,0.28,0.75,0.3793103448275862,0.6428571428571429
ATP5PB,0.42857142857142855,0.6324324324324324,0.3973634651600753,0.25,0.2125,0.16,0.25,0.2304075235109718,0.42857142857142855
LAMP3,0.0,0.5891891891891892,0.038606403013182675,0.0,0.125,0.08,0.0,0.2617554858934169,0.5
NXT2,0.0,0.11891891891891893,0.025423728813559324,0.0,0.0125,0.0,0.0,0.009404388714733543,0.0
INCENP,0.03571428571428571,0.03783783783783784,0.004708097928436911,0.0,0.0,0.02,0.0,0.009404388714733543,0.0
C18ORF32,0.2857142857142857,0.6108108108108108,0.4171374764595104,0.125,0.1375,0.22,0.0,0.21316614420062696,0.21428571428571427
NANS,0.14285714285714285,0.6486486486486487,0.4152542372881356,0.125,0.025,0.1,0.25,0.11755485893416928,0.2857142857142857
GLO1,0.21428571428571427,0.6432432432432432,0.14500941619585686,0.0,0.0625,0.04,0.5,0.13009404388714735,0.21428571428571427
ARHGAP12,0.14285714285714285,0.3945945945945946,0.09133709981167608,0.0,0.0375,0.04,0.0,0.0438871473354232,0.0
BORCS8-MEF2B,0.03571428571428571,0.04864864864864865,0.005649717514124294,0.0,0.0125,0.0,0.0,0.012539184952978056,0.0
NECAP1,0.10714285714285714,0.2648648648648649,0.12146892655367232,0.0,0.125,0.04,0.0,0.07523510971786834,0.07142857142857142
RASSF3,0.25,0.15675675675675677,0.1713747645951036,0.0,0.1125,0.1,0.25,0.11598746081504702,0.07142857142857142
CSNK1D,0.21428571428571427,0.6378378378378379,0.307909604519774,0.5,0.225,0.08,0.0,0.23197492163009403,0.35714285714285715
TSN,0.10714285714285714,0.23783783783783785,0.096045197740113,0.125,0.0625,0.04,0.0,0.11598746081504702,0.14285714285714285
ZNF707,0.03571428571428571,0.032432432432432434,0.013182674199623353,0.0,0.0,0.0,0.0,0.009404388714733543,0.07142857142857142
RBM7,0.03571428571428571,0.3621621621621622,0.11770244821092278,0.25,0.0875,0.06,0.0,0.09247648902821316,0.07142857142857142
CHD1,0.32142857142857145,0.3567567567567568,0.24858757062146894,0.0,0.1625,0.16,0.0,0.18808777429467086,0.35714285714285715
TIFA,0.14285714285714285,0.12432432432432433,0.038606403013182675,0.0,0.0375,0.04,0.25,0.06583072100313479,0.14285714285714285
GZMK,0.0,0.010810810810810811,0.005649717514124294,0.0,0.375,0.0,0.0,0.3714733542319749,0.0
RNF8,0.03571428571428571,0.2864864864864865,0.06308851224105462,0.0,0.05,0.0,0.0,0.061128526645768025,0.07142857142857142
KAT5,0.14285714285714285,0.2810810810810811,0.16666666666666666,0.125,0.0375,0.06,0.0,0.07523510971786834,0.07142857142857142
PPP2R5B,0.07142857142857142,0.23783783783783785,0.02919020715630885,0.0,0.025,0.0,0.0,0.0438871473354232,0.0
POLR2C,0.2857142857142857,0.42702702702702705,0.15254237288135594,0.25,0.1875,0.02,0.0,0.1724137931034483,0.2857142857142857
LINC02256,0.0,0.11351351351351352,0.05273069679849341,0.125,0.0875,0.0,0.0,0.014106583072100314,0.14285714285714285
LTC4S,0.0,0.12432432432432433,0.009416195856873822,0.25,0.025,0.0,0.0,0.012539184952978056,0.0
ZNF627,0.0,0.12432432432432433,0.023540489642184557,0.125,0.0125,0.04,0.0,0.012539184952978056,0.21428571428571427
DNAJB6,0.42857142857142855,0.827027027027027,0.5536723163841808,0.5,0.3125,0.2,0.25,0.3683385579937304,0.6428571428571429
DOCK4,0.0,0.08648648648648649,0.17702448210922786,0.125,0.0125,0.1,0.0,0.001567398119122257,0.14285714285714285
TNKS2,0.21428571428571427,0.4918918918918919,0.22693032015065914,0.0,0.2625,0.1,0.0,0.19592476489028213,0.2857142857142857
RTTN,0.0,0.05405405405405406,0.009416195856873822,0.125,0.0,0.0,0.0,0.017241379310344827,0.0
NUAK2,0.10714285714285714,0.04864864864864865,0.005649717514124294,0.0,0.025,0.02,0.0,0.017241379310344827,0.14285714285714285
SGTB,0.07142857142857142,0.04864864864864865,0.1553672316384181,0.0,0.025,0.2,0.0,0.08463949843260188,0.14285714285714285
PRR14L,0.14285714285714285,0.35135135135135137,0.1016949152542373,0.0,0.075,0.0,0.0,0.054858934169279,0.21428571428571427
DIXDC1,0.0,0.11891891891891893,0.006591337099811676,0.0,0.0,0.0,0.0,0.0,0.0
EIF4H,0.32142857142857145,0.7135135135135136,0.3022598870056497,0.625,0.25,0.2,0.0,0.30407523510971785,0.42857142857142855
NIPAL2,0.03571428571428571,0.31891891891891894,0.009416195856873822,0.125,0.0125,0.0,0.0,0.0,0.07142857142857142
SERAC1,0.0,0.11891891891891893,0.02919020715630885,0.0,0.0125,0.0,0.0,0.012539184952978056,0.0
MRPS24,0.10714285714285714,0.4540540540540541,0.1497175141242938,0.0,0.075,0.0,0.0,0.1536050156739812,0.0
CSTA,0.0,0.6756756756756757,0.2495291902071563,0.0,0.0,0.18,0.0,0.001567398119122257,0.14285714285714285
RWDD2A,0.03571428571428571,0.08648648648648649,0.014124293785310734,0.0,0.025,0.0,0.0,0.02037617554858934,0.0
UPF2,0.17857142857142858,0.41621621621621624,0.18926553672316385,0.0,0.2,0.08,0.25,0.13949843260188088,0.21428571428571427
EIF6,0.32142857142857145,0.8432432432432433,0.504708097928437,0.375,0.25,0.16,0.0,0.25235109717868337,0.7142857142857143
NELFA,0.14285714285714285,0.35135135135135137,0.06120527306967985,0.125,0.05,0.02,0.25,0.06269592476489028,0.14285714285714285
PRDM2,0.5714285714285714,0.32972972972972975,0.12523540489642185,0.125,0.125,0.02,0.0,0.14576802507836992,0.07142857142857142
SMIM13,0.07142857142857142,0.22162162162162163,0.06497175141242938,0.25,0.0125,0.02,0.0,0.0438871473354232,0.14285714285714285
C9ORF85,0.07142857142857142,0.22162162162162163,0.059322033898305086,0.0,0.075,0.02,0.0,0.06583072100313479,0.0
ZDHHC2,0.03571428571428571,0.24324324324324326,0.11016949152542373,0.125,0.0625,0.0,0.0,0.03761755485893417,0.0
IL1RAP,0.07142857142857142,0.1891891891891892,0.09792843691148775,0.0,0.025,0.06,0.0,0.018808777429467086,0.14285714285714285
BIRC6,0.2857142857142857,0.40540540540540543,0.1393596986817326,0.25,0.175,0.04,0.0,0.25235109717868337,0.14285714285714285
PORCN,0.07142857142857142,0.17297297297297298,0.02071563088512241,0.0,0.0625,0.02,0.0,0.05329153605015674,0.0
C6ORF48,0.35714285714285715,0.2756756756756757,0.17231638418079095,0.125,0.1625,0.06,0.0,0.16614420062695925,0.21428571428571427
