,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC,pDC
QRSL1,0.08823529411764706,0.11141304347826086,0.026350595177535862,0.0,0.02247191011235955,0.0048543689320388345,0.037037037037037035,0.05405405405405406,0.043478260869565216,0.047619047619047616
FAM172A,0.0,0.16032608695652173,0.032454980160748804,0.25,0.056179775280898875,0.019417475728155338,0.07407407407407407,0.051209103840682786,0.037267080745341616,0.047619047619047616
DNAJC25,0.0,0.08967391304347826,0.04435853087801404,0.0,0.0056179775280898875,0.019417475728155338,0.0,0.00995732574679943,0.024844720496894408,0.047619047619047616
HCST,0.4411764705882353,0.16847826086956522,0.6001627835995523,0.375,0.5898876404494382,0.3106796116504854,0.4444444444444444,0.6443812233285917,0.5403726708074534,0.40476190476190477
CLEC4E,0.058823529411764705,0.051630434782608696,0.20307254044155051,0.0,0.02247191011235955,0.220873786407767,0.07407407407407407,0.044096728307254626,0.055900621118012424,0.11904761904761904
PSTK,0.0,0.019021739130434784,0.005799165734052294,0.0,0.0056179775280898875,0.0024271844660194173,0.037037037037037035,0.01849217638691323,0.012422360248447204,0.047619047619047616
PSMA4,0.35294117647058826,0.6032608695652174,0.631091667514498,0.375,0.25842696629213485,0.3859223300970874,0.5925925925925926,0.4267425320056899,0.6894409937888198,0.5476190476190477
RIC1,0.23529411764705882,0.06793478260869565,0.08301963577169601,0.0,0.0449438202247191,0.050970873786407765,0.18518518518518517,0.05832147937411095,0.055900621118012424,0.07142857142857142
ZBTB9,0.0,0.010869565217391304,0.0010173974972021568,0.0,0.0,0.0,0.0,0.002844950213371266,0.0,0.0
ATP5PD,0.35294117647058826,0.6005434782608695,0.5162274900803744,0.25,0.30337078651685395,0.27184466019417475,0.5185185185185185,0.45519203413940257,0.5403726708074534,0.47619047619047616
TLE4,0.0,0.28804347826086957,0.1925933462203683,0.375,0.16853932584269662,0.11893203883495146,0.037037037037037035,0.1166429587482219,0.13043478260869565,0.047619047619047616
TBC1D13,0.029411764705882353,0.07880434782608696,0.028995828670261473,0.0,0.016853932584269662,0.012135922330097087,0.037037037037037035,0.02275960170697013,0.062111801242236024,0.2619047619047619
TIMM8B,0.17647058823529413,0.5434782608695652,0.38874758368094414,0.125,0.11235955056179775,0.2087378640776699,0.4074074074074074,0.23186344238975817,0.2484472049689441,0.2619047619047619
THUMPD3,0.058823529411764705,0.16847826086956522,0.06175602808017092,0.0,0.016853932584269662,0.03640776699029126,0.07407407407407407,0.049786628733997154,0.055900621118012424,0.07142857142857142
DDX60L,0.17647058823529413,0.4048913043478261,0.5884627123817275,0.375,0.33146067415730335,0.41019417475728154,0.2962962962962963,0.3883357041251778,0.4409937888198758,0.40476190476190477
LY6G5C,0.0,0.11141304347826086,0.0051887272357310004,0.0,0.011235955056179775,0.0048543689320388345,0.0,0.02844950213371266,0.0,0.023809523809523808
HERC3,0.08823529411764706,0.10326086956521739,0.04232373588360973,0.0,0.03932584269662921,0.019417475728155338,0.037037037037037035,0.02418207681365576,0.043478260869565216,0.023809523809523808
TSTA3,0.058823529411764705,0.22554347826086957,0.057482958591921866,0.0,0.07303370786516854,0.02669902912621359,0.14814814814814814,0.10668563300142248,0.11180124223602485,0.047619047619047616
TMEM38B,0.058823529411764705,0.09510869565217392,0.15220266558144266,0.0,0.033707865168539325,0.0825242718446602,0.07407407407407407,0.031294452347083924,0.07453416149068323,0.16666666666666666
LPGAT1,0.20588235294117646,0.26358695652173914,0.08658052701190355,0.0,0.07303370786516854,0.038834951456310676,0.1111111111111111,0.08392603129445235,0.13664596273291926,0.11904761904761904
DDX10,0.029411764705882353,0.08152173913043478,0.045375928375216194,0.0,0.011235955056179775,0.014563106796116505,0.07407407407407407,0.049786628733997154,0.07453416149068323,0.023809523809523808
RAD18,0.058823529411764705,0.021739130434782608,0.006918302980974666,0.0,0.028089887640449437,0.0,0.037037037037037035,0.02418207681365576,0.024844720496894408,0.0
TSTD3,0.029411764705882353,0.029891304347826088,0.0033574117407671176,0.0,0.0056179775280898875,0.0048543689320388345,0.0,0.01422475106685633,0.0,0.0
ARF3,0.058823529411764705,0.34782608695652173,0.21222911791636992,0.25,0.06741573033707865,0.08737864077669903,0.18518518518518517,0.11948790896159317,0.21739130434782608,0.07142857142857142
OSCAR,0.029411764705882353,0.051630434782608696,0.22749008037440227,0.0,0.011235955056179775,0.07524271844660194,0.037037037037037035,0.021337126600284494,0.08074534161490683,0.047619047619047616
TMEM168,0.058823529411764705,0.10869565217391304,0.02004273069488249,0.0,0.028089887640449437,0.0048543689320388345,0.0,0.03698435277382646,0.012422360248447204,0.023809523809523808
C11ORF68,0.029411764705882353,0.06521739130434782,0.054634245599755826,0.0,0.028089887640449437,0.02669902912621359,0.0,0.02418207681365576,0.018633540372670808,0.0
TRIM38,0.2647058823529412,0.28804347826086957,0.31030623664665785,0.125,0.16853932584269662,0.1796116504854369,0.14814814814814814,0.23044096728307253,0.2608695652173913,0.2619047619047619
KIAA1551,0.38235294117647056,0.20108695652173914,0.25852070403906807,0.25,0.2752808988764045,0.1966019417475728,0.4074074074074074,0.34281650071123754,0.2484472049689441,0.23809523809523808
RNF135,0.058823529411764705,0.11956521739130435,0.16898972428527825,0.0,0.06179775280898876,0.06553398058252427,0.07407407407407407,0.05832147937411095,0.09316770186335403,0.07142857142857142
TMEM205,0.058823529411764705,0.296195652173913,0.11323634143860006,0.25,0.05056179775280899,0.043689320388349516,0.1111111111111111,0.04267425320056899,0.08074534161490683,0.16666666666666666
MRPS9,0.08823529411764706,0.11956521739130435,0.029097568419981686,0.0,0.016853932584269662,0.009708737864077669,0.07407407407407407,0.051209103840682786,0.031055900621118012,0.023809523809523808
YIPF3,0.17647058823529413,0.33695652173913043,0.15790009156577475,0.0,0.10112359550561797,0.07281553398058252,0.14814814814814814,0.1166429587482219,0.10559006211180125,0.09523809523809523
ZKSCAN1,0.08823529411764706,0.45108695652173914,0.060331671584087906,0.0,0.07303370786516854,0.03640776699029126,0.1111111111111111,0.08392603129445235,0.018633540372670808,0.09523809523809523
CBX5,0.11764705882352941,0.2907608695652174,0.02624885542781565,0.0,0.05056179775280899,0.009708737864077669,0.14814814814814814,0.11806543385490754,0.06832298136645963,0.047619047619047616
OSBPL7,0.0,0.08152173913043478,0.0021365347441245296,0.0,0.05056179775280899,0.0024271844660194173,0.037037037037037035,0.03840682788051209,0.006211180124223602,0.07142857142857142
SNHG9,0.17647058823529413,0.25,0.06653779631702106,0.0,0.14606741573033707,0.06310679611650485,0.18518518518518517,0.14509246088193456,0.09316770186335403,0.23809523809523808
MTMR14,0.08823529411764706,0.10597826086956522,0.1433513073557839,0.0,0.06741573033707865,0.050970873786407765,0.14814814814814814,0.09388335704125178,0.19254658385093168,0.21428571428571427
PHKG2,0.029411764705882353,0.14673913043478262,0.04618984637297792,0.0,0.02247191011235955,0.021844660194174758,0.0,0.06258890469416785,0.055900621118012424,0.09523809523809523
HSD17B12,0.17647058823529413,0.3070652173913043,0.11476243768440329,0.125,0.03932584269662921,0.04611650485436893,0.14814814814814814,0.07112375533428165,0.2484472049689441,0.07142857142857142
STK11IP,0.0,0.1358695652173913,0.026350595177535862,0.0,0.016853932584269662,0.0024271844660194173,0.0,0.01991465149359886,0.024844720496894408,0.0
TAF5L,0.0,0.07336956521739131,0.02828365042221996,0.0,0.0,0.01699029126213592,0.037037037037037035,0.02418207681365576,0.043478260869565216,0.07142857142857142
PROSER1,0.029411764705882353,0.08152173913043478,0.06338386407569438,0.0,0.03932584269662921,0.03640776699029126,0.0,0.07112375533428165,0.031055900621118012,0.09523809523809523
RNASEH2B,0.2647058823529412,0.20108695652173914,0.19086377047512462,0.125,0.14606741573033707,0.08009708737864078,0.2962962962962963,0.2702702702702703,0.16770186335403728,0.38095238095238093
COG7,0.0,0.25,0.03184454166242751,0.0,0.0056179775280898875,0.01699029126213592,0.0,0.03698435277382646,0.012422360248447204,0.023809523809523808
MIR762HG,0.0,0.06793478260869565,0.008647878726218333,0.0,0.02247191011235955,0.0048543689320388345,0.07407407407407407,0.031294452347083924,0.018633540372670808,0.023809523809523808
GLS,0.17647058823529413,0.15489130434782608,0.19106724997456506,0.125,0.11797752808988764,0.0703883495145631,0.2962962962962963,0.17496443812233287,0.2546583850931677,0.19047619047619047
THRA,0.0,0.125,0.038152406145080885,0.0,0.011235955056179775,0.012135922330097087,0.0,0.00995732574679943,0.012422360248447204,0.0
SIAE,0.0,0.07880434782608696,0.013124427713907824,0.0,0.0,0.0048543689320388345,0.0,0.002844950213371266,0.006211180124223602,0.0
GRHL1,0.0,0.17119565217391305,0.004171329738528844,0.0,0.0,0.0,0.0,0.001422475106685633,0.006211180124223602,0.023809523809523808
DYSF,0.029411764705882353,0.04619565217391304,0.2128395564146912,0.0,0.011235955056179775,0.07766990291262135,0.07407407407407407,0.02275960170697013,0.043478260869565216,0.047619047619047616
MS4A14,0.058823529411764705,0.021739130434782608,0.05595686234611863,0.0,0.0,0.024271844660194174,0.0,0.005689900426742532,0.055900621118012424,0.047619047619047616
HOXB2,0.0,0.07880434782608696,0.0686743310611456,0.0,0.11797752808988764,0.021844660194174758,0.037037037037037035,0.13940256045519203,0.14906832298136646,0.14285714285714285
MACROD1,0.0,0.051630434782608696,0.003967850239088412,0.0,0.0,0.0,0.037037037037037035,0.00995732574679943,0.0,0.0
TRGC2,0.0,0.0,0.0035608912402075492,0.0,0.056179775280898875,0.0024271844660194173,0.037037037037037035,0.051209103840682786,0.006211180124223602,0.0
METTL23,0.08823529411764706,0.14945652173913043,0.06440126157289654,0.0,0.06741573033707865,0.014563106796116505,0.1111111111111111,0.1465149359886202,0.043478260869565216,0.047619047619047616
SERPINF1,0.029411764705882353,0.3016304347826087,0.015769661206633433,0.0,0.0056179775280898875,0.0,0.0,0.01849217638691323,0.18633540372670807,0.47619047619047616
ARF4,0.23529411764705882,0.5108695652173914,0.269813816258012,0.125,0.11235955056179775,0.11893203883495146,0.37037037037037035,0.16073968705547653,0.19254658385093168,0.38095238095238093
ATG16L1,0.0,0.09239130434782608,0.017397497202156883,0.0,0.0056179775280898875,0.0048543689320388345,0.0,0.02275960170697013,0.024844720496894408,0.023809523809523808
BCAP29,0.14705882352941177,0.1875,0.14243564960830196,0.0,0.07865168539325842,0.07281553398058252,0.25925925925925924,0.10810810810810811,0.16770186335403728,0.21428571428571427
NCR3LG1,0.0,0.021739130434782608,0.011191372469223726,0.0,0.011235955056179775,0.007281553398058253,0.0,0.0,0.006211180124223602,0.0
RTCB,0.23529411764705882,0.24456521739130435,0.3572082612676773,0.25,0.0898876404494382,0.12378640776699029,0.25925925925925924,0.15647226173541964,0.2919254658385093,0.19047619047619047
MTBP,0.0,0.04076086956521739,0.002645233492725608,0.0,0.0,0.0,0.037037037037037035,0.017069701280227598,0.0,0.0
JDP2,0.0,0.08695652173913043,0.03835588564452132,0.0,0.0,0.014563106796116505,0.037037037037037035,0.001422475106685633,0.049689440993788817,0.023809523809523808
AC092368.3,0.0,0.005434782608695652,0.003459151490487333,0.0,0.0,0.0024271844660194173,0.0,0.001422475106685633,0.0,0.0
AARS,0.058823529411764705,0.17391304347826086,0.0524977108556313,0.0,0.011235955056179775,0.014563106796116505,0.2222222222222222,0.10810810810810811,0.12422360248447205,0.047619047619047616
AP3S2,0.0,0.07336956521739131,0.024926238681452842,0.0,0.028089887640449437,0.0048543689320388345,0.07407407407407407,0.031294452347083924,0.031055900621118012,0.023809523809523808
VCL,0.029411764705882353,0.22826086956521738,0.04273069488249059,0.0,0.05056179775280899,0.014563106796116505,0.07407407407407407,0.02275960170697013,0.049689440993788817,0.09523809523809523
FAM20B,0.0,0.125,0.032454980160748804,0.0,0.0056179775280898875,0.009708737864077669,0.07407407407407407,0.02275960170697013,0.049689440993788817,0.023809523809523808
COPS4,0.11764705882352941,0.1766304347826087,0.07274392104995421,0.0,0.03932584269662921,0.04854368932038835,0.037037037037037035,0.06685633001422475,0.08695652173913043,0.023809523809523808
EFHB,0.0,0.24456521739130435,0.0010173974972021568,0.0,0.0,0.0,0.0,0.004267425320056899,0.0,0.0
NMB,0.029411764705882353,0.10326086956521739,0.049954217112625904,0.0,0.011235955056179775,0.021844660194174758,0.037037037037037035,0.02418207681365576,0.049689440993788817,0.047619047619047616
SRCAP,0.0,0.035326086956521736,0.013734866212229118,0.0,0.011235955056179775,0.0048543689320388345,0.0,0.008534850640113799,0.018633540372670808,0.023809523809523808
HDX,0.0,0.035326086956521736,0.022586224437887884,0.0,0.011235955056179775,0.0048543689320388345,0.0,0.005689900426742532,0.024844720496894408,0.0
SLC35A5,0.08823529411764706,0.12228260869565218,0.06043341133380812,0.125,0.016853932584269662,0.024271844660194174,0.14814814814814814,0.051209103840682786,0.043478260869565216,0.11904761904761904
DEXI,0.0,0.14402173913043478,0.010987892969783294,0.125,0.033707865168539325,0.0024271844660194173,0.037037037037037035,0.031294452347083924,0.018633540372670808,0.047619047619047616
BORA,0.0,0.03804347826086957,0.011496591718384373,0.0,0.0,0.0024271844660194173,0.0,0.02418207681365576,0.012422360248447204,0.0
AC010226.1,0.058823529411764705,0.021739130434782608,0.011496591718384373,0.0,0.0056179775280898875,0.012135922330097087,0.037037037037037035,0.007112375533428165,0.031055900621118012,0.047619047619047616
PPP1R35,0.0,0.14402173913043478,0.01861837419879947,0.0,0.028089887640449437,0.0024271844660194173,0.1111111111111111,0.04836415362731152,0.018633540372670808,0.023809523809523808
DDIT3,0.17647058823529413,0.21467391304347827,0.2560789500457829,0.125,0.1404494382022472,0.16019417475728157,0.25925925925925924,0.1891891891891892,0.3105590062111801,0.09523809523809523
UBR2,0.08823529411764706,0.21739130434782608,0.09644928273476447,0.0,0.12921348314606743,0.03640776699029126,0.18518518518518517,0.1678520625889047,0.09316770186335403,0.21428571428571427
VMAC,0.0,0.06793478260869565,0.011903550717265236,0.0,0.0056179775280898875,0.0024271844660194173,0.037037037037037035,0.021337126600284494,0.012422360248447204,0.0
VPS26B,0.0,0.17391304347826086,0.0473089836199003,0.0,0.10112359550561797,0.014563106796116505,0.0,0.10668563300142248,0.024844720496894408,0.0
WASHC3,0.14705882352941177,0.2717391304347826,0.15342354257808527,0.125,0.10674157303370786,0.09466019417475728,0.14814814814814814,0.18349928876244664,0.20496894409937888,0.14285714285714285
HDDC3,0.0,0.08967391304347826,0.022993183436768747,0.0,0.033707865168539325,0.0024271844660194173,0.037037037037037035,0.06116642958748222,0.024844720496894408,0.023809523809523808
ITGA4,0.17647058823529413,0.035326086956521736,0.08403703326889816,0.125,0.1797752808988764,0.02912621359223301,0.2962962962962963,0.283072546230441,0.2732919254658385,0.07142857142857142
EXOSC6,0.029411764705882353,0.11956521739130435,0.04517244887577577,0.0,0.056179775280898875,0.0412621359223301,0.18518518518518517,0.07112375533428165,0.043478260869565216,0.07142857142857142
RPS9,0.8235294117647058,0.7663043478260869,0.7603011496591718,0.5,0.6292134831460674,0.5121359223300971,0.7777777777777778,0.7681365576102418,0.8260869565217391,0.9047619047619048
SNRPB,0.17647058823529413,0.28804347826086957,0.29026350595177536,0.125,0.23595505617977527,0.13592233009708737,0.4074074074074074,0.3712660028449502,0.3167701863354037,0.35714285714285715
TNPO1,0.08823529411764706,0.29891304347826086,0.17855326075897854,0.125,0.0898876404494382,0.05825242718446602,0.1111111111111111,0.1166429587482219,0.19254658385093168,0.19047619047619047
SGSM2,0.029411764705882353,0.16032608695652173,0.021670566690405943,0.0,0.028089887640449437,0.019417475728155338,0.037037037037037035,0.029871977240398292,0.012422360248447204,0.023809523809523808
ZNF558,0.0,0.04619565217391304,0.014447044460270628,0.0,0.0,0.007281553398058253,0.0,0.008534850640113799,0.0,0.0
IL4R,0.11764705882352941,0.17391304347826086,0.1602401058093397,0.125,0.16292134831460675,0.05825242718446602,0.0,0.1422475106685633,0.11180124223602485,0.09523809523809523
RHOG,0.4411764705882353,0.21739130434782608,0.5246718893071523,0.375,0.20224719101123595,0.28398058252427183,0.2962962962962963,0.40256045519203415,0.5527950310559007,0.3333333333333333
TGDS,0.029411764705882353,0.11141304347826086,0.031030623664665784,0.0,0.056179775280898875,0.019417475728155338,0.07407407407407407,0.044096728307254626,0.037267080745341616,0.023809523809523808
RELL1,0.0,0.04076086956521739,0.01699053820327602,0.0,0.011235955056179775,0.0048543689320388345,0.037037037037037035,0.034139402560455195,0.012422360248447204,0.047619047619047616
LACTB,0.17647058823529413,0.14130434782608695,0.46810458846271236,0.375,0.10674157303370786,0.2912621359223301,0.4444444444444444,0.13229018492176386,0.4161490683229814,0.30952380952380953
CD8A,0.0,0.002717391304347826,0.005086987486010784,0.0,0.06741573033707865,0.007281553398058253,0.0,0.37980085348506404,0.006211180124223602,0.0
ETF1,0.08823529411764706,0.30978260869565216,0.2359344796011802,0.125,0.08426966292134831,0.12864077669902912,0.14814814814814814,0.11522048364153627,0.20496894409937888,0.19047619047619047
CCDC189,0.058823529411764705,0.25815217391304346,0.0033574117407671176,0.0,0.0,0.0024271844660194173,0.037037037037037035,0.012802275960170697,0.006211180124223602,0.14285714285714285
TM9SF4,0.029411764705882353,0.24456521739130435,0.05727947909248143,0.125,0.033707865168539325,0.02669902912621359,0.037037037037037035,0.05689900426742532,0.055900621118012424,0.11904761904761904
RGS14,0.08823529411764706,0.06521739130434782,0.027266252925017803,0.0,0.0449438202247191,0.007281553398058253,0.0,0.09672830725462304,0.055900621118012424,0.023809523809523808
ERLIN1,0.0,0.21467391304347827,0.028690609421100823,0.0,0.016853932584269662,0.014563106796116505,0.037037037037037035,0.02275960170697013,0.006211180124223602,0.023809523809523808
MGMT,0.14705882352941177,0.45108695652173914,0.07620307254044155,0.0,0.08426966292134831,0.024271844660194174,0.07407407407407407,0.13229018492176386,0.06832298136645963,0.047619047619047616
OST4,0.5882352941176471,0.7853260869565217,0.6843015566181707,0.375,0.5674157303370787,0.5024271844660194,0.6666666666666666,0.7283072546230441,0.6956521739130435,0.6666666666666666
CAND1,0.029411764705882353,0.3342391304347826,0.09065011700071218,0.0,0.09550561797752809,0.0412621359223301,0.07407407407407407,0.11095305832147938,0.13664596273291926,0.14285714285714285
WARS,0.29411764705882354,0.421195652173913,0.5775765591616645,0.0,0.2247191011235955,0.2961165048543689,0.37037037037037035,0.3328591749644381,0.577639751552795,0.23809523809523808
NDRG1,0.0,0.08152173913043478,0.09583884423644318,0.125,0.02247191011235955,0.0703883495145631,0.037037037037037035,0.09103840682788052,0.062111801242236024,0.11904761904761904
GCHFR,0.14705882352941177,0.3423913043478261,0.19004985247736292,0.0,0.1797752808988764,0.12135922330097088,0.18518518518518517,0.24751066856330015,0.06832298136645963,0.07142857142857142
DR1,0.20588235294117646,0.1956521739130435,0.13093905788991758,0.0,0.09550561797752809,0.05339805825242718,0.18518518518518517,0.19772403982930298,0.09316770186335403,0.23809523809523808
ZNF224,0.029411764705882353,0.08423913043478261,0.027774951673618882,0.0,0.033707865168539325,0.01699029126213592,0.07407407407407407,0.051209103840682786,0.031055900621118012,0.07142857142857142
LUZP1,0.0,0.08423913043478261,0.047817682368501375,0.0,0.056179775280898875,0.024271844660194174,0.037037037037037035,0.06827880512091039,0.024844720496894408,0.09523809523809523
ADH5,0.08823529411764706,0.28804347826086957,0.10662325770678605,0.0,0.08426966292134831,0.02669902912621359,0.2222222222222222,0.17496443812233287,0.10559006211180125,0.09523809523809523
HARS,0.058823529411764705,0.13043478260869565,0.04120459863668735,0.0,0.033707865168539325,0.01699029126213592,0.1111111111111111,0.06116642958748222,0.043478260869565216,0.09523809523809523
TRIM34,0.08823529411764706,0.005434782608695652,0.026554074676976295,0.0,0.0,0.009708737864077669,0.0,0.01422475106685633,0.037267080745341616,0.047619047619047616
CHD3,0.0,0.2826086956521739,0.03520195340319463,0.0,0.0898876404494382,0.024271844660194174,0.07407407407407407,0.11806543385490754,0.14906832298136646,0.07142857142857142
YKT6,0.11764705882352941,0.12771739130434784,0.13083731814019736,0.0,0.056179775280898875,0.05339805825242718,0.07407407407407407,0.06258890469416785,0.10559006211180125,0.09523809523809523
PFKP,0.17647058823529413,0.22010869565217392,0.1632922983009462,0.0,0.12921348314606743,0.06067961165048544,0.037037037037037035,0.1678520625889047,0.2111801242236025,0.19047619047619047
SYPL1,0.23529411764705882,0.4375,0.18414894699359038,0.0,0.06741573033707865,0.0703883495145631,0.1111111111111111,0.09388335704125178,0.16770186335403728,0.21428571428571427
PTGR2,0.029411764705882353,0.08152173913043478,0.011293112218943942,0.0,0.0,0.014563106796116505,0.0,0.005689900426742532,0.006211180124223602,0.0
JAG2,0.0,0.06793478260869565,0.0009156577474819412,0.0,0.02247191011235955,0.0,0.0,0.002844950213371266,0.006211180124223602,0.0
KIAA2026,0.029411764705882353,0.14402173913043478,0.06613083731814019,0.0,0.056179775280898875,0.043689320388349516,0.1111111111111111,0.07965860597439545,0.06832298136645963,0.11904761904761904
TYW3,0.058823529411764705,0.1766304347826087,0.06379082307457523,0.0,0.016853932584269662,0.01699029126213592,0.1111111111111111,0.09388335704125178,0.06832298136645963,0.14285714285714285
MAPRE3,0.0,0.21739130434782608,0.006104384983212942,0.125,0.016853932584269662,0.0024271844660194173,0.0,0.004267425320056899,0.006211180124223602,0.0
ITGB5,0.0,0.14402173913043478,0.019025333197680332,0.0,0.0,0.0048543689320388345,0.0,0.002844950213371266,0.012422360248447204,0.0
SND1,0.17647058823529413,0.15217391304347827,0.11374504018720114,0.0,0.06741573033707865,0.05339805825242718,0.2962962962962963,0.08534850640113797,0.11180124223602485,0.21428571428571427
ADO,0.0,0.06793478260869565,0.054532505850035606,0.0,0.016853932584269662,0.024271844660194174,0.0,0.031294452347083924,0.037267080745341616,0.023809523809523808
SNRPD3,0.3235294117647059,0.4673913043478261,0.32729677484993386,0.0,0.2303370786516854,0.1796116504854369,0.3333333333333333,0.3413940256045519,0.3167701863354037,0.5
ZKSCAN8,0.0,0.08423913043478261,0.01414182521110998,0.0,0.02247191011235955,0.0024271844660194173,0.0,0.029871977240398292,0.018633540372670808,0.023809523809523808
TMEM167B,0.08823529411764706,0.15489130434782608,0.11262590294027877,0.125,0.033707865168539325,0.050970873786407765,0.07407407407407407,0.059743954480796585,0.13664596273291926,0.16666666666666666
MADCAM1,0.0,0.01358695652173913,0.002340014243564961,0.0,0.0056179775280898875,0.0024271844660194173,0.0,0.001422475106685633,0.0,0.0
CBX6,0.0,0.22554347826086957,0.067453454064503,0.0,0.011235955056179775,0.02669902912621359,0.037037037037037035,0.02844950213371266,0.14285714285714285,0.14285714285714285
PLK3,0.058823529411764705,0.08695652173913043,0.15362702207752568,0.0,0.03932584269662921,0.07524271844660194,0.07407407407407407,0.06970128022759602,0.09316770186335403,0.07142857142857142
IKZF4,0.0,0.08423913043478261,0.010377454471462001,0.0,0.0,0.0048543689320388345,0.0,0.02702702702702703,0.0,0.023809523809523808
FANCD2,0.0,0.016304347826086956,0.003967850239088412,0.0,0.0056179775280898875,0.0,0.07407407407407407,0.044096728307254626,0.012422360248447204,0.0
AP1S3,0.08823529411764706,0.09782608695652174,0.00874961847593855,0.0,0.016853932584269662,0.0048543689320388345,0.0,0.017069701280227598,0.024844720496894408,0.023809523809523808
PPHLN1,0.11764705882352941,0.19293478260869565,0.07162478380303185,0.0,0.05056179775280899,0.0412621359223301,0.18518518518518517,0.1422475106685633,0.10559006211180125,0.11904761904761904
SDHC,0.17647058823529413,0.4266304347826087,0.1918811679723268,0.0,0.11235955056179775,0.06553398058252427,0.1111111111111111,0.1763869132290185,0.16770186335403728,0.07142857142857142
SKI,0.029411764705882353,0.09782608695652174,0.06602909756841999,0.0,0.10112359550561797,0.024271844660194174,0.1111111111111111,0.11095305832147938,0.024844720496894408,0.0
CARD6,0.0,0.08423913043478261,0.09085359650015261,0.0,0.028089887640449437,0.038834951456310676,0.07407407407407407,0.015647226173541962,0.043478260869565216,0.047619047619047616
ARPP19,0.058823529411764705,0.31521739130434784,0.20917692542476346,0.25,0.1348314606741573,0.06310679611650485,0.25925925925925924,0.19630156472261737,0.22981366459627328,0.23809523809523808
NDUFAF7,0.0,0.04619565217391304,0.017600976701597316,0.0,0.02247191011235955,0.0048543689320388345,0.0,0.031294452347083924,0.024844720496894408,0.023809523809523808
DRG1,0.058823529411764705,0.1766304347826087,0.08485095126665988,0.125,0.06741573033707865,0.021844660194174758,0.037037037037037035,0.11095305832147938,0.10559006211180125,0.09523809523809523
GNAI3,0.14705882352941177,0.2608695652173913,0.278766914233391,0.125,0.11797752808988764,0.12864077669902912,0.18518518518518517,0.18492176386913228,0.2422360248447205,0.23809523809523808
PLP2,0.5,0.2798913043478261,0.23623969885034082,0.25,0.42134831460674155,0.12378640776699029,0.2962962962962963,0.5376955903271693,0.3105590062111801,0.6666666666666666
SMPD3,0.0,0.14402173913043478,0.0017295757452436666,0.0,0.011235955056179775,0.0,0.0,0.004267425320056899,0.006211180124223602,0.40476190476190477
RNF121,0.0,0.04076086956521739,0.030521924916064706,0.0,0.033707865168539325,0.007281553398058253,0.07407407407407407,0.017069701280227598,0.043478260869565216,0.047619047619047616
PAPSS1,0.08823529411764706,0.39402173913043476,0.2503815240614508,0.0,0.0449438202247191,0.0970873786407767,0.14814814814814814,0.09672830725462304,0.12422360248447205,0.09523809523809523
