,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC,pDC
EXTL2,0.02857142857142857,0.1566265060240964,0.1249425815342214,0.0,0.023076923076923078,0.0,0.09090909090909091,0.021406727828746176,0.011764705882352941,0.06060606060606061
QRSL1,0.34285714285714286,0.24096385542168675,0.23702342673403767,0.0,0.06923076923076923,0.0,0.0,0.09072375127421,0.2,0.15151515151515152
FAM172A,0.2857142857142857,0.2891566265060241,0.20670647680293983,0.5,0.13846153846153847,0.0,0.2727272727272727,0.1559633027522936,0.10588235294117647,0.18181818181818182
DNAJC25,0.0,0.1927710843373494,0.26412494258153424,0.0,0.023076923076923078,0.0,0.09090909090909091,0.0254841997961264,0.0,0.030303030303030304
HCST,0.42857142857142855,0.04819277108433735,0.8994028479559026,0.5,0.9384615384615385,0.0,0.2727272727272727,0.8980632008154944,0.5058823529411764,0.5454545454545454
CLEC4E,0.02857142857142857,0.0,0.37942122186495175,0.0,0.007692307692307693,0.0,0.0,0.0030581039755351682,0.023529411764705882,0.0
PSTK,0.0,0.04819277108433735,0.08314193844740468,0.0,0.046153846153846156,0.0,0.0,0.0254841997961264,0.03529411764705882,0.030303030303030304
PSMA4,0.6857142857142857,0.6746987951807228,0.9375287092328893,0.0,0.47692307692307695,0.0,0.45454545454545453,0.4689092762487258,0.7294117647058823,0.6666666666666666
RIC1,0.2571428571428571,0.13253012048192772,0.49517684887459806,0.0,0.16153846153846155,0.0,0.36363636363636365,0.10295616717635066,0.27058823529411763,0.42424242424242425
ZBTB9,0.02857142857142857,0.04819277108433735,0.0316949931097841,0.0,0.023076923076923078,0.0,0.0,0.022426095820591234,0.011764705882352941,0.030303030303030304
ATP5PD,0.6857142857142857,0.7831325301204819,0.9490124023886082,1.0,0.5153846153846153,0.0,0.9090909090909091,0.583078491335372,0.8235294117647058,0.6666666666666666
TLE4,0.42857142857142855,0.3373493975903614,0.48828663298116676,0.0,0.2230769230769231,0.0,0.18181818181818182,0.18246687054026503,0.2235294117647059,0.12121212121212122
TBC1D13,0.0,0.18072289156626506,0.15617822691777675,0.0,0.06153846153846154,0.0,0.18181818181818182,0.05606523955147808,0.18823529411764706,0.45454545454545453
TIMM8B,0.42857142857142855,0.6265060240963856,0.8585209003215434,0.0,0.35384615384615387,0.0,0.8181818181818182,0.3109072375127421,0.5529411764705883,0.5454545454545454
THUMPD3,0.14285714285714285,0.42168674698795183,0.39366100137804316,0.5,0.13076923076923078,0.0,0.09090909090909091,0.12334352701325178,0.09411764705882353,0.09090909090909091
DDX60L,0.6571428571428571,0.3132530120481928,0.9127239320165366,0.5,0.5538461538461539,0.5,0.2727272727272727,0.5107033639143731,0.5294117647058824,0.3939393939393939
LY6G5C,0.0,0.20481927710843373,0.022967386311437757,0.0,0.023076923076923078,0.0,0.0,0.019367991845056064,0.0,0.06060606060606061
HERC3,0.05714285714285714,0.08433734939759036,0.24345429490124024,0.0,0.06153846153846154,0.0,0.09090909090909091,0.08460754332313965,0.07058823529411765,0.12121212121212122
TSTA3,0.22857142857142856,0.37349397590361444,0.3440514469453376,0.0,0.2230769230769231,0.0,0.36363636363636365,0.22120285423037717,0.25882352941176473,0.2727272727272727
TMEM38B,0.2,0.08433734939759036,0.35829122645842904,0.0,0.03076923076923077,0.0,0.0,0.0417940876656473,0.2235294117647059,0.24242424242424243
LPGAT1,0.37142857142857144,0.5542168674698795,0.2797427652733119,0.0,0.3230769230769231,0.0,0.09090909090909091,0.1875637104994903,0.43529411764705883,0.2727272727272727
DDX10,0.14285714285714285,0.14457831325301204,0.25953146531924665,0.0,0.1,0.0,0.0,0.09072375127421,0.12941176470588237,0.12121212121212122
RAD18,0.14285714285714285,0.0963855421686747,0.10335323840146991,0.0,0.06153846153846154,0.0,0.36363636363636365,0.0417940876656473,0.07058823529411765,0.12121212121212122
TSTD3,0.0,0.04819277108433735,0.027101515847496555,0.0,0.038461538461538464,0.0,0.0,0.021406727828746176,0.047058823529411764,0.0
ARF3,0.4,0.6385542168674698,0.7914561322921452,0.5,0.23076923076923078,0.0,0.45454545454545453,0.24770642201834864,0.5411764705882353,0.5151515151515151
OSCAR,0.0,0.0,0.8125861276986679,0.0,0.015384615384615385,0.0,0.0,0.004077471967380225,0.3411764705882353,0.0
TMEM168,0.08571428571428572,0.1927710843373494,0.19246669728984842,0.0,0.12307692307692308,0.0,0.18181818181818182,0.12334352701325178,0.10588235294117647,0.21212121212121213
C11ORF68,0.08571428571428572,0.13253012048192772,0.1998162609095085,0.5,0.06923076923076923,0.0,0.18181818181818182,0.08664627930682976,0.12941176470588237,0.12121212121212122
TRIM38,0.6,0.3373493975903614,0.8456591639871383,0.0,0.4230769230769231,0.0,0.45454545454545453,0.49745158002038736,0.49411764705882355,0.6060606060606061
KIAA1551,0.7428571428571429,0.3855421686746988,0.6063389986219568,0.0,0.6461538461538462,0.0,0.5454545454545454,0.7849133537206932,0.32941176470588235,0.6363636363636364
RNF135,0.17142857142857143,0.26506024096385544,0.6527331189710611,1.0,0.07692307692307693,0.0,0.09090909090909091,0.05402650356778797,0.3176470588235294,0.30303030303030304
TMEM205,0.2857142857142857,0.5783132530120482,0.6747818098300413,0.0,0.08461538461538462,0.0,0.36363636363636365,0.12945973496432212,0.27058823529411763,0.45454545454545453
MRPS9,0.11428571428571428,0.26506024096385544,0.2181901699586587,0.0,0.07692307692307693,0.0,0.18181818181818182,0.13353720693170235,0.12941176470588237,0.12121212121212122
YIPF3,0.42857142857142855,0.5783132530120482,0.647220946256316,0.0,0.3153846153846154,0.0,0.5454545454545454,0.3007135575942915,0.5176470588235295,0.3939393939393939
ZKSCAN1,0.2857142857142857,0.7228915662650602,0.40101056499770327,0.0,0.2,0.0,0.18181818181818182,0.2018348623853211,0.29411764705882354,0.5454545454545454
CBX5,0.37142857142857144,0.5903614457831325,0.19292604501607716,0.0,0.15384615384615385,0.0,0.5454545454545454,0.14984709480122324,0.23529411764705882,0.2727272727272727
OSBPL7,0.11428571428571428,0.0963855421686747,0.01515847496554892,0.0,0.05384615384615385,0.0,0.0,0.06625891946992865,0.07058823529411765,0.06060606060606061
SNHG9,0.11428571428571428,0.2891566265060241,0.15388148828663298,0.0,0.12307692307692308,0.0,0.36363636363636365,0.13353720693170235,0.09411764705882353,0.2727272727272727
MTMR14,0.34285714285714286,0.2289156626506024,0.6531924666972898,0.0,0.18461538461538463,0.0,0.18181818181818182,0.1743119266055046,0.27058823529411763,0.21212121212121213
PHKG2,0.11428571428571428,0.3493975903614458,0.33440514469453375,0.0,0.16153846153846155,0.0,0.18181818181818182,0.13353720693170235,0.27058823529411763,0.42424242424242425
HSD17B12,0.37142857142857144,0.5421686746987951,0.4970142397795131,1.0,0.12307692307692308,0.0,0.6363636363636364,0.08460754332313965,0.4470588235294118,0.30303030303030304
STK11IP,0.11428571428571428,0.27710843373493976,0.13183279742765272,0.0,0.03076923076923077,0.5,0.0,0.045871559633027525,0.07058823529411765,0.09090909090909091
TAF5L,0.02857142857142857,0.1927710843373494,0.11254019292604502,0.0,0.015384615384615385,0.0,0.18181818181818182,0.03771661569826707,0.047058823529411764,0.09090909090909091
PROSER1,0.14285714285714285,0.18072289156626506,0.21221864951768488,0.0,0.12307692307692308,0.0,0.09090909090909091,0.09072375127421,0.07058823529411765,0.09090909090909091
RNASEH2B,0.45714285714285713,0.4578313253012048,0.7225539733578319,0.5,0.3384615384615385,0.0,0.5454545454545454,0.38022426095820594,0.5647058823529412,0.7272727272727273
COG7,0.08571428571428572,0.43373493975903615,0.178226917776757,0.0,0.08461538461538462,0.0,0.09090909090909091,0.06320081549439348,0.08235294117647059,0.18181818181818182
MIR762HG,0.0,0.08433734939759036,0.07303628847037207,0.0,0.03076923076923077,0.0,0.09090909090909091,0.04383282364933741,0.023529411764705882,0.09090909090909091
GLS,0.4857142857142857,0.13253012048192772,0.35691318327974275,0.0,0.2,0.0,0.45454545454545453,0.24260958205912334,0.4823529411764706,0.3939393939393939
THRA,0.0,0.40963855421686746,0.18833256775378962,0.0,0.038461538461538464,0.0,0.0,0.05198776758409786,0.0,0.0
SIAE,0.0,0.1927710843373494,0.045475424896646764,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.030303030303030304
GRHL1,0.0,0.21686746987951808,0.03858520900321544,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.0
DYSF,0.0,0.012048192771084338,0.24115755627009647,0.0,0.0,0.0,0.0,0.004077471967380225,0.023529411764705882,0.0
MS4A14,0.08571428571428572,0.0,0.4129536058796509,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0
HOXB2,0.0,0.060240963855421686,0.31097841065686727,0.5,0.26153846153846155,0.0,0.18181818181818182,0.3037716615698267,0.21176470588235294,0.7575757575757576
MACROD1,0.0,0.3132530120481928,0.15020670647680295,0.0,0.007692307692307693,0.0,0.0,0.017329255861365953,0.011764705882352941,0.0
TRGC2,0.0,0.024096385542168676,0.07487367937528709,0.0,0.24615384615384617,0.0,0.0,0.1763506625891947,0.023529411764705882,0.0
METTL23,0.34285714285714286,0.3373493975903614,0.4552135966926964,0.0,0.3076923076923077,0.0,0.2727272727272727,0.273190621814475,0.2235294117647059,0.42424242424242425
SERPINF1,0.0,0.5301204819277109,0.15296279283417547,0.0,0.0,0.0,0.18181818181818182,0.0030581039755351682,0.4470588235294118,0.9393939393939394
ARF4,0.2571428571428571,0.7108433734939759,0.735415709692237,0.5,0.36923076923076925,0.5,0.18181818181818182,0.27217125382262997,0.4235294117647059,0.5454545454545454
ATG16L1,0.02857142857142857,0.14457831325301204,0.09554432705558108,0.0,0.05384615384615385,0.0,0.09090909090909091,0.08664627930682976,0.023529411764705882,0.12121212121212122
BCAP29,0.14285714285714285,0.39759036144578314,0.5507579237482775,0.0,0.19230769230769232,0.0,0.2727272727272727,0.17023445463812437,0.35294117647058826,0.36363636363636365
NCR3LG1,0.0,0.04819277108433735,0.021589343132751494,0.0,0.007692307692307693,0.0,0.0,0.0030581039755351682,0.023529411764705882,0.0
RTCB,0.7142857142857143,0.40963855421686746,0.8727606798346348,0.5,0.2846153846153846,0.5,0.6363636363636364,0.30275229357798167,0.5764705882352941,0.5757575757575758
MTBP,0.0,0.0963855421686747,0.02847955902618282,0.0,0.007692307692307693,0.0,0.0,0.021406727828746176,0.023529411764705882,0.030303030303030304
JDP2,0.08571428571428572,0.13253012048192772,0.200734956361966,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.0
AC092368.3,0.0,0.024096385542168676,0.026182820395039046,0.0,0.0,0.0,0.0,0.0020387359836901123,0.011764705882352941,0.0
AARS,0.14285714285714285,0.4819277108433735,0.3858520900321543,0.0,0.11538461538461539,0.0,0.36363636363636365,0.1162079510703364,0.3176470588235294,0.15151515151515152
AP3S2,0.08571428571428572,0.20481927710843373,0.3206247129076711,0.0,0.06153846153846154,0.0,0.18181818181818182,0.04994903160040775,0.10588235294117647,0.15151515151515152
VCL,0.08571428571428572,0.1686746987951807,0.10840606338998622,0.0,0.038461538461538464,0.0,0.0,0.03567787971457696,0.10588235294117647,0.3333333333333333
FAM20B,0.02857142857142857,0.10843373493975904,0.14010105649977034,0.0,0.046153846153846156,0.0,0.0,0.03567787971457696,0.11764705882352941,0.12121212121212122
COPS4,0.17142857142857143,0.21686746987951808,0.39412034910427196,0.0,0.13846153846153847,0.5,0.18181818181818182,0.14475025484199797,0.23529411764705882,0.24242424242424243
EFHB,0.0,0.5060240963855421,0.003215434083601286,0.0,0.0,0.0,0.0,0.0020387359836901123,0.0,0.0
NMB,0.02857142857142857,0.18072289156626506,0.3013321084060634,0.0,0.023076923076923078,0.0,0.0,0.022426095820591234,0.023529411764705882,0.09090909090909091
SRCAP,0.02857142857142857,0.08433734939759036,0.09875976113918236,0.0,0.1,0.0,0.18181818181818182,0.06625891946992865,0.08235294117647059,0.030303030303030304
HDX,0.05714285714285714,0.024096385542168676,0.1290767110702802,0.0,0.046153846153846156,0.0,0.0,0.004077471967380225,0.18823529411764706,0.0
SLC35A5,0.14285714285714285,0.1927710843373494,0.28341754708314193,0.0,0.06153846153846154,0.0,0.0,0.07747196738022426,0.12941176470588237,0.30303030303030304
DEXI,0.02857142857142857,0.30120481927710846,0.10381258612769867,0.5,0.06923076923076923,0.0,0.09090909090909091,0.0764525993883792,0.023529411764705882,0.09090909090909091
BORA,0.02857142857142857,0.03614457831325301,0.0840606338998622,0.0,0.023076923076923078,0.0,0.09090909090909091,0.04383282364933741,0.03529411764705882,0.030303030303030304
AC010226.1,0.22857142857142856,0.03614457831325301,0.1157556270096463,0.0,0.007692307692307693,0.5,0.09090909090909091,0.010193679918450561,0.18823529411764706,0.15151515151515152
PPP1R35,0.02857142857142857,0.24096385542168675,0.10289389067524116,0.0,0.1076923076923077,0.0,0.2727272727272727,0.109072375127421,0.058823529411764705,0.09090909090909091
DDIT3,0.22857142857142856,0.26506024096385544,0.7234726688102894,0.0,0.2846153846153846,0.5,0.2727272727272727,0.13149847094801223,0.25882352941176473,0.030303030303030304
UBR2,0.17142857142857143,0.43373493975903615,0.4267340376665136,0.0,0.26153846153846155,0.0,0.36363636363636365,0.31396534148827726,0.23529411764705882,0.6666666666666666
VMAC,0.08571428571428572,0.12048192771084337,0.09416628387689481,0.0,0.046153846153846156,0.0,0.09090909090909091,0.05198776758409786,0.08235294117647059,0.0
VPS26B,0.14285714285714285,0.27710843373493976,0.4180064308681672,0.0,0.13076923076923078,0.0,0.18181818181818182,0.2130479102956167,0.09411764705882353,0.36363636363636365
WASHC3,0.42857142857142855,0.4578313253012048,0.6605420303169499,0.0,0.24615384615384617,0.0,0.18181818181818182,0.26809378185524974,0.43529411764705883,0.42424242424242425
HDDC3,0.17142857142857143,0.26506024096385544,0.3679375287092329,0.0,0.12307692307692308,0.0,0.18181818181818182,0.11926605504587157,0.12941176470588237,0.12121212121212122
ITGA4,0.6857142857142857,0.024096385542168676,0.2535599448782728,1.0,0.5846153846153846,0.0,0.45454545454545453,0.7104994903160041,0.6588235294117647,0.6363636363636364
EXOSC6,0.14285714285714285,0.3373493975903614,0.20716582452916857,0.0,0.08461538461538462,0.0,0.18181818181818182,0.0764525993883792,0.16470588235294117,0.12121212121212122
RPS9,1.0,0.9518072289156626,0.9784106568672485,1.0,0.9615384615384616,0.0,1.0,0.9724770642201835,0.9764705882352941,1.0
SNRPB,0.8571428571428571,0.7108433734939759,0.8732200275608636,0.0,0.6384615384615384,0.0,0.36363636363636365,0.6024464831804281,0.6705882352941176,0.6666666666666666
TNPO1,0.34285714285714286,0.42168674698795183,0.6600826825907212,0.5,0.12307692307692308,0.0,0.36363636363636365,0.2038735983690112,0.3764705882352941,0.3939393939393939
SGSM2,0.02857142857142857,0.3373493975903614,0.11988975654570509,0.0,0.023076923076923078,0.0,0.0,0.03873598369011213,0.047058823529411764,0.06060606060606061
ZNF558,0.0,0.04819277108433735,0.0666054203031695,0.0,0.046153846153846156,0.0,0.0,0.023445463812436288,0.023529411764705882,0.06060606060606061
IL4R,0.08571428571428572,0.30120481927710846,0.42076251722553976,0.0,0.19230769230769232,0.0,0.0,0.11314984709480122,0.29411764705882354,0.12121212121212122
RHOG,0.6,0.2289156626506024,0.9242076251722554,0.5,0.46153846153846156,0.0,0.2727272727272727,0.5596330275229358,0.8117647058823529,0.42424242424242425
TGDS,0.14285714285714285,0.20481927710843373,0.21773082223242995,0.0,0.08461538461538462,0.0,0.09090909090909091,0.09378185524974515,0.15294117647058825,0.09090909090909091
RELL1,0.0,0.14457831325301204,0.06568672485071199,0.0,0.12307692307692308,0.0,0.18181818181818182,0.08970438328236494,0.023529411764705882,0.30303030303030304
LACTB,0.4857142857142857,0.13253012048192772,0.8723013321084061,0.5,0.2076923076923077,0.5,0.2727272727272727,0.08970438328236494,0.6470588235294118,0.18181818181818182
CD8A,0.0,0.03614457831325301,0.021589343132751494,0.0,0.4,0.0,0.0,0.7166156982670744,0.023529411764705882,0.0
ETF1,0.2,0.5421686746987951,0.6881028938906752,0.0,0.13846153846153847,0.5,0.45454545454545453,0.1743119266055046,0.35294117647058826,0.36363636363636365
CCDC189,0.0,0.4939759036144578,0.03858520900321544,0.0,0.03076923076923077,0.0,0.36363636363636365,0.009174311926605505,0.058823529411764705,0.36363636363636365
TM9SF4,0.2571428571428571,0.46987951807228917,0.4281120808451998,0.0,0.1076923076923077,0.5,0.2727272727272727,0.15188583078491336,0.16470588235294117,0.18181818181818182
RGS14,0.11428571428571428,0.24096385542168675,0.13458888378502526,0.0,0.14615384615384616,0.0,0.18181818181818182,0.254841997961264,0.058823529411764705,0.12121212121212122
ERLIN1,0.11428571428571428,0.42168674698795183,0.35002296738631145,0.0,0.038461538461538464,0.0,0.0,0.05402650356778797,0.047058823529411764,0.030303030303030304
MGMT,0.45714285714285713,0.6506024096385542,0.6527331189710611,0.0,0.24615384615384617,0.0,0.45454545454545453,0.24566768603465852,0.3058823529411765,0.2727272727272727
OST4,0.8857142857142857,0.8192771084337349,0.9655489205328434,1.0,0.8538461538461538,0.5,1.0,0.8837920489296636,0.8588235294117647,0.9696969696969697
CAND1,0.4,0.42168674698795183,0.377124483233808,0.0,0.2230769230769231,0.0,0.36363636363636365,0.28440366972477066,0.32941176470588235,0.3939393939393939
WARS,0.45714285714285713,0.6144578313253012,0.8571428571428571,0.5,0.2846153846153846,0.0,0.36363636363636365,0.22120285423037717,0.7647058823529411,0.2727272727272727
NDRG1,0.02857142857142857,0.0963855421686747,0.2039503904455673,0.0,0.06153846153846154,0.0,0.09090909090909091,0.14271151885830785,0.15294117647058825,0.2727272727272727
GCHFR,0.22857142857142856,0.4939759036144578,0.8470372071658245,0.5,0.14615384615384616,0.5,0.09090909090909091,0.21712538226299694,0.047058823529411764,0.24242424242424243
DR1,0.42857142857142855,0.3855421686746988,0.6049609554432706,0.5,0.43846153846153846,0.5,0.2727272727272727,0.3659531090723751,0.4117647058823529,0.5151515151515151
ZNF224,0.2,0.20481927710843373,0.28341754708314193,0.0,0.16153846153846155,0.0,0.2727272727272727,0.18042813455657492,0.16470588235294117,0.30303030303030304
LUZP1,0.05714285714285714,0.2289156626506024,0.39825447864033076,0.0,0.16923076923076924,0.0,0.18181818181818182,0.1743119266055046,0.27058823529411763,0.15151515151515152
ADH5,0.2857142857142857,0.4457831325301205,0.737253100597152,1.0,0.36153846153846153,0.0,0.36363636363636365,0.37920489296636084,0.47058823529411764,0.3333333333333333
HARS,0.2857142857142857,0.3373493975903614,0.33440514469453375,0.0,0.19230769230769232,0.0,0.2727272727272727,0.145769622833843,0.25882352941176473,0.2727272727272727
TRIM34,0.02857142857142857,0.024096385542168676,0.20211299954065226,0.0,0.046153846153846156,0.0,0.09090909090909091,0.06829765545361875,0.17647058823529413,0.12121212121212122
CHD3,0.14285714285714285,0.4939759036144578,0.11208084519981626,0.5,0.16923076923076924,0.0,0.36363636363636365,0.26299694189602446,0.36470588235294116,0.42424242424242425
YKT6,0.11428571428571428,0.20481927710843373,0.3968764354616445,0.0,0.13076923076923078,0.0,0.2727272727272727,0.12538226299694188,0.2235294117647059,0.2727272727272727
PFKP,0.3142857142857143,0.46987951807228917,0.3449701423977951,0.5,0.16923076923076924,0.0,0.2727272727272727,0.23547400611620795,0.18823529411764706,0.30303030303030304
SYPL1,0.5714285714285714,0.6506024096385542,0.5544327055581075,0.0,0.2,0.0,0.09090909090909091,0.19164118246687054,0.1411764705882353,0.36363636363636365
PTGR2,0.02857142857142857,0.24096385542168675,0.13367018833256775,0.0,0.007692307692307693,0.0,0.0,0.004077471967380225,0.023529411764705882,0.0
JAG2,0.0,0.26506024096385544,0.0022967386311437757,0.0,0.007692307692307693,0.0,0.0,0.011213047910295617,0.0,0.0
KIAA2026,0.11428571428571428,0.3855421686746988,0.29260450160771706,0.0,0.13846153846153847,0.0,0.09090909090909091,0.14475025484199797,0.21176470588235294,0.15151515151515152
TYW3,0.2571428571428571,0.3253012048192771,0.44418925126320624,0.0,0.16923076923076924,0.0,0.09090909090909091,0.1488277268093782,0.24705882352941178,0.18181818181818182
MAPRE3,0.0,0.5903614457831325,0.08589802480477722,0.0,0.0,0.0,0.0,0.0050968399592252805,0.011764705882352941,0.0
ITGB5,0.0,0.20481927710843373,0.3022508038585209,0.0,0.0,0.0,0.0,0.0010193679918450561,0.0,0.0
SND1,0.5714285714285714,0.3493975903614458,0.5911805236564079,0.0,0.23076923076923078,0.0,0.5454545454545454,0.25382262996941896,0.49411764705882355,0.6666666666666666
ADO,0.08571428571428572,0.07228915662650602,0.19384474046853467,0.5,0.06153846153846154,0.0,0.0,0.03771661569826707,0.07058823529411765,0.09090909090909091
SNRPD3,0.6,0.6626506024096386,0.8277446026642168,0.5,0.5461538461538461,0.0,0.5454545454545454,0.5198776758409785,0.6235294117647059,0.6363636363636364
ZKSCAN8,0.05714285714285714,0.12048192771084337,0.11070280202112999,0.0,0.06153846153846154,0.0,0.0,0.047910295616717634,0.058823529411764705,0.06060606060606061
TMEM167B,0.11428571428571428,0.25301204819277107,0.4212218649517685,0.0,0.15384615384615385,0.0,0.09090909090909091,0.11824668705402651,0.23529411764705882,0.36363636363636365
MADCAM1,0.02857142857142857,0.04819277108433735,0.030776297657326597,0.0,0.0,0.0,0.0,0.011213047910295617,0.0,0.0
CBX6,0.08571428571428572,0.39759036144578314,0.3578318787322003,0.0,0.13846153846153847,0.5,0.2727272727272727,0.12844036697247707,0.4823529411764706,0.48484848484848486
PLK3,0.08571428571428572,0.03614457831325301,0.2985760220486909,0.0,0.06923076923076923,0.5,0.0,0.10091743119266056,0.08235294117647059,0.0
IKZF4,0.0,0.1566265060240964,0.05604042259990813,0.0,0.007692307692307693,0.0,0.0,0.019367991845056064,0.011764705882352941,0.030303030303030304
FANCD2,0.05714285714285714,0.012048192771084338,0.04731281580156178,0.0,0.015384615384615385,0.0,0.18181818181818182,0.03669724770642202,0.058823529411764705,0.09090909090909091
AP1S3,0.11428571428571428,0.12048192771084337,0.022048690858980247,0.0,0.046153846153846156,0.0,0.0,0.022426095820591234,0.08235294117647059,0.15151515151515152
PPHLN1,0.37142857142857144,0.37349397590361444,0.4340836012861736,0.5,0.2692307692307692,0.0,0.36363636363636365,0.2884811416921509,0.4588235294117647,0.42424242424242425
SDHC,0.45714285714285713,0.7228915662650602,0.7671107028020211,1.0,0.4153846153846154,0.0,0.45454545454545453,0.3547400611620795,0.4470588235294118,0.5454545454545454
SKI,0.05714285714285714,0.20481927710843373,0.44832338079926504,0.0,0.09230769230769231,0.0,0.0,0.13557594291539246,0.047058823529411764,0.0
CARD6,0.02857142857142857,0.13253012048192772,0.378961874138723,0.5,0.046153846153846156,0.0,0.09090909090909091,0.04281345565749235,0.15294117647058825,0.09090909090909091
ARPP19,0.4,0.4939759036144578,0.5893431327514929,0.0,0.27692307692307694,0.5,0.5454545454545454,0.3251783893985729,0.5529411764705883,0.42424242424242425
NDUFAF7,0.08571428571428572,0.10843373493975904,0.12769866789159393,0.0,0.1076923076923077,0.0,0.09090909090909091,0.06829765545361875,0.09411764705882353,0.09090909090909091
DRG1,0.17142857142857143,0.37349397590361444,0.4418925126320625,0.0,0.12307692307692308,0.0,0.2727272727272727,0.18246687054026503,0.23529411764705882,0.21212121212121213
GNAI3,0.3142857142857143,0.3253012048192771,0.6793752870923289,0.0,0.27692307692307694,0.0,0.36363636363636365,0.36289500509684,0.5294117647058824,0.45454545454545453
PLP2,0.5714285714285714,0.39759036144578314,0.6963711529627928,0.5,0.6153846153846154,0.0,0.6363636363636364,0.691131498470948,0.3411764705882353,0.9696969696969697
SMPD3,0.02857142857142857,0.3493975903614458,0.010564997703261369,0.0,0.03076923076923077,0.0,0.36363636363636365,0.040774719673802244,0.011764705882352941,0.9393939393939394
RNF121,0.17142857142857143,0.1566265060240964,0.2223242994947175,0.0,0.046153846153846156,0.0,0.2727272727272727,0.08154943934760449,0.16470588235294117,0.18181818181818182
PAPSS1,0.3142857142857143,0.5903614457831325,0.5934772622875517,0.5,0.12307692307692308,0.0,0.2727272727272727,0.1345565749235474,0.29411764705882354,0.15151515151515152
TMEM19,0.2857142857142857,0.2289156626506024,0.5112540192926045,0.0,0.08461538461538462,0.0,0.2727272727272727,0.05198776758409786,0.2235294117647059,0.5151515151515151
ATP6V0C,0.6571428571428571,0.7469879518072289,0.9632521819016996,1.0,0.6153846153846154,0.0,0.7272727272727273,0.5769622833843018,0.8352941176470589,0.9696969696969697
TLR4,0.0,0.024096385542168676,0.7262287551676619,0.5,0.015384615384615385,0.0,0.0,0.0010193679918450561,0.058823529411764705,0.030303030303030304
NSUN2,0.22857142857142856,0.27710843373493976,0.36839687643546165,0.5,0.2230769230769231,0.0,0.09090909090909091,0.21916411824668705,0.23529411764705882,0.24242424242424243
BRCC3,0.2,0.3373493975903614,0.36426274689940286,0.0,0.09230769230769231,0.0,0.18181818181818182,0.1111111111111111,0.12941176470588237,0.21212121212121213
TNKS,0.17142857142857143,0.3493975903614458,0.1874138723013321,0.0,0.13076923076923078,0.0,0.09090909090909091,0.12028542303771661,0.10588235294117647,0.15151515151515152
SUMF2,0.2571428571428571,0.5542168674698795,0.5953146531924667,0.0,0.2076923076923077,0.0,0.2727272727272727,0.2415902140672783,0.24705882352941178,0.48484848484848486
FZD3,0.0,0.3253012048192771,0.0018373909049150207,0.0,0.015384615384615385,0.0,0.09090909090909091,0.013251783893985729,0.023529411764705882,0.30303030303030304
