,B,Epithelial,Macrophages,NK,T,mDC,pDC
TMED10,0.0,0.45454545454545453,0.3577993201561123,0.0,0.32075471698113206,0.23478260869565218,0.0
RABEPK,0.0,0.030303030303030304,0.02442402115069873,0.0,0.09433962264150944,0.008695652173913044,0.3333333333333333
FAAP24,0.0,0.0,0.008309203071887197,0.0,0.018867924528301886,0.008695652173913044,0.0
SLC35D1,0.0,0.0,0.010323555331738638,0.0,0.0,0.0,0.0
CCDC170,0.0,0.36363636363636365,0.04305677955432456,0.0,0.0,0.008695652173913044,0.0
LINC01588,0.0,0.06060606060606061,0.008560997104368626,0.0,0.03773584905660377,0.008695652173913044,0.0
SMIM7,0.0,0.15151515151515152,0.1284149565655294,0.0,0.1320754716981132,0.05217391304347826,0.0
PIGX,0.0,0.09090909090909091,0.03802089890469596,0.0,0.09433962264150944,0.02608695652173913,0.0
TOP3A,0.0,0.0,0.012715598640312225,0.0,0.03773584905660377,0.008695652173913044,0.0
AP002495.2,0.0,0.030303030303030304,0.005161777665869319,0.0,0.018867924528301886,0.0,0.0
KAT2B,0.0,0.030303030303030304,0.018884552436107264,0.0,0.03773584905660377,0.02608695652173913,0.0
ZNF862,0.0,0.0,0.0031474254060178774,0.0,0.0,0.0,0.0
FEM1A,0.0,0.06060606060606061,0.02467581518318016,0.0,0.05660377358490566,0.0,0.0
TNFAIP6,0.0,0.06060606060606061,0.023290948004532293,0.0,0.0,0.0,0.0
STAT3,0.4,0.06060606060606061,0.09379327709933274,1.0,0.05660377358490566,0.034782608695652174,0.0
ATMIN,0.0,0.0,0.042930882538083845,0.0,0.05660377358490566,0.034782608695652174,0.0
CNNM4,0.0,0.06060606060606061,0.011708422510386503,0.0,0.0,0.008695652173913044,0.0
NDFIP1,0.2,0.21212121212121213,0.18972680347475765,0.0,0.2641509433962264,0.13043478260869565,0.0
VPS29,0.4,0.36363636363636365,0.4191111670653406,1.0,0.5471698113207547,0.22608695652173913,0.0
WDR7,0.0,0.0,0.029963489865290193,0.0,0.03773584905660377,0.008695652173913044,0.0
AC005261.1,0.0,0.09090909090909091,0.036258340677325945,0.0,0.018867924528301886,0.02608695652173913,0.0
PNMA1,0.0,0.06060606060606061,0.019639934533551555,0.0,0.018867924528301886,0.0,0.0
GMPR,0.0,0.0,0.024046330101976585,0.0,0.03773584905660377,0.008695652173913044,0.0
CMAS,0.0,0.18181818181818182,0.07478282764698477,0.0,0.1509433962264151,0.0782608695652174,0.0
ZNF486,0.0,0.0,0.006546644844517185,0.0,0.0,0.0,0.0
ERF,0.0,0.06060606060606061,0.012086113559108649,0.0,0.0,0.0,0.3333333333333333
KCNE3,0.0,0.3333333333333333,0.1617776658693189,0.0,0.20754716981132076,0.06086956521739131,0.0
SKP2,0.2,0.030303030303030304,0.013345083721515801,0.0,0.018867924528301886,0.008695652173913044,0.0
AC068888.1,0.0,0.030303030303030304,0.002517940324814302,0.0,0.0,0.0,0.0
SHLD3,0.0,0.0,0.0047840866171471735,0.0,0.0,0.0,0.0
ETFRF1,0.0,0.030303030303030304,0.06345209618532041,0.0,0.16981132075471697,0.02608695652173913,0.0
SAMD9,0.0,0.030303030303030304,0.07314616643585548,0.0,0.09433962264150944,0.034782608695652174,0.0
APOM,0.0,0.030303030303030304,0.010953040412942214,0.0,0.0,0.008695652173913044,0.0
PSMF1,0.2,0.12121212121212122,0.12866675059801083,0.0,0.11320754716981132,0.08695652173913043,0.0
TAX1BP3,0.0,0.06060606060606061,0.09908095178144279,0.0,0.05660377358490566,0.043478260869565216,0.0
RCC2,0.0,0.09090909090909091,0.038398589953418105,0.0,0.07547169811320754,0.043478260869565216,0.0
TMEM251,0.0,0.030303030303030304,0.12929623567921442,0.0,0.16981132075471697,0.043478260869565216,0.3333333333333333
ABHD17C,0.0,0.030303030303030304,0.0010071761299257208,0.0,0.0,0.0,0.0
MAP1LC3B,0.2,0.2727272727272727,0.29132569558101473,0.0,0.18867924528301888,0.09565217391304348,0.3333333333333333
XAF1,0.0,0.030303030303030304,0.087498426287297,0.0,0.16981132075471697,0.008695652173913044,0.3333333333333333
TSGA10,0.0,0.12121212121212122,0.003902807503462168,0.0,0.0,0.0,0.0
SRGAP1,0.0,0.030303030303030304,0.0021402492760921564,0.0,0.0,0.008695652173913044,0.0
PRKX,0.2,0.030303030303030304,0.024298124134458015,0.0,0.07547169811320754,0.017391304347826087,0.0
IRF6,0.0,0.12121212121212122,0.0016366612111292963,0.0,0.0,0.008695652173913044,0.0
ARPIN,0.0,0.030303030303030304,0.07113181417600403,0.0,0.11320754716981132,0.043478260869565216,0.0
ATXN1,0.0,0.12121212121212122,0.10474631751227496,0.0,0.11320754716981132,0.043478260869565216,0.0
HOPX,0.0,0.06060606060606061,0.0007553820974442906,0.0,0.018867924528301886,0.0,0.0
ZNF525,0.0,0.0,0.009190482185572202,0.0,0.0,0.0,0.0
PLS1,0.0,0.24242424242424243,0.0006294850812035755,0.0,0.0,0.0,0.0
NDUFAF4,0.0,0.030303030303030304,0.06647362457509758,0.0,0.1509433962264151,0.05217391304347826,0.0
NCL,0.6,0.5757575757575758,0.43459650006294853,0.0,0.6415094339622641,0.25217391304347825,1.0
NUBP1,0.0,0.030303030303030304,0.08107767845902052,0.0,0.05660377358490566,0.05217391304347826,0.0
SLC43A2,0.2,0.06060606060606061,0.06899156489991187,0.0,0.018867924528301886,0.008695652173913044,0.0
PLCL2,0.0,0.0,0.010701246380460784,0.0,0.0,0.0,0.0
TRAF3IP2,0.0,0.030303030303030304,0.023165050988291577,0.0,0.0,0.008695652173913044,0.0
ARHGEF5,0.0,0.0,0.005539468714591464,0.0,0.0,0.0,0.0
QRICH1,0.0,0.0,0.03160015107641949,0.0,0.05660377358490566,0.008695652173913044,0.0
AC008915.2,0.0,0.2727272727272727,0.00868689412060934,0.0,0.0,0.008695652173913044,0.0
GTPBP6,0.0,0.06060606060606061,0.02794913760543875,0.0,0.018867924528301886,0.008695652173913044,0.0
DENND5A,0.0,0.15151515151515152,0.14566284779050737,1.0,0.1509433962264151,0.0782608695652174,0.0
EPDR1,0.0,0.030303030303030304,0.005917159763313609,0.0,0.0,0.0,0.0
C12ORF66,0.0,0.0,0.007427923958202191,0.0,0.018867924528301886,0.0,0.0
MRPS12,0.2,0.0,0.10210248017121994,0.0,0.09433962264150944,0.05217391304347826,0.0
TCF7L1,0.0,0.0,0.006798438876998615,0.0,0.0,0.017391304347826087,0.3333333333333333
NEK4,0.0,0.21212121212121213,0.023290948004532293,0.0,0.03773584905660377,0.0,0.0
UQCC2,0.0,0.24242424242424243,0.24713584288052373,0.0,0.16981132075471697,0.1391304347826087,0.3333333333333333
NAPEPLD,0.0,0.0,0.011834319526627219,0.0,0.0,0.008695652173913044,0.0
CKAP5,0.0,0.030303030303030304,0.03361450333627093,0.0,0.018867924528301886,0.017391304347826087,0.0
AP2S1,0.2,0.3939393939393939,0.6039279869067103,1.0,0.7547169811320755,0.4434782608695652,0.6666666666666666
C15ORF39,0.2,0.06060606060606061,0.023668639053254437,0.0,0.018867924528301886,0.02608695652173913,0.0
MYO19,0.0,0.0,0.016492509127533677,0.0,0.07547169811320754,0.008695652173913044,0.0
ZFPM1,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0
ETFB,0.2,0.15151515151515152,0.20546393050484704,0.0,0.32075471698113206,0.12173913043478261,0.3333333333333333
NFATC2,0.0,0.0,0.0016366612111292963,0.0,0.0,0.0,0.0
EPS15,0.2,0.09090909090909091,0.10348734734986781,0.0,0.09433962264150944,0.02608695652173913,0.3333333333333333
ZNF616,0.0,0.030303030303030304,0.014981744932645097,0.0,0.0,0.008695652173913044,0.0
CLASP2,0.2,0.15151515151515152,0.03990935414830669,0.0,0.07547169811320754,0.034782608695652174,0.0
RPA2,0.0,0.030303030303030304,0.08900919048218557,0.0,0.1509433962264151,0.05217391304347826,0.0
TRDMT1,0.0,0.030303030303030304,0.009945864283016493,0.0,0.0,0.0,0.0
TPST2,0.0,0.0,0.07390154853329976,0.0,0.018867924528301886,0.02608695652173913,0.0
UBE2V1,0.0,0.0,0.0926602039531663,0.0,0.11320754716981132,0.034782608695652174,0.0
PIN4,0.2,0.21212121212121213,0.23504972932141507,0.0,0.22641509433962265,0.1391304347826087,0.3333333333333333
RASGRP2,0.0,0.06060606060606061,0.07213899030592975,0.0,0.07547169811320754,0.02608695652173913,0.0
PDIA4,0.2,0.06060606060606061,0.17298250031474255,0.0,0.1320754716981132,0.06086956521739131,0.0
CTDSPL2,0.0,0.06060606060606061,0.03285912123882664,0.0,0.0,0.017391304347826087,0.0
GRK3,0.0,0.09090909090909091,0.11960216542867934,0.0,0.11320754716981132,0.043478260869565216,0.3333333333333333
LIN7C,0.0,0.030303030303030304,0.0508623945612489,0.0,0.018867924528301886,0.02608695652173913,0.3333333333333333
CGRRF1,0.0,0.030303030303030304,0.035754752612363085,0.0,0.05660377358490566,0.05217391304347826,0.0
NPIPB4,0.0,0.0,0.005539468714591464,0.0,0.0,0.0,0.0
KATNA1,0.0,0.09090909090909091,0.024801712199420872,0.0,0.07547169811320754,0.02608695652173913,0.0
TARS2,0.0,0.06060606060606061,0.026564270426790885,0.0,0.03773584905660377,0.02608695652173913,0.0
SPRYD4,0.0,0.0,0.030844768978975198,0.0,0.03773584905660377,0.017391304347826087,0.0
ATG16L2,0.0,0.0,0.0642074782827647,0.0,0.09433962264150944,0.02608695652173913,0.0
ZFAS1,0.8,0.5454545454545454,0.6444668261362205,1.0,0.5849056603773585,0.5826086956521739,0.6666666666666666
VMP1,0.0,0.30303030303030304,0.34495782449955936,1.0,0.39622641509433965,0.1826086956521739,0.6666666666666666
SIAH2,0.2,0.06060606060606061,0.01775147928994083,0.0,0.03773584905660377,0.008695652173913044,0.0
NDUFA12,0.4,0.18181818181818182,0.24990557723781948,0.0,0.2641509433962264,0.25217391304347825,0.3333333333333333
HNRNPM,0.2,0.45454545454545453,0.28402366863905326,0.0,0.4528301886792453,0.20869565217391303,0.3333333333333333
TCTEX1D2,0.0,0.5757575757575758,0.01384867178647866,0.0,0.0,0.0,0.0
VPS33B,0.0,0.030303030303030304,0.01435225985144152,0.0,0.018867924528301886,0.0,0.0
OTUD5,0.0,0.06060606060606061,0.029837592849049476,0.0,0.018867924528301886,0.008695652173913044,0.0
GSTT2B,0.0,0.0,0.004532292584665743,0.0,0.0,0.0,0.0
VARS2,0.0,0.0,0.016240715095052247,0.0,0.03773584905660377,0.008695652173913044,0.0
RALGAPA1,0.0,0.09090909090909091,0.0333627093037895,0.0,0.07547169811320754,0.0,0.0
PYCR3,0.0,0.0,0.002643837341055017,0.0,0.018867924528301886,0.0,0.0
AL117335.1,0.0,0.0,0.0066725418607579004,0.0,0.018867924528301886,0.0,0.0
CXADR,0.0,0.15151515151515152,0.007050232909480045,0.0,0.0,0.0,0.0
NOC4L,0.2,0.030303030303030304,0.031096563011456628,0.0,0.03773584905660377,0.02608695652173913,0.3333333333333333
KIF21B,0.4,0.0,0.003902807503462168,0.0,0.0,0.0,0.0
MAPK3,0.0,0.030303030303030304,0.016492509127533677,0.0,0.03773584905660377,0.017391304347826087,0.0
COX7C,1.0,0.9393939393939394,0.943849930756641,1.0,0.9056603773584906,0.8956521739130435,1.0
SF3B6,0.0,0.45454545454545453,0.28880775525620045,0.0,0.41509433962264153,0.22608695652173913,0.0
MARCKSL1,0.2,0.06060606060606061,0.003902807503462168,0.0,0.0,0.02608695652173913,0.0
ABCD3,0.0,0.30303030303030304,0.03134835704393806,0.0,0.03773584905660377,0.017391304347826087,0.0
EIF3E,0.6,0.30303030303030304,0.6842502832682865,0.0,0.660377358490566,0.5478260869565217,0.6666666666666666
RNF138,0.0,0.030303030303030304,0.025557094296865163,0.0,0.07547169811320754,0.017391304347826087,0.0
ZFP69,0.0,0.0,0.002895631373536447,0.0,0.0,0.0,0.0
MAP4K3,0.0,0.12121212121212122,0.02593478534558731,0.0,0.07547169811320754,0.0,0.0
FICD,0.0,0.030303030303030304,0.015737127030089386,0.0,0.018867924528301886,0.008695652173913044,0.0
CDK10,0.0,0.030303030303030304,0.030215283897771623,0.0,0.03773584905660377,0.017391304347826087,0.0
AL117339.5,0.0,0.0,0.017247891224977968,0.0,0.03773584905660377,0.0,0.0
SERPINB1,0.2,0.3939393939393939,0.30089386881530905,0.0,0.3018867924528302,0.2,0.6666666666666666
KLHL17,0.0,0.0,0.0017625582273700113,0.0,0.0,0.0,0.0
CEP95,0.0,0.09090909090909091,0.01712199420873725,0.0,0.018867924528301886,0.017391304347826087,0.0
PNPLA4,0.0,0.06060606060606061,0.052750849804859626,0.0,0.07547169811320754,0.034782608695652174,0.0
SEC24B,0.0,0.030303030303030304,0.030341180914012337,0.0,0.07547169811320754,0.0,0.3333333333333333
ZNF18,0.0,0.0,0.005539468714591464,0.0,0.018867924528301886,0.008695652173913044,0.0
MXRA7,0.0,0.15151515151515152,0.005287674682110034,0.0,0.0,0.0,0.0
UBE2J2,0.0,0.09090909090909091,0.052750849804859626,0.0,0.07547169811320754,0.008695652173913044,0.0
NUDT19,0.0,0.06060606060606061,0.03688782575852952,0.0,0.03773584905660377,0.008695652173913044,0.0
RNF20,0.0,0.0,0.05489109908095178,1.0,0.05660377358490566,0.008695652173913044,0.0
OLR1,0.4,0.5151515151515151,0.7434218809014226,1.0,0.7735849056603774,0.5130434782608696,1.0
RPS20,0.8,1.0,0.9937051491879643,1.0,1.0,1.0,1.0
GPHN,0.0,0.0,0.008435100088127912,0.0,0.018867924528301886,0.0,0.0
EIF4A1,0.2,0.2727272727272727,0.22925846657434218,0.0,0.1509433962264151,0.13043478260869565,0.0
WSB2,0.0,0.030303030303030304,0.06395568425028327,0.0,0.09433962264150944,0.008695652173913044,0.3333333333333333
ZBTB46,0.0,0.06060606060606061,0.001258970162407151,0.0,0.0,0.017391304347826087,0.0
SYMPK,0.0,0.09090909090909091,0.042427294473120984,0.0,0.09433962264150944,0.017391304347826087,0.0
CCDC117,0.0,0.09090909090909091,0.030341180914012337,0.0,0.03773584905660377,0.017391304347826087,0.0
HPS4,0.0,0.06060606060606061,0.05476520206471107,0.0,0.03773584905660377,0.05217391304347826,0.3333333333333333
FAM149B1,0.0,0.030303030303030304,0.01233790759159008,0.0,0.05660377358490566,0.0,0.0
HADH,0.0,0.18181818181818182,0.13395442528012086,0.0,0.22641509433962265,0.02608695652173913,0.0
CCT7,0.2,0.21212121212121213,0.11481807881153216,0.0,0.16981132075471697,0.10434782608695652,0.0
TRIM2,0.0,0.15151515151515152,0.0005035880649628604,0.0,0.0,0.0,0.0
RILP,0.0,0.030303030303030304,0.07302026941961476,0.0,0.018867924528301886,0.02608695652173913,0.0
ACYP2,0.2,0.18181818181818182,0.1475513030341181,0.0,0.2641509433962264,0.08695652173913043,0.0
ZNF865,0.0,0.0,0.011582525494145788,0.0,0.0,0.008695652173913044,0.0
SELENOM,0.2,0.2727272727272727,0.14163414327080448,0.0,0.018867924528301886,0.06956521739130435,0.6666666666666666
VCAN,0.0,0.030303030303030304,0.016996097192496538,0.0,0.05660377358490566,0.034782608695652174,0.0
SMIM26,0.2,0.45454545454545453,0.3868815309077175,0.0,0.32075471698113206,0.23478260869565218,0.3333333333333333
MRPL48,0.2,0.12121212121212122,0.06143774392546897,0.0,0.05660377358490566,0.017391304347826087,0.0
TBC1D22A,0.0,0.09090909090909091,0.032985018255067354,0.0,0.018867924528301886,0.008695652173913044,0.0
NDUFB9,0.4,0.6060606060606061,0.5569683998489235,0.0,0.5094339622641509,0.30434782608695654,0.3333333333333333
CCDC50,0.0,0.09090909090909091,0.1250157371270301,0.0,0.22641509433962265,0.08695652173913043,0.0
SDC4,0.0,0.24242424242424243,0.049099836333878884,0.0,0.018867924528301886,0.008695652173913044,0.0
ZBED3-AS1,0.0,0.0,0.02127659574468085,0.0,0.018867924528301886,0.017391304347826087,0.0
COQ3,0.0,0.030303030303030304,0.006294850812035755,0.0,0.018867924528301886,0.008695652173913044,0.0
ITPKC,0.0,0.06060606060606061,0.007050232909480045,0.0,0.0,0.0,0.0
CD226,0.0,0.0,0.0032733224222585926,0.0,0.018867924528301886,0.008695652173913044,0.0
RNF7,0.4,0.15151515151515152,0.2108775022031978,0.0,0.2641509433962264,0.09565217391304348,0.0
KRIT1,0.0,0.18181818181818182,0.05640186327584036,0.0,0.0,0.034782608695652174,0.0
AKAP9,0.0,0.7272727272727273,0.26891602669016745,0.0,0.3584905660377358,0.14782608695652175,0.3333333333333333
MCM10,0.0,0.0,0.0006294850812035755,0.0,0.018867924528301886,0.0,0.0
ZNF394,0.0,0.0,0.028578622686642328,0.0,0.09433962264150944,0.017391304347826087,0.0
ZSCAN25,0.0,0.0,0.007427923958202191,0.0,0.0,0.0,0.0
ABCE1,0.0,0.06060606060606061,0.06949515296487473,0.0,0.05660377358490566,0.008695652173913044,0.0
DAGLB,0.0,0.030303030303030304,0.014478156867682236,0.0,0.018867924528301886,0.02608695652173913,0.0
EEF1AKMT2,0.0,0.0,0.02467581518318016,0.0,0.05660377358490566,0.017391304347826087,0.0
MICB,0.0,0.030303030303030304,0.01737378824121868,0.0,0.05660377358490566,0.008695652173913044,0.0
STT3A,0.0,0.09090909090909091,0.026690167443031602,0.0,0.07547169811320754,0.017391304347826087,0.0
NAAA,0.2,0.09090909090909091,0.07012463804607831,0.0,0.07547169811320754,0.02608695652173913,0.0
PPWD1,0.0,0.06060606060606061,0.04658189600906459,0.0,0.0,0.008695652173913044,0.0
RPL13A,0.8,0.9696969696969697,0.9949641193503714,1.0,1.0,1.0,1.0
SCCPDH,0.0,0.24242424242424243,0.13710185068613873,0.0,0.16981132075471697,0.034782608695652174,0.0
PYROXD1,0.0,0.09090909090909091,0.04796676318771245,0.0,0.018867924528301886,0.008695652173913044,0.0
POLR2H,0.0,0.09090909090909091,0.05438751101598892,0.0,0.09433962264150944,0.008695652173913044,0.0
PLA2G7,0.0,0.030303030303030304,0.031726048092660206,0.0,0.0,0.008695652173913044,0.0
ABCC1,0.0,0.06060606060606061,0.01926224348482941,0.0,0.03773584905660377,0.008695652173913044,0.0
PTGES3,0.0,0.6363636363636364,0.35402240966889087,0.0,0.4716981132075472,0.20869565217391303,0.0
ZNF630,0.0,0.0,0.0008812791136850056,0.0,0.0,0.0,0.0
SPSB2,0.0,0.030303030303030304,0.016996097192496538,0.0,0.018867924528301886,0.017391304347826087,0.0
ARHGAP24,0.0,0.12121212121212122,0.08359561878383483,0.0,0.18867924528301888,0.034782608695652174,0.0
ATP5MC2,0.4,0.8181818181818182,0.8845524361072643,1.0,0.8490566037735849,0.8434782608695652,1.0
IFI30,0.2,0.030303030303030304,0.539972302656427,0.0,0.6037735849056604,0.22608695652173913,0.3333333333333333
PILRB,0.0,0.06060606060606061,0.012463804607830795,0.0,0.018867924528301886,0.0,0.0
IKBKB,0.0,0.030303030303030304,0.031851945108900916,0.0,0.018867924528301886,0.008695652173913044,0.0
MTR,0.0,0.09090909090909091,0.0375173108397331,0.0,0.018867924528301886,0.017391304347826087,0.0
C6ORF120,0.0,0.030303030303030304,0.032985018255067354,0.0,0.0,0.017391304347826087,0.0
EDC4,0.0,0.0,0.0005035880649628604,0.0,0.0,0.0,0.0
COX10,0.0,0.0,0.009190482185572202,0.0,0.018867924528301886,0.0,0.0
NDUFA8,0.0,0.09090909090909091,0.14943975827772882,0.0,0.16981132075471697,0.08695652173913043,0.3333333333333333
LZTS3,0.0,0.09090909090909091,0.0003776910487221453,0.0,0.0,0.0,0.0
LINC01871,0.0,0.0,0.0030215283897771623,0.0,0.03773584905660377,0.008695652173913044,0.0
TPMT,0.0,0.12121212121212122,0.0633261991690797,0.0,0.03773584905660377,0.043478260869565216,0.0
SAMD8,0.0,0.09090909090909091,0.03802089890469596,0.0,0.03773584905660377,0.017391304347826087,0.0
ARFGAP1,0.0,0.030303030303030304,0.02178018380964371,0.0,0.018867924528301886,0.034782608695652174,0.0
COG6,0.0,0.06060606060606061,0.01901044945234798,0.0,0.05660377358490566,0.008695652173913044,0.0
PPP1R3E,0.0,0.06060606060606061,0.037391413823492384,0.0,0.0,0.008695652173913044,0.0
COX7A2L,0.2,0.2727272727272727,0.3061815434974191,0.0,0.3584905660377358,0.1826086956521739,0.0
TMEM54,0.0,0.09090909090909091,0.0006294850812035755,0.0,0.0,0.0,0.0
PUDP,0.0,0.12121212121212122,0.021654286793402998,0.0,0.05660377358490566,0.008695652173913044,0.0
TBC1D14,0.0,0.030303030303030304,0.0200176255822737,0.0,0.03773584905660377,0.008695652173913044,0.0
APOBR,0.2,0.06060606060606061,0.08384741281631625,0.0,0.07547169811320754,0.043478260869565216,0.0
JUND,0.2,0.2727272727272727,0.20571572453732848,0.0,0.22641509433962265,0.10434782608695652,0.3333333333333333
TSTD1,0.0,0.7272727272727273,0.1733601913634647,1.0,0.11320754716981132,0.09565217391304348,0.0
TPX2,0.0,0.0,0.0007553820974442906,0.0,0.18867924528301888,0.0,0.0
C1ORF74,0.0,0.0,0.002517940324814302,0.0,0.018867924528301886,0.0,0.0
FBXO32,0.0,0.06060606060606061,0.009064585169331486,0.0,0.018867924528301886,0.0,0.0
TEAD1,0.0,0.12121212121212122,0.0008812791136850056,0.0,0.0,0.0,0.0
SLPI,0.0,0.9393939393939394,0.03462167946619665,1.0,0.05660377358490566,0.02608695652173913,0.0
NFKBIA,0.2,0.09090909090909091,0.15913382852826388,0.0,0.1509433962264151,0.06956521739130435,0.3333333333333333
LILRA5,0.0,0.0,0.023416845020773007,0.0,0.0,0.017391304347826087,0.0
WDR83,0.0,0.0,0.01775147928994083,0.0,0.018867924528301886,0.0,0.0
ARMCX4,0.0,0.0,0.00692433589323933,0.0,0.0,0.008695652173913044,0.0
PTGR1,0.2,0.09090909090909091,0.053380334886063203,0.0,0.11320754716981132,0.034782608695652174,0.0
EIF3F,0.2,0.18181818181818182,0.35377061563640944,1.0,0.33962264150943394,0.20869565217391303,0.0
YWHAE,0.4,0.7272727272727273,0.39342817575223465,0.0,0.3584905660377358,0.26956521739130435,0.0
CUEDC1,0.0,0.12121212121212122,0.01825506735490369,0.0,0.05660377358490566,0.008695652173913044,0.0
HECTD1,0.0,0.36363636363636365,0.08221075160518695,0.0,0.11320754716981132,0.06086956521739131,0.0
CCDC69,0.0,0.15151515151515152,0.03273322422258593,0.0,0.018867924528301886,0.02608695652173913,0.0
MEF2A,0.2,0.15151515151515152,0.10864912501573713,0.0,0.1509433962264151,0.12173913043478261,0.0
AC092279.1,0.0,0.030303030303030304,0.023290948004532293,0.0,0.07547169811320754,0.008695652173913044,0.0
DNAJC5B,0.0,0.06060606060606061,0.1276595744680851,0.0,0.09433962264150944,0.06086956521739131,0.0
PTRH1,0.2,0.15151515151515152,0.06546644844517185,0.0,0.07547169811320754,0.06086956521739131,0.3333333333333333
TMEM177,0.0,0.030303030303030304,0.007050232909480045,0.0,0.018867924528301886,0.0,0.0
COMMD7,0.0,0.09090909090909091,0.06899156489991187,0.0,0.018867924528301886,0.02608695652173913,0.0
ABCB8,0.0,0.06060606060606061,0.018380964371144403,0.0,0.0,0.02608695652173913,0.0
CBWD5,0.0,0.09090909090909091,0.059926979730580386,0.0,0.07547169811320754,0.034782608695652174,0.0
PAK4,0.0,0.030303030303030304,0.0047840866171471735,0.0,0.018867924528301886,0.0,0.0
RALB,0.2,0.030303030303030304,0.0708800201435226,0.0,0.11320754716981132,0.05217391304347826,0.0
MALSU1,0.2,0.06060606060606061,0.07138360820848545,0.0,0.07547169811320754,0.034782608695652174,0.0
ZNF649,0.0,0.030303030303030304,0.0066725418607579004,0.0,0.03773584905660377,0.0,0.0
DLEU2,0.0,0.030303030303030304,0.014855847916404381,0.0,0.03773584905660377,0.008695652173913044,0.0
SUPV3L1,0.2,0.030303030303030304,0.01712199420873725,0.0,0.018867924528301886,0.0,0.0
CNOT10,0.0,0.030303030303030304,0.02492760921566159,0.0,0.05660377358490566,0.008695652173913044,0.0
ENOX2,0.0,0.030303030303030304,0.026816064459272315,0.0,0.0,0.0,0.0
PXMP4,0.2,0.06060606060606061,0.022787359939569433,0.0,0.09433962264150944,0.017391304347826087,0.0
PLA2G4A,0.0,0.030303030303030304,0.01384867178647866,0.0,0.0,0.0,0.0
NUP210,0.0,0.0,0.022913256955810146,0.0,0.03773584905660377,0.0,0.0
WNK1,0.0,0.2727272727272727,0.1527130806999874,0.0,0.1320754716981132,0.09565217391304348,0.3333333333333333
DAPL1,0.0,0.06060606060606061,0.01737378824121868,0.0,0.018867924528301886,0.0,0.0
CTF1,0.0,0.06060606060606061,0.0016366612111292963,0.0,0.018867924528301886,0.008695652173913044,0.0
SNRPE,0.6,0.30303030303030304,0.33060556464811786,0.0,0.49056603773584906,0.2,0.0
PPRC1,0.0,0.0,0.010701246380460784,0.0,0.018867924528301886,0.0,0.0
TEPSIN,0.0,0.0,0.009442276218053632,0.0,0.0,0.008695652173913044,0.0
PPP1R13L,0.0,0.030303030303030304,0.002769734357295732,0.0,0.0,0.0,0.0
ZNF880,0.0,0.030303030303030304,0.015107641948885812,0.0,0.0,0.008695652173913044,0.0
FAM89B,0.0,0.0,0.05212136472365605,0.0,0.03773584905660377,0.02608695652173913,0.0
SLC25A28,0.0,0.09090909090909091,0.018884552436107264,0.0,0.018867924528301886,0.008695652173913044,0.0
AC026785.2,0.0,0.0,0.00616895379579504,0.0,0.0,0.0,0.0
PPM1B,0.0,0.06060606060606061,0.07855973813420622,0.0,0.1509433962264151,0.017391304347826087,0.0
BAIAP2,0.0,0.21212121212121213,0.016996097192496538,0.0,0.0,0.008695652173913044,0.0
PFDN5,0.8,1.0,0.9745688027193755,1.0,0.9622641509433962,0.8956521739130435,1.0
EIF2AK4,0.0,0.0,0.055016996097192496,0.0,0.09433962264150944,0.05217391304347826,0.3333333333333333
NUF2,0.0,0.0,0.0006294850812035755,0.0,0.11320754716981132,0.0,0.0
GFOD2,0.0,0.030303030303030304,0.010071761299257208,0.0,0.0,0.0,0.0
CCDC167,0.0,0.12121212121212122,0.061185949892987535,0.0,0.1509433962264151,0.043478260869565216,0.3333333333333333
RNF44,0.2,0.12121212121212122,0.032355533173863776,0.0,0.03773584905660377,0.017391304347826087,0.0
MYO7A,0.0,0.0,0.0006294850812035755,0.0,0.0,0.0,0.0
MAFF,0.0,0.030303030303030304,0.032229636157623066,0.0,0.0,0.0,0.3333333333333333
INO80D,0.0,0.09090909090909091,0.03978345713206597,1.0,0.05660377358490566,0.02608695652173913,0.0
SPTAN1,0.0,0.18181818181818182,0.04544882286289815,0.0,0.11320754716981132,0.034782608695652174,0.0
TREM1,0.6,0.2727272727272727,0.5763565403499937,0.0,0.5660377358490566,0.23478260869565218,1.0
DXO,0.0,0.0,0.009190482185572202,0.0,0.0,0.008695652173913044,0.0
STRIP1,0.0,0.030303030303030304,0.015737127030089386,0.0,0.03773584905660377,0.008695652173913044,0.0
UBE2C,0.0,0.0,0.0018884552436107265,0.0,0.41509433962264153,0.0,0.0
SFXN1,0.0,0.030303030303030304,0.005035880649628604,0.0,0.07547169811320754,0.0,0.0
PSMB1,0.0,0.3939393939393939,0.37580259347853456,0.0,0.39622641509433965,0.16521739130434782,0.3333333333333333
AURKAIP1,0.2,0.36363636363636365,0.26740526249527885,1.0,0.33962264150943394,0.12173913043478261,0.3333333333333333
NOL4L,0.0,0.030303030303030304,0.01951403751731084,0.0,0.03773584905660377,0.008695652173913044,0.0
PPIL1,0.0,0.0,0.014478156867682236,0.0,0.018867924528301886,0.008695652173913044,0.0
SLC38A7,0.0,0.030303030303030304,0.012967392672793655,0.0,0.0,0.0,0.0
PLEKHG2,0.0,0.0,0.0005035880649628604,0.0,0.018867924528301886,0.017391304347826087,0.0
CLASP1,0.0,0.06060606060606061,0.015863024046330103,0.0,0.03773584905660377,0.008695652173913044,0.0
