,B,Epithelial,Macrophages,NK,T,mDC,pDC
LRRCC1,0.0,0.06060606060606061,0.02769734357295732,0.0,0.09433962264150944,0.02608695652173913,0.0
WSB1,0.2,0.3333333333333333,0.3717738889588317,0.0,0.4339622641509434,0.20869565217391303,0.6666666666666666
MPZL2,0.0,0.09090909090909091,0.05703134835704394,0.0,0.018867924528301886,0.017391304347826087,0.0
AC245297.2,0.0,0.0,0.002517940324814302,0.0,0.0,0.008695652173913044,0.0
SMARCE1,0.0,0.12121212121212122,0.06370389021780183,0.0,0.1320754716981132,0.06086956521739131,0.0
HDAC2,0.4,0.12121212121212122,0.13143648495530655,0.0,0.32075471698113206,0.12173913043478261,0.3333333333333333
NIPSNAP1,0.0,0.0,0.011204834445423643,0.0,0.018867924528301886,0.0,0.0
SGSH,0.0,0.0,0.016744303160015107,0.0,0.0,0.008695652173913044,0.0
PTPRJ,0.0,0.06060606060606061,0.04721138109026816,0.0,0.07547169811320754,0.034782608695652174,0.0
RAP2C,0.0,0.030303030303030304,0.07490872466322548,0.0,0.05660377358490566,0.043478260869565216,0.0
HADHB,0.6,0.30303030303030304,0.26967140878761175,0.0,0.2830188679245283,0.13043478260869565,0.0
COPS9,0.4,0.6363636363636364,0.5676696462293843,1.0,0.5660377358490566,0.3739130434782609,0.3333333333333333
SCGB3A1,0.0,0.42424242424242425,0.11607704897393932,0.0,0.16981132075471697,0.0782608695652174,0.3333333333333333
CHMP2A,0.2,0.36363636363636365,0.3127281883419363,0.0,0.37735849056603776,0.22608695652173913,0.3333333333333333
CBX7,0.2,0.030303030303030304,0.02820093163792018,0.0,0.018867924528301886,0.02608695652173913,0.0
PI4K2B,0.0,0.12121212121212122,0.018380964371144403,0.0,0.018867924528301886,0.008695652173913044,0.0
B4GALT3,0.0,0.0,0.02908221075160519,0.0,0.018867924528301886,0.008695652173913044,0.0
SNU13,1.0,0.3939393939393939,0.353518821603928,0.0,0.3018867924528302,0.20869565217391303,0.0
SVIP,0.2,0.24242424242424243,0.09706659952159134,0.0,0.11320754716981132,0.0782608695652174,0.3333333333333333
NSUN7,0.0,0.0,0.009568173234294347,0.0,0.03773584905660377,0.008695652173913044,0.0
LDLRAP1,0.0,0.030303030303030304,0.011834319526627219,0.0,0.0,0.0,0.0
LAP3,0.6,0.21212121212121213,0.2856603298501825,0.0,0.33962264150943394,0.16521739130434782,0.0
MCEMP1,0.6,0.36363636363636365,0.6306181543497419,0.0,0.6792452830188679,0.3565217391304348,0.3333333333333333
ZNHIT6,0.0,0.030303030303030304,0.036636031726048096,0.0,0.05660377358490566,0.034782608695652174,0.0
LIPE-AS1,0.2,0.06060606060606061,0.07440513659826262,0.0,0.09433962264150944,0.034782608695652174,0.0
LIPA,0.6,0.48484848484848486,0.7062822611104117,0.0,0.6037735849056604,0.45217391304347826,0.3333333333333333
LZTS2,0.0,0.0,0.008435100088127912,0.0,0.018867924528301886,0.008695652173913044,0.0
C14ORF93,0.0,0.0,0.008560997104368626,0.0,0.0,0.008695652173913044,0.0
CALML4,0.0,0.06060606060606061,0.0047840866171471735,0.0,0.018867924528301886,0.008695652173913044,0.0
MEAF6,0.0,0.2727272727272727,0.1335767342313987,0.0,0.1509433962264151,0.06956521739130435,0.0
ABAT,0.0,0.06060606060606061,0.016996097192496538,0.0,0.0,0.008695652173913044,0.0
CYB5B,0.0,0.06060606060606061,0.06659952159133828,1.0,0.05660377358490566,0.008695652173913044,0.3333333333333333
SLX1A,0.2,0.0,0.026312476394309454,0.0,0.03773584905660377,0.0,0.0
SRP68,0.0,0.12121212121212122,0.03311091527130807,0.0,0.07547169811320754,0.02608695652173913,0.0
UBAP1,0.2,0.06060606060606061,0.026816064459272315,0.0,0.018867924528301886,0.008695652173913044,0.0
RPL10,1.0,0.9696969696969697,0.9984892358051114,1.0,1.0,1.0,1.0
AMDHD2,0.0,0.09090909090909091,0.06181543497419111,0.0,0.018867924528301886,0.02608695652173913,0.0
NAA10,0.2,0.18181818181818182,0.15460153594359813,0.0,0.11320754716981132,0.0782608695652174,0.3333333333333333
GBP1,0.0,0.09090909090909091,0.11884678333123505,0.0,0.07547169811320754,0.0782608695652174,0.0
UBXN1,0.6,0.36363636363636365,0.34986780813294727,0.0,0.39622641509433965,0.23478260869565218,0.6666666666666666
BRMS1L,0.0,0.0,0.005539468714591464,0.0,0.0,0.0,0.0
NAA20,0.4,0.3333333333333333,0.23744177262998867,0.0,0.20754716981132076,0.0782608695652174,0.0
VPS4B,0.2,0.15151515151515152,0.11658063703890217,0.0,0.1509433962264151,0.11304347826086956,0.0
THOC2,0.2,0.18181818181818182,0.0800705023290948,0.0,0.1320754716981132,0.034782608695652174,0.0
CISH,0.0,0.030303030303030304,0.04532292584665743,0.0,0.03773584905660377,0.008695652173913044,0.0
DGLUCY,0.0,0.12121212121212122,0.05426161399974821,0.0,0.07547169811320754,0.02608695652173913,0.0
GYPC,0.2,0.18181818181818182,0.4493264509631122,0.0,0.6792452830188679,0.3565217391304348,0.0
GDI2,0.2,0.12121212121212122,0.29573209114943977,0.0,0.4716981132075472,0.19130434782608696,0.0
TSSC4,0.0,0.06060606060606061,0.04104242729447312,0.0,0.11320754716981132,0.017391304347826087,0.0
VPS13A,0.0,0.06060606060606061,0.03210373914138235,0.0,0.05660377358490566,0.05217391304347826,0.3333333333333333
ZNF761,0.0,0.0,0.018884552436107264,0.0,0.0,0.008695652173913044,0.0
NPM1,0.6,0.5151515151515151,0.6176507616769482,0.0,0.7547169811320755,0.5565217391304348,1.0
GTF3C3,0.0,0.15151515151515152,0.027067858491753746,0.0,0.018867924528301886,0.02608695652173913,0.0
SEM1,0.6,0.5454545454545454,0.4794158378446431,0.0,0.5471698113207547,0.28695652173913044,0.6666666666666666
KIAA0513,0.0,0.06060606060606061,0.04847035125267531,0.0,0.05660377358490566,0.017391304347826087,0.0
LINC01089,0.0,0.0,0.020395316630995846,0.0,0.018867924528301886,0.02608695652173913,0.0
WBP2,0.2,0.30303030303030304,0.14704771496915522,0.0,0.1509433962264151,0.12173913043478261,0.3333333333333333
GRINA,0.2,0.15151515151515152,0.3768097696084603,0.0,0.39622641509433965,0.26956521739130435,0.3333333333333333
CMTM8,0.0,0.030303030303030304,0.0005035880649628604,0.0,0.0,0.0,0.0
ZKSCAN5,0.0,0.0,0.00616895379579504,0.0,0.0,0.0,0.0
SLC25A6,0.4,0.5454545454545454,0.6879012967392673,0.0,0.6981132075471698,0.5652173913043478,0.6666666666666666
TMEM11,0.2,0.030303030303030304,0.05287674682110034,0.0,0.05660377358490566,0.008695652173913044,0.0
AKR1A1,0.6,0.30303030303030304,0.39091023542742037,0.0,0.33962264150943394,0.16521739130434782,0.6666666666666666
GOLGA4,0.2,0.2727272727272727,0.12690419237064082,0.0,0.09433962264150944,0.06086956521739131,0.0
MRM3,0.0,0.0,0.018380964371144403,0.0,0.0,0.017391304347826087,0.0
STRADA,0.0,0.030303030303030304,0.015988921062570816,0.0,0.018867924528301886,0.034782608695652174,0.0
SERPINB6,0.0,0.24242424242424243,0.33652272441143144,0.0,0.32075471698113206,0.19130434782608696,0.6666666666666666
ACER3,0.2,0.09090909090909091,0.19337781694573838,0.0,0.16981132075471697,0.06086956521739131,0.3333333333333333
ZNF268,0.0,0.15151515151515152,0.02052121364723656,0.0,0.018867924528301886,0.0,0.0
EIF1AD,0.0,0.06060606060606061,0.032229636157623066,0.0,0.018867924528301886,0.017391304347826087,0.0
RNPS1,0.0,0.12121212121212122,0.10235427420370137,0.0,0.2641509433962264,0.043478260869565216,0.0
ATP2C1,0.0,0.12121212121212122,0.16819841369759536,0.0,0.11320754716981132,0.0782608695652174,0.0
PFKFB3,0.0,0.030303030303030304,0.04305677955432456,0.0,0.03773584905660377,0.017391304347826087,0.3333333333333333
POP4,0.0,0.12121212121212122,0.08183306055646482,0.0,0.1320754716981132,0.0782608695652174,0.0
TBCEL,0.0,0.030303030303030304,0.00868689412060934,0.0,0.0,0.008695652173913044,0.0
CRYZ,0.2,0.030303030303030304,0.03550295857988166,0.0,0.07547169811320754,0.008695652173913044,0.0
EIF2S3,0.0,0.09090909090909091,0.20835956187838348,0.0,0.24528301886792453,0.20869565217391303,0.3333333333333333
PNPLA6,0.4,0.24242424242424243,0.3343824751353393,0.0,0.3018867924528302,0.1391304347826087,0.0
AL441992.1,0.0,0.0,0.021402492760921567,0.0,0.1320754716981132,0.017391304347826087,0.0
SESN3,0.2,0.12121212121212122,0.03814679592093667,0.0,0.11320754716981132,0.034782608695652174,0.0
SLC39A7,0.0,0.18181818181818182,0.03852448696965882,0.0,0.03773584905660377,0.0,0.0
OAZ1,0.8,0.9090909090909091,0.9516555457635654,0.0,0.9433962264150944,0.8695652173913043,1.0
CEP170,0.0,0.0,0.1277854714843258,0.0,0.09433962264150944,0.10434782608695652,0.3333333333333333
GTF2E2,0.2,0.09090909090909091,0.05917159763313609,0.0,0.09433962264150944,0.05217391304347826,0.0
